"Host","p.interaction"
"Rhinolophus_rouxii",0.154863418518719
"Rhinolophus_euryale",0.15195937609179
"Rhinolophus_mehelyi",0.15121995104645
"Rhinolophus_capensis",0.14158711121782
"Rhinolophus_coelophyllus",0.14158711121782
"Rhinolophus_eloquens",0.14158711121782
"Rhinolophus_hildebrandtii",0.14158711121782
"Rhinolophus_megaphyllus",0.14158711121782
"Rhinolophus_shameli",0.14158711121782
"Rhinolophus_simulator",0.14158711121782
"Rhinolophus_stheno",0.14158711121782
"Rhinolophus_creaghi",0.138085173189605
"Rhinolophus_hipposideros",0.138073326609606
"Rhinolophus_sinicus",0.138069924869236
"Rhinolophus_thomasi",0.138069924869236
"Rhinolophus_pearsonii",0.138062542733351
"Rhinolophus_rex",0.138062542733351
"Rhinolophus_ferrumequinum",0.138055719040277
"Rhinolophus_blasii",0.137977322956383
"Rhinolophus_affinis",0.137935530119909
"Rhinolophus_clivosus",0.137935530119909
"Rhinolophus_macrotis",0.137935530119909
"Rousettus_aegyptiacus",0.130931060831727
"Rousettus_leschenaultii",0.130789959949955
"Rousettus_amplexicaudatus",0.130716385738562
"Epomophorus_wahlbergi",0.128144141101424
"Epomops_dobsonii",0.124532087743257
"Epomophorus_gambianus",0.123073123424515
"Epomophorus_labiatus",0.123037666497237
"Micropteropus_pusillus",0.122432253665832
"Hypsignathus_monstrosus",0.122402241214056
"Epomops_franqueti",0.11825701505256
"Dobsonia_anderseni",0.117616210008331
"Artibeus_jamaicensis",0.116384836088729
"Eidolon_dupreanum",0.115403617131379
"Eidolon_helvum",0.115389104481625
"Scotophilus_nux",0.115331904520806
"Scotophilus_kuhlii",0.115184957016686
"Scotophilus_nigrita",0.115184957016686
"Artibeus_fimbriatus",0.114898123736846
"Myonycteris_torquata",0.114888363886809
"Pteropus_lylei",0.114427188068061
"Pteropus_vampyrus",0.114427188068061
"Myotis_capaccinii",0.114425637706641
"Myotis_longipes",0.114425637706641
"Myotis_macrodactylus",0.114425637706641
"Myotis_blythii",0.114026378413062
"Myotis_punicus",0.114026378413062
"Myotis_myotis",0.114026378413062
"Myotis_evotis",0.114026378413062
"Myotis_keenii",0.114026378413062
"Myotis_septentrionalis",0.114026378413062
"Myotis_nattereri",0.114026378413062
"Myotis_thysanodes",0.114026378413062
"Myotis_albescens",0.113666318720785
"Myotis_austroriparius",0.113666318720785
"Myotis_chiloensis",0.113666318720785
"Myotis_grisescens",0.113666318720785
"Myotis_levis",0.113666318720785
"Myotis_lucifugus",0.113666318720785
"Myotis_velifer",0.113666318720785
"Myotis_volans",0.113666318720785
"Myotis_yumanensis",0.113666318720785
"Myotis_riparius",0.113666318720785
"Myotis_macropus",0.113666318720785
"Myotis_horsfieldii",0.113666318720785
"Myotis_californicus",0.113666318720785
"Myotis_leibii",0.113666318720785
"Myotis_brandtii",0.113666318720785
"Myotis_mystacinus",0.113666318720785
"Myotis_davidii",0.113666318720785
"Myotis_nigricans",0.113666318720785
"Pipistrellus_coromandra",0.1136123329602
"Pipistrellus_kuhlii",0.113597908426481
"Cynopterus_sphinx",0.113532453134788
"Cynopterus_brachyotis",0.113523810225019
"Pipistrellus_pipistrellus",0.113304909828166
"Pipistrellus_pygmaeus",0.1132994126712
"Tylonycteris_robustula",0.113296171899292
"Pipistrellus_inexspectatus",0.113253287519778
"Megaloglossus_woermanni",0.113240017161561
"Pipistrellus_hesperidus",0.113195993673302
"Cynopterus_horsfieldii",0.113074515278519
"Dyacopterus_spadiceus",0.113057056099254
