"","host_species","betacov","pred"
"1","Anoura caudifer",0,0.0338728866499658
"2","Anoura geoffroyi",0,0.117307273059075
"3","Antrozous pallidus",0,0.0339867902726509
"4","Artibeus cinereus",0,0.0275074510371536
"5","Artibeus fimbriatus",0,0.053738084242825
"6","Artibeus jamaicensis",0,0.255562062574546
"7","Artibeus lituratus",1,0.252915093538253
"8","Artibeus obscurus",1,0.0853213179965656
"9","Artibeus phaeotis",1,0.0771833478172912
"10","Artibeus toltecus",0,0.0907763356946517
"11","Aselliscus stoliczkanus",1,0.183543322364087
"12","Barbastella barbastellus",0,0.380622778907359
"13","Cardioderma cor",0,0.0686227998693685
"14","Carollia brevicauda",0,0.180689307840713
"15","Carollia perspicillata",1,0.185803468716473
"16","Carollia subrufa",0,0.0310450810714931
"17","Chaerephon plicatus",1,0.254809017803348
"18","Chaerephon pumilus",0,0.166026816365101
"19","Chalinolobus gouldii",0,0.0505203433881854
"20","Chalinolobus morio",0,0.0398225136259704
"21","Chrotopterus auritus",0,0.0353525671059249
"22","Corynorhinus townsendii",0,0.028538082326416
"23","Cynomops abrasus",0,0.0138606897156934
"24","Cynomops planirostris",0,0.0118175277737904
"25","Cynopterus brachyotis",1,0.42241160439752
"26","Cynopterus horsfieldii",1,0.174466453943561
"27","Cynopterus sphinx",1,0.636059286642706
"28","Desmodus rotundus",0,0.0604512433423985
"29","Diaemus youngi",0,0.0488344181623056
"30","Diclidurus albus",0,0.0451075469486478
"31","Diphylla ecaudata",0,0.0661909660769176
"32","Dobsonia anderseni",0,0.0210709048536398
"33","Dobsonia moluccensis",1,0.0497263437459404
"34","Dyacopterus spadiceus",1,0.163669395894469
"35","Eidolon dupreanum",1,0.237883841173052
"36","Eidolon helvum",1,0.660057503988108
"37","Eonycteris spelaea",1,0.476039017688008
"38","Epomophorus gambianus",1,0.379117617688938
"39","Epomophorus labiatus",1,0.391160522912662
"40","Epomophorus wahlbergi",0,0.360087242972927
"41","Epomops dobsonii",0,0.159967084637346
"42","Epomops franqueti",1,0.288536882297458
"43","Eptesicus brasiliensis",0,0.0369900819976003
"44","Eptesicus diminutus",0,0.0122271060998191
"45","Eptesicus furinalis",0,0.0582178189428859
"46","Eptesicus fuscus",0,0.126365918333013
"47","Eptesicus nilssonii",1,0.402086695539245
"48","Eptesicus serotinus",1,0.548819888707703
"49","Euderma maculatum",0,0.0611690298024837
"50","Eumops auripendulus",0,0.0606651080896961
"51","Eumops glaucinus",1,0.0812738560351521
"52","Eumops patagonicus",0,0.0055847869834788
"53","Eumops perotis",0,0.128185786189167
"54","Falsistrellus mackenziei",0,0.0310544158236016
"55","Glauconycteris argentata",0,0.0404121910054753
"56","Glossophaga commissarisi",0,0.0382795854251485
"57","Glossophaga longirostris",0,0.00790845096075527
"58","Glossophaga morenoi",0,0.0191683902589618
"59","Glossophaga soricina",0,0.113335479476858
"60","Hipposideros abae",0,0.0394148112366859
"61","Hipposideros armiger",1,0.374830813854828
"62","Hipposideros bicolor",0,0.0441823318055623
"63","Hipposideros caffer",1,0.382030347935585
"64","Hipposideros cineraceus",0,0.153889578169851
"65","Hipposideros commersoni",1,0.276049771576706
"66","Hipposideros diadema",0,0.0929192770886682
"67","Hipposideros galeritus",1,0.203544453763717
