"","host_species","betacov","pred"
"1","Acerodon celebensis",1,0.2132329483922
"2","Anoura caudifer",0,0.0477053002865661
"3","Anoura geoffroyi",0,0.111956487925311
"4","Antrozous pallidus",0,0.0132667837218763
"5","Artibeus cinereus",0,0.0873803764636578
"6","Artibeus fimbriatus",0,0.0744207434746608
"7","Artibeus jamaicensis",1,0.280020979533053
"8","Artibeus lituratus",1,0.250230351407552
"9","Artibeus obscurus",1,0.12399638028019
"10","Artibeus phaeotis",1,0.155659048300304
"11","Artibeus toltecus",0,0.156722255831099
"12","Aselliscus stoliczkanus",1,0.436049485714056
"13","Barbastella barbastellus",0,0.389607015975568
"14","Cardioderma cor",0,0.13622434921423
"15","Carollia brevicauda",0,0.18115802482186
"16","Carollia perspicillata",1,0.183720265153621
"17","Carollia sowelli",1,0.158131328386009
"18","Carollia subrufa",0,0.0776298198415936
"19","Chaerephon plicatus",1,0.496866374550134
"20","Chaerephon pumilus",1,0.412467899496803
"21","Chalinolobus gouldii",0,0.0831936980764795
"22","Chalinolobus morio",0,0.0613621237162923
"23","Chrotopterus auritus",0,0.0188562703862906
"24","Corynorhinus townsendii",0,0.00912687774005677
"25","Cynomops abrasus",0,0.0374793081451259
"26","Cynomops planirostris",0,0.0367512310832475
"27","Cynopterus brachyotis",1,0.619395715650756
"28","Cynopterus horsfieldii",1,0.47441221929427
"29","Cynopterus sphinx",1,0.706462841811678
"30","Desmodus rotundus",1,0.0562047373565355
"31","Diaemus youngi",0,0.0560403864399131
"32","Diclidurus albus",0,0.0780480583507946
"33","Diphylla ecaudata",0,0.0729373812533394
"34","Dobsonia anderseni",0,0.0880234381311188
"35","Dobsonia moluccensis",1,0.160775422077913
"36","Dyacopterus spadiceus",1,0.506715009889349
"37","Eidolon dupreanum",1,0.234494114982851
"38","Eidolon helvum",1,0.631805451174352
"39","Eonycteris spelaea",1,0.684647712542797
"40","Epomophorus gambianus",1,0.66101791728582
"41","Epomophorus labiatus",1,0.577533475665138
"42","Epomophorus wahlbergi",0,0.424818647126025
"43","Epomops buettikoferi",1,0.454345142326378
"44","Epomops dobsonii",0,0.274601868979229
"45","Epomops franqueti",1,0.514461686625556
"46","Eptesicus brasiliensis",0,0.0675369001898257
"47","Eptesicus diminutus",0,0.0172565700511572
"48","Eptesicus furinalis",0,0.0774238896585466
"49","Eptesicus fuscus",0,0.0781209145979846
"50","Eptesicus nilssonii",1,0.41744330967066
"51","Eptesicus serotinus",1,0.555175429568539
"52","Euderma maculatum",0,0.0380929049458864
"53","Eumops auripendulus",0,0.0919005787057374
"54","Eumops glaucinus",1,0.109175949889581
"55","Eumops patagonicus",0,0.00648804812287755
"56","Eumops perotis",0,0.106650302456358
"57","Falsistrellus mackenziei",0,0.051567859517205
"58","Glauconycteris argentata",0,0.207845030125603
"59","Glauconycteris variegata",1,0.407266978639998
"60","Glossophaga commissarisi",0,0.0423813737066866
"61","Glossophaga longirostris",0,0.0325366790659539
"62","Glossophaga morenoi",0,0.0271036458757176
"63","Glossophaga soricina",0,0.0801808787678872
"64","Hipposideros abae",0,0.271897431877785
"65","Hipposideros armiger",1,0.487087183315552
"66","Hipposideros bicolor",0,0.269139103116305
"67","Hipposideros caffer",1,0.516760468387631
"68","Hipposideros cervinus",1,0.199637877183866
"69","Hipposideros cineraceus",0,0.390223585708837
"70","Hipposideros commersoni",1,0.487140276692903
"71","Hipposideros diadema",0,0.285408594678737
"72","Hipposideros fuliginosus",1,0.285669433765321
"73","Hipposideros galeritus",1,0.491781808761272
"74","Hipposideros gigas",1,0.438119756727251
"75","Hipposideros lankadiva",0,0.396802128296101
"76","Hipposideros larvatus",1,0.479771794977786
"77","Hipposideros lekaguli",1,0.29032883692376
"78","Hipposideros pomona",1,0.442691405122792
"79","Hipposideros pratti",1,0.449186404888787
"80","Hipposideros ruber",1,0.416080108620628
"81","Hipposideros speoris",0,0.389852622027347
"82","Hipposideros vittatus",0,0.371031129634327
"83","Histiotus montanus",0,0.0259890792634429
"84","Histiotus velatus",0,0.034021251783166
"85","Hypsignathus monstrosus",0,0.56463002089146
"86","Hypsugo pulveratus",1,0.420780095822663
"87","Hypsugo savii",1,0.458097691377741
"88","Ia io",1,0.453166791121519
"89","Lasionycteris noctivagans",0,0.0477430265926826
"90","Lasiurus blossevillii",0,0.0449377465731387
"91","Lasiurus borealis",0,0.0585465739198941
"92","Lasiurus cinereus",0,0.0758229228894055
"93","Lasiurus ega",0,0.102199332555875
"94","Lasiurus egregius",0,0.0194606162701653
"95","Lasiurus intermedius",0,0.0699984940761986
"96","Lasiurus seminolus",0,0.0482801245077068
"97","Lasiurus xanthinus",0,0.0254409812317056
"98","Leptonycteris curasoae",0,0.0527628103868252
"99","Leptonycteris nivalis",0,0.0665657749440085
"100","Lichonycteris obscura",0,0.0873664893356513
"101","Lissonycteris angolensis",1,0.640917520859256
"102","Lonchophylla robusta",0,0.0240063393393026
"103","Lonchorhina aurita",0,0.0215823347576501
"104","Lophostoma silvicolum",0,0.0166686886213404
"105","Macroglossus minimus",1,0.483487854052463
"106","Macrotus californicus",0,0.00619885993706201
"107","Megaerops ecaudatus",1,0.616121504938802
"108","Megaerops kusnotoi",1,0.235586783546651
"109","Megaerops niphanae",1,0.656017793421706
"110","Megaloglossus woermanni",1,0.483957372781938
"111","Mesophylla macconnelli",0,0.0650197797207513
"112","Micronycteris megalotis",0,0.00786397240351878
"113","Micropteropus pusillus",1,0.661775821858641
"114","Mimon crenulatum",0,0.0163684394089349
"115","Miniopterus australis",0,0.150781031125352
"116","Miniopterus inflatus",0,0.264590216252268
"117","Miniopterus magnater",0,0.335445058180176
"118","Miniopterus natalensis",0,0.111054573321715
"119","Miniopterus pusillus",0,0.324701487558165
"120","Miniopterus schreibersii",1,0.506418929905328
"121","Molossops neglectus",0,0.0144096756603869
