"","Sp","Count"
"1","Myotis_muricola",0.284416666666667
"2","Pipistrellus_javanicus",0.280333333333333
"3","Scotophilus_kuhlii",0.274
"4","Pipistrellus_tenuis",0.271333333333333
"5","Kerivoula_hardwickii",0.269916666666667
"6","Myotis_siligorensis",0.268666666666667
"7","Rhinolophus_affinis",0.268583333333333
"8","Rhinolophus_luctus",0.268
"9","Rousettus_amplexicaudatus",0.267833333333333
"10","Myotis_horsfieldii",0.265416666666667
"11","Tylonycteris_pachypus",0.26475
"12","Cynopterus_sphinx",0.263916666666667
"13","Tylonycteris_robustula",0.2615
"14","Rousettus_leschenaultii",0.261166666666667
"15","Rhinolophus_macrotis",0.259083333333333
"16","Murina_cyclotis",0.25875
"17","Pipistrellus_coromandra",0.257666666666667
"18","Kerivoula_picta",0.257333333333333
"19","Myotis_formosus",0.255083333333333
"20","Eonycteris_spelaea",0.253583333333333
"21","Pteropus_vampyrus",0.253583333333333
"22","Cynopterus_brachyotis",0.252666666666667
"23","Rhinolophus_pearsonii",0.25175
"24","Macroglossus_sobrinus",0.250833333333333
"25","Eptesicus_serotinus",0.24975
"26","Macroglossus_minimus",0.24975
"27","Scotomanes_ornatus",0.249666666666667
"28","Glischropus_tylopus",0.247916666666667
"29","Myotis_montivagus",0.247916666666667
"30","Megaerops_niphanae",0.247666666666667
"31","Rhinolophus_pusillus",0.247583333333333
"32","Pipistrellus_pipistrellus",0.247
"33","Rhinolophus_stheno",0.247
"34","Rhinolophus_thomasi",0.244833333333333
"35","Harpiocephalus_harpia",0.244583333333333
"36","Scotophilus_heathii",0.244416666666667
"37","Myotis_chinensis",0.244166666666667
"38","Rhinolophus_malayanus",0.243833333333333
"39","Rhinolophus_lepidus",0.242833333333333
"40","Pipistrellus_ceylonicus",0.242
"41","Rhinolophus_ferrumequinum",0.242
"42","Rhinolophus_acuminatus",0.241666666666667
"43","Hypsignathus_monstrosus",0.241416666666667
"44","Phoniscus_jagorii",0.240416666666667
"45","Murina_tubinaris",0.240333333333333
"46","Pipistrellus_paterculus",0.239916666666667
"47","Rhinolophus_marshalli",0.23975
"48","Ia_io",0.239416666666667
"49","Rousettus_aegyptiacus",0.239
"50","Rhinolophus_trifoliatus",0.238916666666667
"51","Myotis_hasseltii",0.238416666666667
"52","Kerivoula_papillosa",0.238333333333333
"53","Barbastella_leucomelas",0.238166666666667
"54","Lissonycteris_angolensis",0.237666666666667
"55","Hipposideros_cineraceus",0.23725
"56","Scotophilus_dinganii",0.23725
"57","Myotis_laniger",0.237083333333333
"58","Micropteropus_pusillus",0.236416666666667
"59","Scotophilus_viridis",0.236416666666667
"60","Hesperoptenus_blanfordi",0.236333333333333
"61","Neoromicia_rendalli",0.236166666666667
"62","Myotis_altarium",0.236083333333333
"63","Eidolon_helvum",0.236
"64","Neoromicia_tenuipinnis",0.234833333333333
"65","Cynopterus_horsfieldii",0.2345
"66","Neoromicia_capensis",0.2345
"67","Scotoecus_hirundo",0.2345
"68","Hipposideros_armiger",0.233916666666667
"69","Hesperoptenus_tickelli",0.2335
"70","Pipistrellus_abramus",0.233
"71","Rhinolophus_fumigatus",0.233
"72","Kerivoula_lanosa",0.232833333333333
"73","Epomophorus_wahlbergi",0.232333333333333
"74","Harpiocephalus_mordax",0.232333333333333
"75","Myotis_blythii",0.232083333333333
"76","Rhinolophus_coelophyllus",0.231416666666667
"77","Murina_suilla",0.2305
"78","Myotis_bocagii",0.2305
"79","Nyctalus_leisleri",0.230416666666667
"80","Epomophorus_minor",0.230166666666667
"81","Nycticeinops_schlieffeni",0.23
"82","Murina_aurata",0.229416666666667
"83","Pipistrellus_rusticus",0.229333333333333
"84","Myotis_rosseti",0.22875
"85","Myotis_ridleyi",0.228666666666667
"86","Mimetillus_moloneyi",0.228583333333333
"87","Pipistrellus_rueppellii",0.228583333333333
"88","Rhinolophus_sinicus",0.228166666666667
"89","Myotis_adversus",0.227916666666667
"90","Sphaerias_blanfordi",0.227916666666667
"91","Falsistrellus_affinis",0.227666666666667
"92","Scotophilus_leucogaster",0.227666666666667
"93","Hipposideros_ater",0.227583333333333
"94","Arielulus_circumdatus",0.2275
"95","Rhinolophus_paradoxolophus",0.2275
