"","Alphacoronavirus","Alphapapillomavirus","Alphavirus","Aphthovirus","Asfivirus","Atadenovirus","Betacoronavirus","Betaretrovirus","Capripoxvirus","Cardiovirus","Circovirus","Coltivirus","Cytomegalovirus","Deltacoronavirus","Deltapapillomavirus","Deltaretrovirus","Ebolavirus","Enterovirus","Ephemerovirus","Epsilonpapillomavirus","Erbovirus","Flavivirus","Gammacoronavirus","Gammaretrovirus","Henipavirus","Hepacivirus","Hepatovirus","Ictalurivirus","Iotapapillomavirus","Kappapapillomavirus","Lagovirus","Lambdapapillomavirus","Lentivirus","Leporipoxvirus","Lymphocryptovirus","Lyssavirus","Mamastrovirus","Marburgvirus","Mastadenovirus","Metapneumovirus","Morbillivirus","Muromegalovirus","Norovirus","Nucleorhabdovirus","Omikronpapillomavirus","Orbivirus","Orthobunyavirus","Orthohepadnavirus","Orthopoxvirus","Orthoreovirus","Parapoxvirus","Parechovirus","Pestivirus","Phlebovirus","Picobirnavirus","Pipapillomavirus","Respirovirus","Rhadinovirus","Rotavirus","Sapovirus","Seadornavirus","Simplexvirus","Suipoxvirus","Teschovirus","Thogotovirus","Torovirus","Varicellovirus","Vesiculovirus","Vesivirus","Xipapillomavirus","Yatapoxvirus","Zetapapillomavirus"
"Eidolon_helvum",0.294099546987297,0.0293535262215841,0.0466003324225168,0.0293535262215954,0.0293535262216067,0.0293535262216162,0.120555288116163,0.0293535262216005,0.0293535262216097,0.0293535262216024,0.029353526221616,0.029353526221612,0.0293535262216085,0.0293535262216045,0.0293535262215997,0.0293535262216126,0.253856939819384,0.0293535262216117,0.029353526221592,0.0293535262216093,0.0293535262216147,0.37719301865508,0.0293535262216172,0.0293535262216108,0.326914532985067,0.029353526221607,0.0293535262216043,0.0293535262216096,0.0293535262216115,0.0293535262216085,0.0293535262216086,0.0293535262216018,0.029353526221611,0.0293535262216167,0.0293535262215972,0.369002253994459,0.029353526221615,0.00353743107569058,0.0293535262216049,0.0293535262216065,0.0293535262215975,0.0293535262216062,0.0293535262215985,0.0293535262216094,0.0293535262216009,0.314432510801322,0.322661620175548,0.0298554940683609,0.0293535262216148,0.0195446092565896,0.0293535262216101,0.0293535262216097,0.0293535262215949,0.0151139089889561,0.0293535262216044,0.0293535262215936,0.0293535262216018,0.0293535262216112,0.0293535262216113,0.0293535262216001,0.0293535262216054,0.029353526221606,0.0293535262216069,0.029353526221599,0.0293535262216064,0.0293535262216054,0.0293535262216037,0.036372772478701,0.0293535262216052,0.029353526221611,0.0293535262216067,0.0293535262216073
"Epomophorus_gambianus",0.16359569187841,0.0105836421455077,0.04856543667592,0.010583642145499,0.0105836421455058,0.0105836421455053,0.304764932800409,0.0105836421455081,0.0105836421455006,0.0105836421454977,0.0105836421455087,0.0105836421455096,0.010583642145514,0.0105836421455056,0.0105836421454966,0.0105836421455146,-0.000919542799045604,0.0105836421454994,0.0105836421455012,0.0105836421455084,0.0105836421455168,0.0101901207711,0.0105836421454967,0.0105836421455064,0.047815556498174,0.0105836421455086,0.0105836421455075,0.0105836421455016,0.0105836421455008,0.0105836421455108,0.0105836421455065,0.0105836421455019,0.0105836421455108,0.0105836421455081,0.0105836421454964,0.157939534419921,0.0105836421455046,0.00575971099423977,0.0105836421455034,0.0105836421455079,0.0105836421454986,0.0105836421455048,0.0105836421455053,0.0105836421455038,0.010583642145504,-0.0129559142813233,0.110007043146508,0.0198274390145681,0.0105836421455067,0.0120777836218768,0.0105836421455048,0.0105836421455077,0.0105836421454997,0.0172469494093934,0.0105836421455018,0.0105836421455005,0.0105836421455012,0.0105836421455053,0.0105836421455045,0.0105836421455032,0.0105836421455076,0.0105836421454964,0.0105836421455066,0.0105836421454953,0.0105836421455059,0.0105836421455095,0.0105836421455109,0.0282027809351995,0.0105836421455031,0.0105836421454995,0.0105836421455061,0.0105836421455046
"Epomops_franqueti",-0.025359891945626,0.0114390127926467,0.0255257345047868,0.0114390127926372,0.0114390127926447,0.0114390127926539,0.17156989621526,0.0114390127926411,0.0114390127926366,0.0114390127926409,0.0114390127926463,0.0114390127926502,0.0114390127926448,0.0114390127926538,0.0114390127926371,0.01143901279265,0.21374443245678,0.0114390127926436,0.0114390127926453,0.0114390127926451,0.0114390127926518,-0.0942355723269737,0.0114390127926414,0.011439012792653,-0.113814330000205,0.0114390127926468,0.0114390127926504,0.011439012792638,0.011439012792639,0.0114390127926487,0.0114390127926447,0.0114390127926491,0.0114390127926489,0.011439012792637,0.011439012792639,-0.0661677880255384,0.011439012792647,0.280055217393071,0.0114390127926454,0.0114390127926466,0.0114390127926358,0.0114390127926406,0.0114390127926487,0.011439012792644,0.0114390127926427,-0.00755185139455285,0.288641335743257,0.00933818627106338,0.0114390127926518,-0.0165610476885507,0.0114390127926426,0.0114390127926404,0.0114390127926384,0.260762200042884,0.0114390127926398,0.011439012792638,0.0114390127926434,0.0114390127926449,0.0114390127926444,0.0114390127926343,0.0114390127926424,0.0114390127926363,0.0114390127926443,0.0114390127926371,0.0114390127926431,0.0114390127926476,0.0114390127926524,0.0598883994293773,0.0114390127926433,0.0114390127926333,0.0114390127926432,0.0114390127926454
"Hypsignathus_monstrosus",-0.0600319211914046,0.00525158534300461,-0.0037885143921078,0.00525158534301524,0.00525158534301219,0.00525158534303232,-0.165966245734353,0.00525158534300736,0.00525158534301849,0.0052515853430238,0.00525158534302461,0.00525158534301684,0.00525158534301121,0.00525158534302333,0.00525158534301307,0.00525158534301763,0.25711667961699,0.00525158534302373,0.00525158534301829,0.00525158534301795,0.00525158534302197,-0.0715844794183319,0.00525158534302203,0.00525158534302636,0.278577399561649,0.00525158534301675,0.00525158534302036,0.00525158534301977,0.00525158534301654,0.00525158534301378,0.00525158534302013,0.00525158534301453,0.00525158534301974,0.00525158534301558,0.00525158534301233,-0.10726188697271,0.00525158534301722,0.321281472790033,0.00525158534301435,0.00525158534301209,0.00525158534300799,0.00525158534301657,0.00525158534301336,0.00525158534301674,0.00525158534300904,-0.0145259832443979,0.00211862452052106,0.0059412466049381,0.00525158534302283,-0.0141636038537638,0.00525158534302203,0.00525158534301307,0.00525158534300911,0.00920817829392095,0.00525158534301979,0.00525158534302074,0.00525158534302091,0.00525158534302471,0.00525158534302063,0.00525158534301384,0.0052515853430131,0.00525158534301282,0.00525158534301378,0.00525158534302205,0.00525158534301882,0.00525158534301971,0.00525158534301882,0.0156702066171288,0.00525158534301986,0.00525158534301046,0.00525158534302289,0.00525158534301761
"Micropteropus_pusillus",0.0671224338210205,-0.0016323501075677,-0.0582005270173682,-0.00163235010759879,-0.00163235010758046,-0.00163235010757914,0.196674320914807,-0.00163235010758545,-0.0016323501075938,-0.00163235010758872,-0.0016323501075826,-0.00163235010758047,-0.00163235010757776,-0.00163235010757814,-0.0016323501075896,-0.00163235010757556,0.104911246598117,-0.0016323501075835,-0.00163235010757733,-0.00163235010758376,-0.0016323501075689,-0.123179398146689,-0.00163235010758936,-0.00163235010757409,-0.198389576306969,-0.00163235010757818,-0.00163235010758056,-0.00163235010759114,-0.00163235010759017,-0.00163235010757519,-0.00163235010758014,-0.00163235010758315,-0.00163235010757668,-0.00163235010758272,-0.00163235010759011,-0.0585899908718819,-0.00163235010758518,-0.0648823159723256,-0.00163235010758018,-0.00163235010758084,-0.00163235010758486,-0.00163235010757993,-0.00163235010757828,-0.0016323501075849,-0.00163235010758102,-0.00969558007609214,-0.0499264661773112,-0.0040199508746209,-0.00163235010758283,-0.0238164442227047,-0.0016323501075824,-0.00163235010758005,-0.00163235010758373,0.13691842361521,-0.00163235010759049,-0.00163235010758429,-0.00163235010758552,-0.00163235010758108,-0.00163235010758767,-0.00163235010758542,-0.00163235010757945,-0.00163235010759387,-0.00163235010758179,-0.00163235010759116,-0.00163235010758416,-0.00163235010757706,-0.00163235010757036,-0.0556050754635713,-0.00163235010758238,-0.00163235010758712,-0.00163235010757889,-0.0016323501075816
"Miniopterus_inflatus",0.267966576888982,0.00358961742505425,-0.0691165442843289,0.00358961742504181,0.00358961742505851,0.0035896174250605,0.214761305946275,0.00358961742506923,0.00358961742505542,0.0035896174250585,0.00358961742506772,0.00358961742506853,0.00358961742507405,0.00358961742507638,0.00358961742505195,0.00358961742507583,-0.02636716499286,0.00358961742506101,0.00358961742506625,0.00358961742506101,0.00358961742507338,-0.102208994105456,0.0035896174250643,0.0035896174250679,-0.0885607614987367,0.00358961742506629,0.00358961742506658,0.00358961742505838,0.00358961742505706,0.00358961742507494,0.00358961742506553,0.00358961742506768,0.00358961742507372,0.00358961742506982,0.00358961742505336,-0.0503558237579172,0.00358961742505737,0.142566164341,0.00358961742506389,0.00358961742506361,0.00358961742506182,0.00358961742506874,0.00358961742506605,0.00358961742506836,0.00358961742506764,0.00752872978543647,-0.0222002266055157,0.00207424291062003,0.00358961742506014,-0.00199620150912271,0.00358961742506229,0.00358961742506864,0.00358961742506331,0.0599583729484197,0.00358961742506106,0.0035896174250616,0.0035896174250586,0.00358961742505945,0.00358961742506031,0.00358961742505467,0.00358961742506393,0.00358961742505529,0.00358961742507011,0.00358961742506036,0.00358961742506403,0.00358961742507215,0.00358961742506933,-0.0246899197979284,0.00358961742507034,0.00358961742506276,0.00358961742506627,0.00358961742506555
"Miniopterus_schreibersii",0.312578936118317,0.0158544210074005,0.0364529795473443,0.0158544210074004,0.0158544210074096,0.0158544210074094,0.358647166609298,0.0158544210074166,0.0158544210073986,0.0158544210074036,0.0158544210074175,0.0158544210074178,0.0158544210074163,0.0158544210074192,0.0158544210073963,0.0158544210074198,0.000852325301897231,0.0158544210074057,0.0158544210074041,0.0158544210074056,0.0158544210074242,0.212251409245608,0.0158544210074162,0.0158544210074097,-0.0474090683587995,0.0158544210074165,0.0158544210074102,0.0158544210074052,0.015854421007406,0.0158544210074217,0.0158544210074064,0.0158544210074128,0.0158544210074093,0.0158544210074215,0.0158544210073996,0.146809535904756,0.0158544210074046,0.0130710644533546,0.0158544210074066,0.0158544210074114,0.0158544210074081,0.0158544210074085,0.0158544210074107,0.0158544210074106,0.0158544210074158,0.0239023329242942,-0.0193423574339896,0.0146016076244808,0.0158544210074108,0.0104969313256437,0.0158544210074075,0.0158544210074144,0.0158544210074045,0.32295630641454,0.0158544210074069,0.0158544210074047,0.015854421007404,0.0158544210074038,0.0158544210074112,0.0158544210074021,0.0158544210074163,0.0158544210074006,0.0158544210074121,0.0158544210074012,0.0158544210074086,0.0158544210074137,0.0158544210074103,-0.0195063410385105,0.0158544210074081,0.0158544210074097,0.0158544210074072,0.0158544210074085
"Mops_condylurus",0.18336430920913,0.000760442963211885,-0.0695743670102819,0.000760442963182477,0.000760442963203197,0.000760442963210133,0.160145840324574,0.00076044296320062,0.000760442963191998,0.000760442963194123,0.00076044296320224,0.000760442963204516,0.000760442963216035,0.000760442963211432,0.000760442963192548,0.000760442963219141,-0.0051729244055475,0.000760442963200253,0.000760442963207359,0.000760442963200239,0.000760442963216974,-0.108443648736183,0.000760442963195005,0.00076044296320953,-0.0827965623907241,0.000760442963206371,0.000760442963202247,0.000760442963195108,0.000760442963196683,0.000760442963211379,0.000760442963201648,0.000760442963201057,0.000760442963217107,0.000760442963205519,0.000760442963190538,0.0150105814924034,0.000760442963197412,-0.00908767149308186,0.000760442963203975,0.000760442963205781,0.000760442963199094,0.000760442963207573,0.000760442963206224,0.000760442963205283,0.00076044296320154,-0.0251329480544579,0.0543232621520784,-0.00383557464587365,0.000760442963196915,-0.00234064681276011,0.000760442963202929,0.000760442963205199,0.000760442963203781,-0.011644827918784,0.000760442963198233,0.000760442963198166,0.00076044296319998,0.000760442963204703,0.000760442963200041,0.000760442963196685,0.00076044296320583,0.000760442963191555,0.000760442963207057,0.000760442963193377,0.000760442963202681,0.000760442963211728,0.000760442963219232,-0.0292784645177712,0.000760442963206136,0.000760442963200706,0.000760442963210096,0.0007604429632051
"Myonycteris_torquata",0.00977406548051587,-0.00227966043974371,-0.0357557988311818,-0.00227966043977746,-0.00227966043976356,-0.00227966043976248,0.250530032756507,-0.00227966043976579,-0.00227966043977435,-0.00227966043977042,-0.00227966043976386,-0.00227966043975938,-0.002279660439758,-0.00227966043975975,-0.00227966043977107,-0.00227966043975796,0.0804381594952967,-0.00227966043976607,-0.00227966043975953,-0.0022796604397653,-0.00227966043975253,-0.12257720694992,-0.00227966043977663,-0.00227966043975696,-0.214211632545782,-0.00227966043976075,-0.00227966043976175,-0.00227966043977366,-0.00227966043977307,-0.00227966043975806,-0.00227966043976177,-0.0022796604397645,-0.00227966043975627,-0.00227966043976711,-0.00227966043977183,-0.118939073300488,-0.0022796604397665,-0.050013838318131,-0.00227966043976262,-0.00227966043976302,-0.00227966043976751,-0.00227966043976273,-0.0022796604397592,-0.00227966043976637,-0.00227966043976424,-0.00880618665135048,0.000952391644995231,-0.00572485711200092,-0.00227966043976446,-0.0192689150901605,-0.00227966043976423,-0.00227966043976206,-0.00227966043976601,0.045632975889615,-0.00227966043977279,-0.00227966043976769,-0.00227966043976938,-0.00227966043976346,-0.00227966043977041,-0.00227966043976872,-0.0022796604397617,-0.00227966043977555,-0.00227966043976221,-0.00227966043977398,-0.00227966043976536,-0.00227966043975787,-0.00227966043975194,-0.00849539800352967,-0.00227966043976365,-0.00227966043977005,-0.00227966043976002,-0.00227966043976339
"Rhinolophus_eloquens",0.12937292368812,-0.00142127662433772,-0.14579612887094,-0.00142127662437713,-0.0014212766243456,-0.00142127662433697,0.141629708197594,-0.00142127662434468,-0.00142127662435985,-0.00142127662435773,-0.00142127662434505,-0.00142127662434429,-0.00142127662432722,-0.0014212766243346,-0.00142127662435747,-0.00142127662432366,-0.0326849664564947,-0.00142127662434592,-0.00142127662433777,-0.00142127662434872,-0.00142127662433108,-0.196848208883193,-0.00142127662435118,-0.00142127662433916,-0.0409006653118678,-0.00142127662434166,-0.0014212766243462,-0.00142127662435424,-0.00142127662435395,-0.00142127662433653,-0.00142127662434658,-0.00142127662434571,-0.00142127662432484,-0.00142127662434113,-0.00142127662436031,-0.03906261108072,-0.00142127662435242,0.0439275015056012,-0.00142127662434389,-0.00142127662434165,-0.00142127662434828,-0.00142127662433853,-0.00142127662434025,-0.00142127662433901,-0.00142127662434856,0.00147080547864295,0.0448569280466749,-0.00558390611857836,-0.00142127662435359,-0.00890444592635932,-0.00142127662434418,-0.00142127662434358,-0.00142127662434309,-0.00733291733034512,-0.00142127662434648,-0.00142127662434945,-0.00142127662434924,-0.00142127662434573,-0.00142127662434978,-0.00142127662435525,-0.00142127662434556,-0.00142127662435437,-0.00142127662433655,-0.00142127662435097,-0.00142127662434539,-0.00142127662433664,-0.00142127662432741,-0.00663222056332094,-0.00142127662433816,-0.00142127662434571,-0.00142127662433374,-0.00142127662434062
