"","host_species","betacov","pred"
"1","Acerodon celebensis",1,0.108769833690846
"2","Anoura caudifer",0,0.0302225172362964
"3","Anoura geoffroyi",0,0.164638204382261
"4","Antrozous pallidus",0,0.0641084457492117
"5","Artibeus cinereus",0,0.0376209439619779
"6","Artibeus fimbriatus",0,0.0791805508130308
"7","Artibeus jamaicensis",1,0.325747238427092
"8","Artibeus lituratus",1,0.271099272001137
"9","Artibeus obscurus",1,0.073515593111572
"10","Artibeus phaeotis",1,0.128107613044152
"11","Artibeus toltecus",0,0.137466409954829
"12","Aselliscus stoliczkanus",1,0.371612364220559
"13","Barbastella barbastellus",0,0.469388654713991
"14","Cardioderma cor",0,0.122276166042057
"15","Carollia brevicauda",0,0.209433130765522
"16","Carollia perspicillata",1,0.198270711315075
"17","Carollia sowelli",1,0.119301287301486
"18","Carollia subrufa",0,0.0347691981552147
"19","Chaerephon plicatus",1,0.370158022280609
"20","Chaerephon pumilus",1,0.343246650237669
"21","Chalinolobus gouldii",0,0.103369123176506
"22","Chalinolobus morio",0,0.0636376246996804
"23","Chrotopterus auritus",0,0.0578825811854724
"24","Corynorhinus townsendii",0,0.0433189341834917
"25","Cynomops abrasus",0,0.0110938637819733
"26","Cynomops planirostris",0,0.0106876819539861
"27","Cynopterus brachyotis",1,0.588452744719855
"28","Cynopterus horsfieldii",1,0.398034123976305
"29","Cynopterus sphinx",1,0.702226879364104
"30","Desmodus rotundus",1,0.1951643209007
"31","Diaemus youngi",0,0.150581433298058
"32","Diclidurus albus",0,0.0792727238327174
"33","Diphylla ecaudata",0,0.170282975013256
"34","Dobsonia anderseni",0,0.0143669179982484
"35","Dobsonia moluccensis",1,0.0607420486715268
"36","Dyacopterus spadiceus",1,0.364455804113982
"37","Eidolon dupreanum",1,0.198141600391403
"38","Eidolon helvum",1,0.736594488661327
"39","Emballonura alecto",1,0.253343420821195
"40","Eonycteris spelaea",1,0.617131327671783
"41","Epomophorus gambianus",1,0.616694203039882
"42","Epomophorus labiatus",1,0.481259478906812
"43","Epomophorus wahlbergi",0,0.353460541854742
"44","Epomops buettikoferi",1,0.352273203881388
"45","Epomops dobsonii",0,0.205422174480965
"46","Epomops franqueti",1,0.476301029777561
"47","Eptesicus brasiliensis",0,0.0405292651525718
"48","Eptesicus diminutus",0,0.00684297690937262
"49","Eptesicus furinalis",0,0.0808816311422094
"50","Eptesicus fuscus",0,0.0991069300297835
"51","Eptesicus nilssonii",1,0.484100383494696
"52","Eptesicus serotinus",1,0.648017536729181
"53","Euderma maculatum",0,0.0604657625482809
"54","Eumops auripendulus",0,0.0631485985559228
"55","Eumops glaucinus",1,0.113353051776838
"56","Eumops patagonicus",0,0.00680433843661059
"57","Eumops perotis",0,0.112327390861577
"58","Falsistrellus mackenziei",0,0.0245887054039647
"59","Glauconycteris argentata",0,0.0609189191266427
"60","Glauconycteris variegata",1,0.298781165103751
"61","Glossophaga commissarisi",0,0.0872140709327588
"62","Glossophaga longirostris",0,0.00870987863588275
"63","Glossophaga morenoi",0,0.0236593453902085
"64","Glossophaga soricina",0,0.148541964426948
"65","Hipposideros abae",0,0.165802896454924
"66","Hipposideros armiger",1,0.415754220276955
"67","Hipposideros bicolor",0,0.188620179254248
"68","Hipposideros caffer",1,0.57331828293629
"69","Hipposideros cervinus",1,0.106475234119106
"70","Hipposideros cineraceus",0,0.233540454858626
"71","Hipposideros commersoni",1,0.433301650172567
"72","Hipposideros diadema",0,0.279944975593218
"73","Hipposideros fuliginosus",1,0.133289422440081
"74","Hipposideros galeritus",1,0.285513118089189
"75","Hipposideros gigas",1,0.366235919588104
"76","Hipposideros lankadiva",0,0.287954033043516
"77","Hipposideros larvatus",1,0.388272438784967
"78","Hipposideros lekaguli",1,0.175109329873686
"79","Hipposideros pomona",1,0.329766486188888
"80","Hipposideros pratti",1,0.439737825471125
"81","Hipposideros ruber",1,0.252776928705198
"82","Hipposideros speoris",0,0.262041191747844
"83","Hipposideros vittatus",0,0.313821366761114
"84","Histiotus montanus",0,0.00825176182285164
"85","Histiotus velatus",0,0.0197510327542345
"86","Hypsignathus monstrosus",0,0.59518716301866
"87","Hypsugo pulveratus",1,0.362436414958835
"88","Hypsugo savii",1,0.512814331911964
"89","Ia io",1,0.331317584161471
"90","Lasionycteris noctivagans",0,0.0763268138029081
"91","Lasiurus blossevillii",0,0.0723309073570415
"92","Lasiurus borealis",0,0.0475627141533382
"93","Lasiurus cinereus",0,0.111072725081987
"94","Lasiurus ega",0,0.114243194510128
"95","Lasiurus egregius",0,0.00234401646885396
"96","Lasiurus intermedius",0,0.0680112444198979
"97","Lasiurus seminolus",0,0.0540887938144256
"98","Lasiurus xanthinus",0,0.0334814944044568
"99","Leptonycteris curasoae",0,0.0163626025678328
"100","Leptonycteris nivalis",0,0.108359200545849
"101","Lichonycteris obscura",0,0.0844407661018472
"102","Lissonycteris angolensis",1,0.543555796470402
"103","Lonchophylla robusta",0,0.00860858567027261
"104","Lonchorhina aurita",0,0.0361209672748759
"105","Lophostoma silvicolum",0,0.0239900806990462
"106","Macroglossus minimus",1,0.477673799421521
"107","Macrotus californicus",0,0.0369108043732061
"108","Megaerops ecaudatus",1,0.532846972484758
"109","Megaerops kusnotoi",1,0.102675896488586
"110","Megaerops niphanae",1,0.492812542689474
"111","Megaloglossus woermanni",1,0.346362349843734
"112","Mesophylla macconnelli",0,0.0384740456277834
"113","Micronycteris megalotis",0,0.0100072790018191
"114","Micropteropus pusillus",1,0.604305463043367
"115","Mimon crenulatum",0,0.0415725229107675
"116","Miniopterus australis",0,0.0395068043878308
"117","Miniopterus inflatus",0,0.0928275088101668
"118","Miniopterus magnater",1,0.318667761112536
"119","Miniopterus natalensis",0,0.0611414866773366
"120","Miniopterus pusillus",0,0.159863662732411
"121","Miniopterus schreibersii",1,0.624357290443345
"122","Molossops neglectus",0,0.00433838116656923
"123","Molossus molossus",0,0.0961398824658951
"124","Molossus rufus",0,0.0904411106925236
"125","Mops condylurus",1,0.420561865993484
"126","Mormoops megalophylla",0,0.0736697548787598
"127","Murina aurata",0,0.15961261950691
"128","Murina leucogaster",0,0.237027813044722
"129","Myonycteris torquata",1,0.560079727433773
"130","Myotis albescens",0,0.0347095841891268
"131","Myotis austroriparius",0,0.0242481586764755
"132","Myotis blythii",0,0.314855162541697
"133","Myotis brandtii",0,0.560213121514528
"134","Myotis californicus",0,0.0458961047558709
"135","Myotis capaccinii",0,0.426460122752497
"136","Myotis chiloensis",0,0.00189224062333584
"137","Myotis dasycneme",1,0.526734100817629
"138","Myotis daubentonii",1,0.581144410450535
"139","Myotis davidii",0,0.0330307234138594
"140","Myotis emarginatus",1,0.419305761223164
"141","Myotis evotis",0,0.0295778799918573
"142","Myotis grisescens",0,0.0260265680880028
"143","Myotis horsfieldii",1,0.234159501138357
"144","Myotis keenii",0,0.0199563474870594
"145","Myotis leibii",0,0.0341641492055288
"146","Myotis levis",0,0.00673654457948439
"147","Myotis longipes",0,0.125746819880866
"148","Myotis lucifugus",0,0.0457108914488763
"149","Myotis macrodactylus",0,0.153474423314487
"150","Myotis macropus",0,0.0093135622327659
"151","Myotis myotis",0,0.452022392198197
"152","Myotis mystacinus",0,0.0330307234138594
"153","Myotis nattereri",0,0.430177211521821
"154","Myotis nigricans",0,0.0694014261712895
"155","Myotis pequinius",1,0.231703208944422
"156","Myotis punicus",1,0.29361226050973
"157","Myotis ricketti",1,0.340744170336153
"158","Myotis riparius",0,0.0221965527105286
"159","Myotis septentrionalis",0,0.0562352083402541
"160","Myotis thysanodes",0,0.0565599677316891
"161","Myotis velifer",0,0.049430312964381
"162","Myotis volans",0,0.0549301151752806
"163","Myotis yumanensis",0,0.0459726710558593
"164","Mystacina tuberculata",0,0.00688814189647139
"165","Nanonycteris veldkampii",1,0.400737688063435
"166","Natalus stramineus",0,0.0733250227538003
"167","Natalus tumidirostris",0,0.00452286524640843
"168","Neoromicia capensis",1,0.320251510033216
"169","Neoromicia nanus",0,0.293208506974512
"170","Neoromicia somalicus",1,0.293301492335657
"171","Neoromicia zuluensis",1,0.0486372568981206
"172","Nyctalus lasiopterus",0,0.470383047135578
"173","Nyctalus noctula",1,0.634961298482884
"174","Nyctalus plancyi",0,0.196075235614966
"175","Nycteris gambiensis",1,0.120604445736256
"176","Nycteris macrotis",1,0.381457793747663
"177","Nycteris nana",0,0.127833864547521
"178","Nycteris thebaica",1,0.58379882056193
"179","Nycticeius humeralis",0,0.0512552916116555
"180","Nyctinomops laticaudatus",1,0.0791396129690893
"181","Nyctinomops macrotis",0,0.127470186101256
"182","Philetor brachypterus",0,0.184337992083807
"183","Phyllostomus discolor",0,0.0544687550000251
"184","Phyllostomus hastatus",0,0.0302180098705902
"185","Pipistrellus abramus",1,0.423425335688845
"186","Pipistrellus coromandra",1,0.284786617287998
"187","Pipistrellus deserti",1,0.311831142602957
"188","Pipistrellus hesperidus",1,0.47240472279083
"189","Pipistrellus hesperus",0,0.0432768253997403
"190","Pipistrellus inexspectatus",0,0.0748009883245641
"191","Pipistrellus kuhlii",1,0.500822676441057
"192","Pipistrellus nathusii",1,0.509856623987774
"193","Pipistrellus pipistrellus",1,0.550711873922119
"194","Pipistrellus pygmaeus",1,0.496759037813618
"195","Pipistrellus subflavus",0,0.0666591538855466
"196","Pipistrellus tenuis",1,0.357652040963711
"197","Platyrrhinus helleri",0,0.125393194833586
"198","Platyrrhinus lineatus",0,0.0753428273994072
"199","Plecotus auritus",1,0.498066269805066
"200","Ptenochirus jagori",1,0.285135566070759
"201","Pteronotus davyi",1,0.0759305210015048
"202","Pteronotus parnellii",1,0.117273509552383
"203","Pteronotus personatus",1,0.0975989418518589
"204","Pteropus admiralitatum",0,0.0132968790891187
"205","Pteropus alecto",1,0.250999783866454
"206","Pteropus capistratus",0,0.00547838647831759
"207","Pteropus conspicillatus",1,0.117682825134445
"208","Pteropus giganteus",1,0.621892846694079
"209","Pteropus hypomelanus",0,0.345771346166959
"210","Pteropus lylei",1,0.349864256732941
"211","Pteropus neohibernicus",0,0.0560380876010227
"212","Pteropus poliocephalus",0,0.0766087378267959
"213","Pteropus rufus",1,0.158290755248679
"214","Pteropus scapulatus",0,0.300995113592995
"215","Pteropus vampyrus",0,0.417081895691682
"216","Rhinolophus acuminatus",1,0.176769423482512
"217","Rhinolophus affinis",1,0.431805642524847
"218","Rhinolophus blasii",1,0.521762978611109
"219","Rhinolophus capensis",0,0.0295586179377379
