"Sp","Betacov","R.Alb","R.Dal1","R.Far1","R.Po2","R.Po3","Rank","PropRank","InSample"
"Nyctalus noctula",1,0.0302669208770257,0.0873239436619718,0.330985915492958,NA,NA,141.333333333333,0.149525593343985,1
"Rhinolophus affinis",1,0.00119161105815062,0.319014084507042,0.130985915492958,NA,NA,108.166666666667,0.15039720368605,1
"Pteronotus davyi",1,0.187559580552908,0.0197183098591549,0.245070422535211,NA,NA,325,0.150782770982425,1
"Myotis volans",0,0.0949714013346044,0.0619718309859155,0.295774647887324,NA,NA,217.5,0.150905960069281,1
"Rattus rattus",0,0.101763584366063,0.322535211267606,0.0338028169014084,NA,NA,226.666666666667,0.152700537511692,1
"Molossus molossus",0,0.179694947569113,0.0429577464788732,0.23943661971831,NA,NA,318.166666666667,0.154029771255432,1
"Myotis dasycneme",1,0.0388465204957102,0.0873239436619718,0.336619718309859,NA,NA,154.666666666667,0.154263394155847,1
"Carollia brevicauda",0,0.171115347950429,0.0711267605633803,0.22112676056338,NA,NA,308.5,0.154456289692397,1
"Taphozous melanopogon",0,0.0424213536701621,0.0373239436619718,0.385915492957746,NA,NA,159.5,0.15522026342996,1
"Equus asinus",0,NA,0.295774647887324,0.0183098591549296,NA,NA,111.5,0.157042253521127,1
"Pipistrellus subflavus",0,0.0891325071496663,0.0619718309859155,0.326760563380282,NA,NA,216.666666666667,0.159288300505288,1
"Myotis velifer",0,0.102716873212583,0.0619718309859155,0.315492957746479,NA,NA,233,0.160060553981659,1
"Canis lupus",1,0.220924690181125,0.263380281690141,0.00704225352112676,NA,NA,373,0.163782408464131,1
"Taphozous perforatus",1,0.131673021925643,0.104929577464789,0.256338028169014,NA,NA,269.666666666667,0.164313542519815,1
"Hipposideros caffer",1,0.0681601525262154,0.252112676056338,0.173239436619718,NA,NA,196,0.164504088400757,1
