"Sp","Betacov","R.Alb","R.Dal1","R.Far1","R.Po2","R.Po3","Rank","PropRank","InSample"
"Canis mesomelas",0,0.273236415633937,0.0915492957746479,0.129577464788732,NA,NA,434.5,0.164787725399106,1
"Lasiurus cinereus",0,0.0731649189704481,0.0964788732394366,0.325352112676056,NA,NA,202.166666666667,0.16499863496198,1
"Hipposideros pomona",0,0.0195424213536702,0.246478873239437,0.233802816901408,NA,NA,141,0.166608037164838,1
"Vespertilio sinensis",1,0.0474261201143947,0.122535211267606,0.332394366197183,NA,NA,174,0.167451899193061,1
"Rattus norvegicus",1,0.196258341277407,0.294366197183099,0.0169014084507042,NA,NA,348.166666666667,0.16917531563707,1
"Crocuta crocuta",0,0.281935176358437,0.123943661971831,0.109859154929577,NA,NA,449.666666666667,0.171912664419948,1
"Mormoops megalophylla",0,0.164561487130601,0.0373239436619718,0.32112676056338,NA,NA,315,0.174337397118651,1
"Macropus agilis",0,NA,0.119718309859155,0.229577464788732,NA,NA,124,0.174647887323944,1
"Artibeus cinereus",0,0.157888465204957,0.0373239436619718,0.329577464788732,NA,NA,307.666666666667,0.17492995788522,1
"Apodemus agrarius",1,0.205552907530982,0.104929577464789,0.222535211267606,NA,NA,365,0.177672565421125,1
"Hipposideros bicolor",0,0.0817445185891325,0.0936619718309859,0.361971830985916,NA,NA,222.166666666667,0.179126107135345,1
"Pipistrellus kuhlii",1,0.0154909437559581,0.323943661971831,0.207042253521127,NA,NA,147.333333333333,0.182158953082972,1
"Cynomops abrasus",0,0.182316491897045,0.0619718309859155,0.305633802816901,NA,NA,342,0.183307375233287,1
"Mus musculus",1,0.15467111534795,0.395774647887324,0.00845070422535211,NA,NA,312,0.186298822486875,1
"Rhinolophus sinicus",1,0.00714966634890372,0.419718309859155,0.132394366197183,NA,NA,140.666666666667,0.186420780801747,1
"Rhinolophus clivosus",1,0.0271687321258341,0.273943661971831,0.266197183098592,NA,NA,165.833333333333,0.189103192398752,1
"Equus caballus",1,NA,0.380281690140845,0.00563380281690141,NA,NA,137,0.192957746478873,1
"Macropus giganteus",0,NA,0.285915492957746,0.105633802816901,NA,NA,139,0.195774647887324,1
"Rhinolophus rex",1,0.0641086749285033,0.273943661971831,0.249295774647887,NA,NA,213.5,0.195782703849407,1
"Capra hircus",0,NA,0.383098591549296,0.00985915492957747,NA,NA,139.5,0.196478873239437,1
"Procyon lotor",0,0.461987607244995,0.0985915492957746,0.0352112676056338,NA,NA,677.833333333333,0.198596808048801,1
"Bubalus bubalis",1,NA,0.391549295774648,0.0126760563380282,NA,NA,143.5,0.202112676056338,1
"Rhinolophus euryale",1,0.0197807435653003,0.392957746478873,0.2,NA,NA,168,0.204246163348058,1
"Nyctinomops laticaudatus",1,0.204480457578646,0.0873239436619718,0.335211267605634,NA,NA,386,0.209005222948751,1
"Megaloglossus woermanni",1,0.0443279313632031,0.273943661971831,0.31830985915493,NA,NA,202.166666666667,0.212193817496655,1
"Cynomops planirostris",0,0.197569113441373,0.0619718309859155,0.37887323943662,NA,NA,380.666666666667,0.212804727954636,1
"Myotis emarginatus",1,0.0203765490943756,0.273943661971831,0.347887323943662,NA,NA,175.666666666667,0.214069178336623,1
"Scotophilus dinganii",1,0.0238322211630124,0.273943661971831,0.349295774647887,NA,NA,180.833333333333,0.215690552594244,1
"Pteropus lylei",0,0.0450428979980934,0.312676056338028,0.302816901408451,NA,NA,208.666666666667,0.220178618581524,1
"Hypsugo savii",1,0.0264537654909438,0.273943661971831,0.36056338028169,NA,NA,187.166666666667,0.220320269248155,1
"Neoromicia capensis",1,0.0355100095328885,0.273943661971831,0.352112676056338,NA,NA,197.833333333333,0.220522115853686,1
"Scotophilus leucogaster",1,0.0437321258341277,0.273943661971831,0.345070422535211,NA,NA,207.666666666667,0.220915403447057,1
"Myodes glareolus",1,0.338298379408961,0.3,0.0267605633802817,NA,NA,550.5,0.221686314263081,1
"Eumops glaucinus",1,0.200667302192564,0.0873239436619718,0.384507042253521,NA,NA,392.333333333333,0.224166096036019,1
"Pteropus hypomelanus",0,0.0593422306959009,0.312676056338028,0.312676056338028,NA,NA,231,0.228231447790652,1
"Mops condylurus",1,0.0874642516682555,0.273943661971831,0.323943661971831,NA,NA,263.833333333333,0.228450525203972,1
"Hipposideros pratti",1,0.0375357483317445,0.273943661971831,0.380281690140845,NA,NA,207.333333333333,0.230587033481474,1
"Platyrrhinus helleri",0,0.157292659675882,0.233098591549296,0.304225352112676,NA,NA,347.166666666667,0.231538867779285,1
"Tatera indica",0,0.316253574833174,0.309859154929577,0.0690140845070423,NA,NA,532,0.231708938089931,1
"Epomophorus wahlbergi",0,0.021210676835081,0.176760563380282,0.502816901408451,NA,NA,190.5,0.233596047207938,1
"Arvicanthis niloticus",0,0.267874165872259,0.290140845070423,0.145070422535211,NA,NA,477.666666666667,0.234361811159298,1
"Suncus murinus",0,0.224737845567207,0.0936619718309859,0.391549295774648,NA,NA,429.166666666667,0.236649704390947,1
"Canis latrans",0,0.488560533841754,0.101408450704225,0.12112676056338,NA,NA,736,0.237031915036453,1
"Epomops franqueti",1,0.0411105815061964,0.592957746478873,0.0774647887323944,NA,NA,216.166666666667,0.237177705572488,1
"Epomops dobsonii",0,0.0344375595805529,0.176760563380282,0.504225352112676,NA,NA,209.333333333333,0.23847449169117,1
"Triaenops persicus",1,0.103789323164919,0.273943661971831,0.33943661971831,NA,NA,290.333333333333,0.239056534951687,1
"Epomophorus labiatus",1,0.0300285986653956,0.397887323943662,0.291549295774648,NA,NA,205.166666666667,0.239821739461235,1
"Pteropus vampyrus",0,0.0148951382268827,0.409859154929577,0.301408450704225,NA,NA,189.166666666667,0.242054247953562,1
"Mephitis mephitis",0,0.550047664442326,0.0450704225352113,0.13943661971831,NA,NA,813,0.244851568898616,1
"Lycaon pictus",0,0.275619637750238,0.253521126760563,0.208450704225352,NA,NA,494.833333333333,0.245863822912051,1
"Nyctereutes procyonoides",1,0.162535748331745,0.288732394366197,0.287323943661972,NA,NA,363.666666666667,0.246197362119971,1
"Ovis aries",0,NA,0.488732394366197,0.00422535211267606,NA,NA,175,0.246478873239437,1
"Rangifer tarandus",0,0.454480457578646,0.249295774647887,0.0380281690140845,NA,NA,703.666666666667,0.247268133746873,1
"Rhinopoma hardwickii",1,0.0795996186844614,0.273943661971831,0.388732394366197,NA,NA,268.166666666667,0.247425225007497,1
"Pteropus conspicillatus",0,0.0872259294566254,0.312676056338028,0.343661971830986,NA,NA,277.333333333333,0.24785465254188,1
"Myotis levis",0,0.0687559580552908,0.176760563380282,0.508450704225352,NA,NA,258.333333333333,0.251322408553642,1
"Mastomys natalensis",0,0.265490943755958,0.292957746478873,0.197183098591549,NA,NA,487.333333333333,0.251877262942127,1
"Microtus agrestis",0,0.29730695900858,0.412676056338028,0.0507042253521127,NA,NA,525.5,0.25356241356624,1
"Lophuromys sikapusi",0,0.271091515729266,0.11830985915493,0.373239436619718,NA,NA,495.5,0.254213603834638,1
"Hipposideros ruber",1,0.100810295519542,0.273943661971831,0.392957746478873,NA,NA,298.833333333333,0.255903901323416,1
"Vespertilio murinus",0,0.01930409914204,0.176760563380282,0.577464788732394,NA,NA,205.5,0.257843150418239,1
"Tragelaphus strepsiceros",0,0.328408007626311,0.390140845070423,0.0661971830985915,NA,NA,567.333333333333,0.261582011931775,1
"Sus scrofa",1,0.149070543374643,0.633802816901408,0.0028169014084507,NA,NA,359.166666666667,0.261896753894834,1
"Urocyon cinereoargenteus",0,0.382983794089609,0.247887323943662,0.156338028169014,NA,NA,631.333333333333,0.262403048734095,1
"Myotis yumanensis",0,0.0817445185891325,0.176760563380282,0.530985915492958,NA,NA,281.833333333333,0.263163665820791,1
"Felis catus",0,NA,0.515492957746479,0.0112676056338028,NA,NA,187,0.263380281690141,1
"Myotis thysanodes",0,0.0738798856053384,0.176760563380282,0.542253521126761,NA,NA,273.5,0.26429799003746,1
"Chaerephon plicatus",1,0.055767397521449,0.397887323943662,0.340845070422535,NA,NA,252.833333333333,0.264833263962549,1
"Myotis albescens",0,0.0517159199237369,0.176760563380282,0.566197183098592,NA,NA,248.166666666667,0.264891222134203,1
"Bos taurus",1,NA,0.529577464788732,0.00140845070422535,NA,NA,188.5,0.265492957746479,1
"Natalus tumidirostris",0,0.217588179218303,0.257746478873239,0.322535211267606,NA,NA,441.666666666667,0.265956623119716,1
"Anoura geoffroyi",0,0.176120114394662,0.257746478873239,0.370422535211268,NA,NA,395,0.268096376159723,1
"Lasiurus ega",0,0.0545757864632984,0.176760563380282,0.576056338028169,NA,NA,254.5,0.26913089595725,1
"Eptesicus brasiliensis",0,0.0569590085795996,0.176760563380282,0.574647887323944,NA,NA,257.5,0.269455819761275,1
"Phyllostomus discolor",0,0.195185891325071,0.233098591549296,0.38169014084507,NA,NA,418.5,0.269991541239813,1
"Microtus arvalis",0,0.273236415633937,0.401408450704225,0.143661971830986,NA,NA,511.166666666667,0.272768946056383,1
"Eptesicus diminutus",0,0.0620829361296473,0.176760563380282,0.580281690140845,NA,NA,266,0.273041729883591,1
"Myotis austroriparius",0,0.108913250714967,0.176760563380282,0.536619718309859,NA,NA,321.166666666667,0.274097844135036,1
"Pteropus poliocephalus",0,0.118684461391802,0.494366197183099,0.211267605633803,NA,NA,333,0.274772754736234,1
