"Sp","Betacov","R.Alb","R.Car3","R.Gut1","R.Stock1","P.Alb","P.Car3","P.Gut1","P.Stock1","Rank","PropRank","InSample"
"Pipistrellus tenuis",0,0.00205549845837616,0.130824372759857,0.0851254480286738,0.388045540796964,0.274210526315789,0.244589348326232,0.882529283222981,0.221838172566898,163,0.151512715010968,0
"Rhinopoma microphyllum",0,0.462487153134635,0.0134408602150538,0.0385304659498208,0.094876660341556,0.175526315789474,0.360245952477739,0.93286785710152,0.452639006080641,152,0.152333784910266,0
"Cynopterus minutus",0,0.150051387461459,0.202508960573477,0.163082437275986,0.108159392789374,0.218552631578947,0.201989011931726,0.809860829390886,0.440045153599742,167,0.155950544525074,0
"Penthetor lucasi",0,0.173689619732785,0.165770609318996,0.156810035842294,0.129981024667932,0.213026315789474,0.223602112373309,0.815847454726128,0.412829304644624,166.5,0.156562822390502,0
"Nanonycteris veldkampii",0,0.10945529290853,0.0770609318996416,0.299283154121864,0.14326375711575,0.226184210526316,0.271635320005865,0.619122454740555,0.390437008524906,169.375,0.157265784011446,0
"Rhinolophus mitratus",0,NA,0.21594982078853,0.237455197132616,0.0189753320683112,NA,0.192909530855177,0.684422540534276,0.608870354884779,175.333333333333,0.157460116663153,0
"Plecotus austriacus",0,0.0801644398766701,0.120967741935484,0.0681003584229391,0.363377609108159,0.230789473684211,0.249446137154016,0.895751750992024,0.238047183390002,168,0.158152537335813,0
"Epomops buettikoferi",0,0.121274409044193,0.0340501792114695,0.405017921146953,0.0730550284629981,0.224210526315789,0.326943330819363,0.542103215981509,0.474198118321334,171.25,0.158349384466404,0
"Coelops frithii",0,0.15262076053443,0.233870967741935,0.0645161290322581,0.18595825426945,0.218026315789474,0.18561219560237,0.898421856351608,0.333707085956327,169.375,0.159241527894518,0
"Murina cyclotis",0,0.0282631038026721,0.103046594982079,0.0958781362007168,0.417457305502846,0.247763157894737,0.256798090325741,0.875627574630222,0.20852422947418,172.375,0.161161285122079,0
"Rousettus lanosus",0,0.191161356628983,0.25089605734767,0.183691756272401,0.0199240986717268,0.209473684210526,0.177750865725768,0.778273256995731,0.600540478584968,173,0.161418317230195,0
"Rhinolophus borneensis",0,0.207605344295992,0.217741935483871,0.147849462365591,0.0825426944971537,0.204473684210526,0.191584096333652,0.823692249539963,0.467319258225589,174.25,0.163934859160652,0
"Eptesicus bottae",0,0.0853031860226105,0.237455197132616,0.0985663082437276,0.240037950664137,0.229078947368421,0.184172253863626,0.872653235653808,0.287619745625671,177.75,0.165340660515773,0
"Megaerops wetmorei",0,0.21634121274409,0.14336917562724,0.160394265232975,0.142314990512334,0.203157894736842,0.235475863576045,0.810847603875643,0.391463368503057,174.875,0.16560491102916,0
"Cynopterus titthaecheilus",0,0.149023638232271,0.17921146953405,0.293010752688172,0.0417457305502846,0.218684210526316,0.218587430878825,0.624794328463969,0.531966563211002,179,0.165747897751195,0
"Rhinolophus acuminatus",0,0.0554984583761562,0.269713261648746,0.261648745519713,0.0806451612903226,0.237763157894737,0.168354878285192,0.658025522223203,0.468314687380315,183,0.166876406708734,0
"Harpyionycteris whiteheadi",0,0.263617677286742,0.168458781362007,0.132616487455197,0.107210626185958,0.194473684210526,0.221991842641493,0.839968565761941,0.440641958565882,176.375,0.167975893072476,0
"Myotis bechsteinii",0,0.0698869475847893,0.132616487455197,0.0913978494623656,0.378557874762808,0.234078947368421,0.243446470011588,0.879033601204876,0.228409273311043,179.25,0.16811478981629,0
"Murina huttoni",0,0.180883864337102,0.0887096774193548,0.116487455197133,0.293168880455408,0.211052631578947,0.263029753865152,0.856438025003632,0.265225625055217,178.5,0.169812469352249,0
"Pipistrellus paterculus",0,0.0462487153134635,0.154121863799283,0.174731182795699,0.308349146110057,0.241184210526316,0.23038847282802,0.794228705484098,0.257714692802749,184.25,0.170862727004626,0
"Falsistrellus affinis",0,0.0868448098663926,0.128136200716846,0.162186379928315,0.309297912713473,0.228947368421053,0.245111820666415,0.810651819326406,0.257616344927013,183.625,0.171616325806257,0
"Scotonycteris zenkeri",0,0.13360739979445,0.039426523297491,0.384408602150538,0.132827324478178,0.2225,0.318353636650299,0.556155824357037,0.405987887885351,185.75,0.172567462430164,0
"Otonycteris hemprichii",0,0.198355601233299,0.117383512544803,0.0456989247311828,0.345351043643264,0.2075,0.250306286391516,0.923456632368352,0.244723644176492,184.75,0.176697270538137,0
"Scotonycteris ophiodon",0,0.192189105858171,0.0385304659498208,0.404121863799283,0.079696394686907,0.208947368421053,0.320885696797074,0.542910896349904,0.46960403499865,191.25,0.178634457573545,0
"Neoromicia rendalli",0,0.0647482014388489,0.0743727598566308,0.176523297491039,0.401328273244782,0.235921052631579,0.272196326158423,0.793356665361335,0.215698970542459,191.5,0.179243133007825,0
"Rhinolophus alcyone",0,0.123329907502569,0.195340501792115,0.312724014336918,0.0939278937381404,0.224078947368421,0.20924227003432,0.603906833273018,0.453248115684912,196.5,0.181330579342436,0
"Eonycteris major",0,0.176258992805755,0.28584229390681,0.158602150537634,0.117647058823529,0.212631578947368,0.156644381007832,0.813942967516763,0.430556767045205,197.875,0.184587624018432,0
"Rhinolophus subbadius",0,0.263617677286742,0.199820788530466,0.267921146953405,0.0284629981024668,0.194473684210526,0.203197848673528,0.647868980814019,0.555072619790929,202.125,0.18995565271827,0
"Eptesicus gobiensis",0,0.219938335046249,0.172939068100358,0.168458781362007,0.199240986717268,0.202105263157895,0.219702362729216,0.805181299655435,0.31979469820239,201.25,0.19014429280647,0
"Hipposideros ater",0,0.169578622816033,0.120071684587814,0.135304659498208,0.33965844402277,0.213684210526316,0.249657438956936,0.835996912167623,0.246884267519558,202,0.191153352731206,0
"Megaderma spasma",0,0.268242548818088,0.267921146953405,0.0197132616487455,0.209677419354839,0.193421052631579,0.169035007061685,0.950179815932802,0.310292023447534,200.75,0.191388594193769,0
"Chironax melanocephalus",0,0.178828365878726,0.164874551971326,0.230286738351254,0.19449715370019,0.211842105263158,0.22375263653636,0.693525909579033,0.327395028412125,205,0.192121702475374,0
"Rhinolophus bocharicus",0,0.292394655704008,0.274193548387097,0.210573476702509,0.00664136622390892,0.190263157894737,0.162020370102392,0.734518651294386,0.696725428026669,208.125,0.195950761754381,0
"Epomophorus crypturus",0,0.104830421377184,0.228494623655914,0.276881720430108,0.174573055028463,0.226447368421053,0.188538359277819,0.638353889546572,0.344927467502983,212.5,0.196194955122917,0
"Myotis laniger",0,0.0328879753340185,0.173835125448029,0.103942652329749,0.480075901328273,0.245921052631579,0.219543884137074,0.864604003565677,0.18112537152424,212,0.197685413610017,0
"Rhinolophus arcuatus",0,0.250770811921891,0.226702508960573,0.200716845878136,0.114800759013283,0.197236842105263,0.188614465207929,0.751109335655017,0.431945206254472,210.5,0.198247731443471,0
"Tadarida aegyptiaca",0,0.358684480986639,0.0116487455197133,0.014336917562724,0.411764705882353,0.1825,0.369016476982329,0.95506640237891,0.2104718684265,203,0.199108712487857,0
"Rhinolophus philippinensis",0,0.213257965056526,0.290322580645161,0.17921146953405,0.113851992409867,0.203552631578947,0.153838742076306,0.789649835563997,0.433708712290856,212.875,0.199161001911401,0
"Nyctalus aviator",0,0.23535457348407,0.161290322580645,0.129928315412186,0.275142314990512,0.200131578947368,0.224968399678797,0.846255141493913,0.271696617054691,211,0.200428881616853,0
"Balionycteris maculata",0,0.188078108941418,0.194444444444444,0.218637992831541,0.207779886148008,0.210263157894737,0.209666415632654,0.71313677546282,0.313143506933682,215.75,0.202235108091353,0
"Megaderma lyra",0,0.210688591983556,0.268817204301075,0.0116487455197133,0.324478178368121,0.203947368421053,0.168829679772565,0.956495550179696,0.254011231051306,215,0.203908180043117,0
"Myotis chinensis",0,0.0236382322713258,0.0806451612903226,0.0241935483870968,0.687855787476281,0.250394736842105,0.267464401582226,0.945609851496888,0.128663028552948,216.25,0.204083182356256,0
"Myonycteris relicta",0,0.228160328879753,0.263440860215054,0.258960573476702,0.0683111954459203,0.200789473684211,0.169997781624225,0.65840761880554,0.482387517406357,219.25,0.204718239504357,0
"Rhinolophus sedulus",0,0.177800616649538,0.341397849462366,0.207885304659498,0.110056925996205,0.212368421052632,0.124733162721382,0.739655453859462,0.436907038840357,225.5,0.209285174191902,0
"Nyctalus montanus",0,0.245118191161357,0.181003584229391,0.198028673835125,0.218216318785579,0.198421052631579,0.217893822063115,0.759394724134278,0.30296338019341,222.875,0.210591692002863,0
"Pipistrellus rusticus",0,0.115107913669065,0.155913978494624,0.3584229390681,0.217267552182163,0.225394736842105,0.228644592691329,0.567456163726658,0.303108767101693,228.75,0.211678095853488,0
"Rhinolophus darlingi",0,0.202980472764645,0.281362007168459,0.35663082437276,0.0170777988614801,0.205526315789474,0.15861399137523,0.568883456133773,0.612613413332749,231.875,0.214512775791836,0
"Pteropus intermedius",0,0.246659815005139,0.134408602150538,0.208781362007168,0.268500948766603,0.198289473684211,0.242444206404108,0.739596676210989,0.274522651285822,226.5,0.214587681982362,0
"Haplonycteris fischeri",0,0.33710174717369,0.157706093189964,0.185483870967742,0.191650853889943,0.185,0.227987798506511,0.775139413927995,0.328966202465762,228.25,0.217985641305335,0
"Myotis montivagus",0,0.0483042137718397,0.0958781362007168,0.0663082437275986,0.669829222011385,0.240263157894737,0.260370197496612,0.896763107505364,0.133435761673318,233.5,0.220079953927885,0
"Hesperoptenus tickelli",0,0.131551901336074,0.0869175627240143,0.1084229390681,0.561669829222011,0.222894736842105,0.264769665583307,0.861118867537609,0.159467463082225,234.5,0.22214055808755,0
"Rousettus madagascariensis",0,0.251798561151079,0.289426523297491,0.187275985663082,0.164136622390892,0.196973684210526,0.155230940889443,0.772026783628616,0.361961251301702,237.5,0.223159423125636,0
"Rhinolophus shortridgei",0,0.0534429599177801,0.315412186379928,0.493727598566308,0.032258064516129,0.238552631578947,0.138094215140406,0.444170353383726,0.545552545614296,247.25,0.223710202345036,0
"Rhinolophus beddomei",0,0.314491264131552,0.305555555555556,0.235663082437276,0.0398481973434535,0.187763157894737,0.145252409466968,0.686452862626142,0.536827606978953,238,0.223889524866959,0
"Eonycteris robusta",0,0.317574511819116,0.292114695340502,0.21415770609319,0.0721062618595825,0.187236842105263,0.153587295005158,0.727137091724584,0.474699447941287,237.5,0.223988293778098,0
"Rousettus celebensis",0,0.309866392600206,0.318100358422939,0.232078853046595,0.0370018975332068,0.188421052631579,0.136771911927209,0.689300201784945,0.538317197438094,238.625,0.224261875400737,0
"Myotis pequinius",0,0.278006166495375,0.231182795698925,0.122759856630824,0.272296015180266,0.191447368421053,0.187716275317006,0.852217146379237,0.272718027594189,238.125,0.226061208501347,0
"Taphozous longimanus",0,0.394141829393628,0.0725806451612903,0.0331541218637993,0.405123339658444,0.18,0.273597267305019,0.937953194632032,0.21208783517035,232.125,0.22624998401929,0
"Neoromicia somalicus",0,NA,0.124551971326165,0.192652329749104,0.365275142314991,NA,0.247504738647669,0.766547065696277,0.237392961490228,246.333333333333,0.227493147796753,0
"Ptenochirus minor",0,0.257965056526208,0.280465949820789,0.311827956989247,0.0673624288425047,0.195394736842105,0.160634703589384,0.606840789309717,0.482582906261229,245.75,0.229405348044687,0
"Coleura afra",0,0.635149023638232,0.0376344086021505,0.0412186379928315,0.205882352941176,0.160526315789474,0.322214845025431,0.928678637404561,0.313892849056574,230.75,0.229971105793598,0
"Murina tubinaris",0,0.0739979445015416,0.10752688172043,0.155017921146953,0.592030360531309,0.232894736842105,0.254156794114782,0.816752650023353,0.152496330547715,247.25,0.232143276975059,0
"Pteropus dasymallus",0,0.366906474820144,0.133512544802867,0.153225806451613,0.277039848197343,0.182105263157895,0.242629407180409,0.817719498571618,0.271322740478149,242.25,0.232671168567992,0
"Casinycteris argynnis",0,0.201438848920863,0.176523297491039,0.414874551971326,0.146110056925996,0.205657894736842,0.219086034627616,0.528766745324522,0.38260642668386,252.5,0.234736688827306,0
"Dyacopterus brooksi",0,0.193730729701953,0.242831541218638,0.327060931899642,0.180265654648956,0.208815789473684,0.180558419918725,0.588801226334352,0.339000609682994,253.625,0.235972214367297,0
"Myotis csorbai",0,NA,0.192652329749104,0.279569892473118,NA,NA,0.210137873537076,0.635280320531002,NA,263.5,0.236111111111111,0
"Scotoecus albofuscus",0,0.147995889003083,0.0985663082437276,0.234767025089606,0.46584440227704,0.218815789473684,0.259883320066574,0.687142023196939,0.190058633503698,251.75,0.236793406153364,0
"Scotoecus hirundo",0,0.0991778006166495,0.1415770609319,0.35752688172043,0.350094876660342,0.226842105263158,0.236650874902841,0.56769134672837,0.24293589449483,255.625,0.23709415498233,0
"Epomophorus grandis",0,NA,0.193548387096774,0.472222222222222,0.0502846299810247,NA,0.209808951196006,0.472728885026101,0.517381802998757,265.333333333333,0.238685079766674,0
"Myotis sicarius",0,0.292394655704008,0.163082437275986,0.17741935483871,0.33111954459203,0.190263157894737,0.224159307994956,0.792899532489362,0.251175292873357,253.375,0.241003998102683,0
"Arielulus circumdatus",0,0.124357656731757,0.137992831541219,0.149641577060932,0.553130929791271,0.223815789473684,0.238530185607692,0.822005114559757,0.161605369046178,256.25,0.241280748781295,0
"Otopteropus cartilagonodus",0,0.340698869475848,0.216845878136201,0.21594982078853,0.192599620493359,0.183947368421053,0.192778160510529,0.722358258275288,0.327926220333636,254.375,0.241523547223484,0
"Hypsugo cadornae",0,NA,0.10573476702509,0.14426523297491,0.477229601518027,NA,0.255570002440351,0.829701921579353,0.185307069358467,260.666666666667,0.242409867172676,0
"Scotozous dormeri",0,0.271325796505653,0.125448028673835,0.199820788530466,0.377609108159393,0.192894736842105,0.245865612708903,0.751550804965836,0.228781905926424,256.25,0.243550930467337,0
"Aethalops alecto",0,0.210688591983556,0.189964157706093,0.379928315412186,0.198292220113852,0.203947368421053,0.211499511414498,0.556611435682809,0.319885641188134,262.5,0.244718321303922,0
"Hipposideros fulvus",0,0.582219938335046,0.181899641577061,0.115591397849462,0.104364326375712,0.168815789473684,0.21696330881756,0.857270208562822,0.44362566868596,252.125,0.24601882603432,0
"Eptesicus pachyotis",0,0.143884892086331,0.159498207885305,0.204301075268817,0.478178368121442,0.219736842105263,0.226604906983613,0.747724763736054,0.182388014232838,262.5,0.246465635840474,0
"Mops midas",0,0.629496402877698,0.0573476702508961,0.0734767025089606,0.239089184060721,0.162236842105263,0.301289196253304,0.893062532832057,0.28774561555777,252.625,0.249852489924569,0
"Hypsugo alaschanicus",0,NA,0.327956989247312,0.233870967741935,0.190702087286528,NA,0.131613603863535,0.687282965034636,0.329050978036741,276,0.250843348091925,0
"Rhinolophus subrufus",0,0.313463514902364,0.386200716845878,0.256272401433692,0.0512333965844402,0.187894736842105,0.109927955763127,0.659623968671955,0.509324921784556,269,0.251792507441593,0
"Rhinolophus inops",0,0.325796505652621,0.364695340501792,0.258064516129032,0.0588235294117647,0.186447368421053,0.116436786608441,0.658606766667265,0.497570889273832,268.5,0.251844972923802,0
"Myotis ikonnikovi",0,0.346865364850976,0.205197132616487,0.186379928315412,0.269449715370019,0.183289473684211,0.200244212475903,0.774248656331513,0.27391451435978,264.625,0.251973035288224,0
"Hipposideros rotalis",0,NA,0.253584229390681,0.255376344086022,NA,NA,0.176515958904698,0.659686260884088,NA,284,0.254480286738351,0
"Epomophorus minor",0,0.0426515930113052,0.625448028673835,0.265232974910394,0.0882352941176471,0.2425,0.0471561302035137,0.652321335952906,0.462703345783468,282.125,0.255391972678295,0
"Eptesicus nasutus",0,0.193730729701953,0.239247311827957,0.193548387096774,0.400379506641366,0.208815789473684,0.182365924655024,0.764630854447585,0.215956619482846,273.375,0.256726483817013,0
"Pteropus pumilus",0,0.408530318602261,0.190860215053763,0.112007168458781,0.315939278937381,0.179342105263158,0.21114909575824,0.859260795386925,0.256310719626966,267.125,0.256834245263047,0
"Murina fusca",0,NA,0.206093189964158,0.241935483870968,0.325426944971537,NA,0.200106284973073,0.681551798313211,0.253550870420873,281,0.257818539602221,0
"Micropteropus intermedius",0,0.174717368961973,0.227598566308244,0.541218637992832,0.0891840607210626,0.212763157894737,0.188611894056997,0.400314680512005,0.461961858830527,280.5,0.258179658496028,0
"Chaerephon major",0,0.457348406988695,0.0627240143369176,0.209677419354839,0.303605313092979,0.175921052631579,0.289350631664102,0.736972850125374,0.259178111641217,267.25,0.258338788443358,0
"Murina hilgendorfi",0,0.389516957862282,0.220430107526882,0.172939068100358,0.26280834914611,0.180657894736842,0.190540079779325,0.796092594577836,0.277985458831947,273.75,0.261423620658908,0
"Pteropus leucopterus",0,0.32065775950668,0.212365591397849,0.146057347670251,0.370967741935484,0.186842105263158,0.19632773547201,0.825109749485041,0.234286702922514,275.75,0.262512110127566,0
"Neoromicia tenuipinnis",0,0.0930113052415211,0.174731182795699,0.260752688172043,0.526565464895636,0.227763157894737,0.219419692430032,0.658041706603099,0.168838133389585,282.875,0.263765160276225,0
"Taphozous nudiventris",0,0.637204522096608,0.00896057347670251,0.0224014336917563,0.390891840607211,0.159868421052632,0.382486370988628,0.94760661727909,0.21924269213725,266.75,0.264864592468069,0
"Hipposideros turpis",0,0.643371017471737,0.136200716845878,0.0752688172043011,0.206831119544592,0.1575,0.242076618015392,0.892188149971438,0.313849055720766,270,0.265417917766627,0
"Acerodon jubatus",0,0.303186022610483,0.258960573476702,0.114695340501792,0.388994307400379,0.189078947368421,0.175215607739429,0.8575248438981,0.221086411282099,280.5,0.266459060997339,0
"Myotis annectans",0,0.121274409044193,0.137096774193548,0.14336917562724,0.664136622390892,0.224210526315789,0.240205058767317,0.830101233838561,0.134682495538597,282.75,0.266469245313968,0
"Rhinolophus imaizumii",0,NA,0.432795698924731,0.344982078853047,0.0218216318785579,NA,0.0937889032813683,0.574347687179042,0.595470513012594,297,0.266533136552112,0
"Myotis schaubi",0,0.279547790339157,0.264336917562724,0.216845878136201,0.307400379506641,0.191315789473684,0.169898306448892,0.721793619127515,0.257813015875104,283.25,0.267032741386181,0
"Kerivoula hardwickii",0,0.0143884892086331,0.0851254480286738,0.0994623655913978,0.870018975332068,0.258421052631579,0.26591980588197,0.870524327859812,0.0734489885434187,284.25,0.267248819540193,0
"Neoromicia guineensis",0,0.138746145940391,0.186379928315412,0.32078853046595,0.430740037950664,0.221052631578947,0.213397639588632,0.596303957257942,0.200475066288472,288.75,0.269163660668104,0
"Chaerephon nigeriae",0,0.366906474820144,0.223118279569892,0.165770609318996,0.321631878557875,0.182105263157895,0.190016583180875,0.80833517862558,0.25508004566743,282.5,0.269356810566727,0
"Hipposideros cyclops",0,0.372559095580678,0.146057347670251,0.189068100358423,0.376660341555977,0.181578947368421,0.23331957952333,0.771056540402033,0.229020196803395,283.375,0.271086221291332,0
"Rhinolophus swinnyi",0,0.145940390544707,0.439964157706093,0.453405017921147,0.0455407969639469,0.219342105263158,0.0920571006633776,0.489363169071249,0.53035194837083,296.75,0.271212590783974,0
"Glauconycteris variegata",0,0.091469681397739,0.109318996415771,0.136200716845878,0.759962049335863,0.227894736842105,0.253107326343783,0.834674118382675,0.104226072726195,291,0.274237860998813,0
"Harpiocephalus harpia",0,0.040082219938335,0.103942652329749,0.137096774193548,0.824478178368121,0.243289473684211,0.255726613909929,0.833519652044795,0.0859532019595791,294.25,0.276399956207439,0
"Thoopterus nigrescens",0,0.381808838643371,0.293906810035842,0.332437275985663,0.101518026565465,0.181052631578947,0.15283043534685,0.584827172069454,0.446025859392542,294.375,0.277417737807585,0
"Paracoelops megalotis",0,NA,0.344982078853047,0.335125448028674,0.153700189753321,NA,0.123669725945963,0.581153107839739,0.377454619672999,307,0.277935905545014,0
"Pipistrellus deserti",0,0.26207605344296,0.119175627240143,0.444444444444444,0.291271347248577,0.194736842105263,0.249820479378089,0.49750113125723,0.265472063776705,297.75,0.279241868094031,0
"Myotis muricola",0,0.00102774922918808,0.114695340501792,0.109318996415771,0.892789373814042,0.275131578947368,0.251240609244133,0.860672922556542,0.0657272473689744,298,0.279457864990198,0
"Hipposideros grandis",0,0.505652620760534,0.232078853046595,0.232974910394265,0.155597722960152,0.173421052631579,0.186662365182263,0.68828827101295,0.374774612102045,293.75,0.281576026790387,0
"Tadarida latouchei",0,0.629496402877698,0.170250896057348,0.169354838709677,0.163187855787476,0.162236842105263,0.220569936890783,0.803070378658794,0.36222850452664,290.875,0.28307249835805,0
"Megaerops kusnotoi",0,0.309866392600206,0.256272401433692,0.439964157706093,0.127134724857685,0.188421052631579,0.175361796802962,0.506554872335374,0.41380695205166,303.125,0.283309419149419,0
"Nyctimene rabori",0,0.400308324768756,0.265232974910394,0.273297491039427,0.197343453510436,0.179736842105263,0.169559773410851,0.642571783333257,0.322727188894907,299.625,0.284045561057253,0
"Latidens salimalii",0,0.444501541623844,0.152329749103943,0.416666666666667,0.125237191650854,0.176710526315789,0.232253487162959,0.527554870528148,0.416798399829041,299.875,0.284683787261327,0
"Lavia frons",0,0.605344295991778,0.129032258064516,0.039426523297491,0.375711574952562,0.166447368421053,0.24508960080769,0.932503869640496,0.229026797816107,293.25,0.287378663076587,0
"Aethalops aequalis",0,0.26978417266187,0.359318996415771,0.344086021505376,0.176470588235294,0.193289473684211,0.118592122810226,0.574896104912064,0.340561641234672,308.375,0.287414944704578,0
"Nyctimene cephalotes",0,0.354573484069887,0.311827956989247,0.362007168458781,0.129032258064516,0.182631578947368,0.141844365232139,0.564298309940683,0.412837242846798,308.25,0.289360216895608,0
"Harpiocephalus mordax",0,0.140801644398767,0.187275985663082,0.112903225806452,0.722960151802656,0.220789473684211,0.213110718555234,0.858672309858507,0.116503544409344,308.5,0.290985251917739,0
"Myotis siligorensis",0,0.0092497430626927,0.0734767025089606,0.145161290322581,0.944022770398482,0.262105263157895,0.272355600379015,0.829039213711489,0.0401277629385625,312,0.292977626573179,0
"Rhinopoma muscatellum",0,0.775950668036999,0.198924731182796,0.0725806451612903,0.131878557874763,0.138947368421053,0.20342274103083,0.893146412642358,0.408761683896751,299.25,0.294833650563962,0
"Myotis tricolor",0,0.0955806783144913,0.336021505376344,0.228494623655914,0.519924098671727,0.227368421052632,0.128283621817309,0.697042830867987,0.170815726094967,317.75,0.295005226504619,0
"Dobsonia minor",0,0.329907502569373,0.329749103942652,0.422043010752688,0.0986717267552182,0.186184210526316,0.130882309331225,0.520934262431556,0.446325468206407,316,0.295092836004983,0
"Chaerephon leucogaster",0,NA,0.208781362007168,0.188172043010753,0.489563567362429,NA,0.197768126751595,0.771075428728439,0.177675119940266,319.666666666667,0.295505657460117,0
"Kerivoula picta",0,0.0349434737923947,0.123655913978495,0.124551971326165,0.913662239089184,0.245263157894737,0.24774615916687,0.851437523935336,0.0542703457745097,318.5,0.29920339954656,0
"Myotis bombinus",0,0.377183967112025,0.31989247311828,0.181003584229391,0.323529411764706,0.181315789473684,0.135812873680629,0.784488731808441,0.254318970186598,316.75,0.3004023590561,0
"Acerodon mackloti",0,0.31551901336074,0.313620071684588,0.340501792114695,0.233396584440228,0.187631578947368,0.139782070897839,0.577389749278668,0.292994677463794,320.75,0.300759365400063,0
"Rhinolophus virgo",0,0.330935251798561,0.345878136200717,0.418458781362007,0.109108159392789,0.186052631578947,0.123606234135295,0.525881193513457,0.439018299993366,322.5,0.301095082188519,0
"Chaerephon bivittatus",0,0.591983556012333,0.294802867383513,0.0672043010752688,0.251423149905123,0.167894736842105,0.152385553577792,0.896477767919031,0.282124843078265,311.25,0.301353468594059,0
"Myotis fimbriatus",0,0.1551901336074,0.273297491039427,0.229390681003584,0.552182163187856,0.217763157894737,0.164604131758464,0.69632944233656,0.161664671737851,323.5,0.302515117209567,0
"Plerotes anchietae",0,0.146968139773895,0.251792114695341,0.636200716845878,0.175521821631879,0.218947368421053,0.177558463627599,0.314299516064736,0.340998387676807,329.75,0.302620698236748,0
"Scotoecus pallidus",0,0.429085303186023,0.182795698924731,0.246415770609319,0.353889943074004,0.177894736842105,0.216512686001783,0.676923296876223,0.241744845596885,317.375,0.303046678948519,0
"Arielulus aureocollaris",0,NA,0.261648745519713,0.347670250896057,NA,NA,0.170933053624028,0.573213024600724,NA,340,0.304659498207885,0
"Rhinolophus robinsoni",0,0.252826310380267,0.350358422939068,0.574372759856631,0.0531309297912713,0.196842105263158,0.12129450056268,0.365325242831817,0.506561827795038,333.5,0.307672105741809,0
"Tadarida insignis",0,0.560637204522097,0.28673835125448,0.205197132616487,0.178368121442125,0.17,0.155986333657315,0.743290032923574,0.339630781974881,320.625,0.307735202458797,0
"Rhinolophus formosae",0,0.501027749229188,0.440860215053763,0.283154121863799,0.0123339658444023,0.173552631578947,0.0919787545705033,0.634122263073938,0.645782852918488,327.125,0.309344012997788,0
"Cynopterus luzoniensis",0,0.214799588900308,0.378136200716846,0.555555555555556,0.0901328273244782,0.203421052631579,0.112676953216205,0.381466896501044,0.461750789163111,336.5,0.309656043124297,0
"Rhinolophus denti",0,0.213257965056526,0.206989247311828,0.778673835125448,0.0407969639468691,0.203552631578947,0.199985826803453,0.216959857432148,0.532446278414863,337.625,0.309929502860168,0
"Rousettus obliviosus",0,0.289311408016444,0.348566308243728,0.506272401433692,0.0996204933586338,0.190657894736842,0.121665392263101,0.430377628509326,0.446316267094323,335.125,0.310942652763124,0
"Myotis hajastanicus",0,0.325796505652621,0.283154121863799,0.366487455197133,0.283681214421252,0.186447368421053,0.157893206863606,0.558911496243495,0.268995230133253,335.25,0.314779824283701,0
"Nycteris macrotis",0,0.542651593011305,0.166666666666667,0.100358422939068,0.452561669829222,0.171447368421053,0.222217925719962,0.869421063165501,0.19344389587677,325.75,0.315559588111566,0
"Neoromicia helios",0,0.224563206577595,0.349462365591398,0.197132616487455,0.497153700189753,0.201315789473684,0.121387009913696,0.762321804191471,0.175897580849516,338.125,0.31707797221155,0
"Cynopterus nusatenggara",0,0.272353545734841,0.344086021505376,0.591397849462366,0.0740037950664137,0.192763157894737,0.12376458686713,0.347998175596204,0.473574596488184,346.75,0.320460302942249,0
"Myotis bocagii",0,0.115107913669065,0.0878136200716846,0.126344086021505,0.955407969639469,0.225394736842105,0.26461209010639,0.849268972172644,0.0364303104067181,339.5,0.321168397350431,0
"Arielulus torquatus",0,NA,0.351254480286738,0.291218637992832,NA,NA,0.121199222576941,0.626166649875083,NA,358.5,0.321236559139785,0
"Rhinolophus celebensis",0,0.265159301130524,0.39247311827957,0.556451612903226,0.071157495256167,0.194078947368421,0.106032548849184,0.379213355041073,0.474975932474471,348,0.321310381892372,0
"Pteropus niger",0,0.350976361767729,0.32258064516129,0.405913978494624,0.212523719165085,0.182763157894737,0.134137395166837,0.541210860080809,0.307991177482126,344.625,0.322998676147182,0
"Rousettus bidens",0,0.255909558067831,0.42831541218638,0.400537634408602,0.208728652751423,0.195526315789474,0.0949403955916655,0.545894165637796,0.310470136988665,348.5,0.323372814353559,0
"Epomophorus angolensis",0,0.176258992805755,0.21505376344086,0.623655913978495,0.286527514231499,0.212631578947368,0.193056251738456,0.320719418788704,0.267785187108024,352.375,0.325374046114152,0
"Acerodon celebensis",0,0.340698869475848,0.326164874551971,0.240143369175627,0.394686907020873,0.183947368421053,0.132970550034058,0.682903079890447,0.217633123148097,344.875,0.32542350505608,0
"Rhinolophus deckenii",0,0.26978417266187,0.523297491039427,0.46415770609319,0.0540796963946869,0.193289473684211,0.0716130716192524,0.482228901723739,0.505921365357521,355.375,0.327829766547293,0
"Styloctenium wallacei",0,0.335560123329907,0.293010752688172,0.274193548387097,0.408918406072106,0.185394736842105,0.1535560523262,0.6411016734323,0.211305936978798,347.625,0.327920707619321,0
"Chaerephon ansorgei",0,0.323227132579651,0.373655913978495,0.305555555555556,0.318785578747628,0.186578947368421,0.113842588079226,0.612500105019171,0.255825296952467,352.125,0.330306045215332,0
"Pteropus chrysoproctus",0,0.386433710174717,0.413978494623656,0.277777777777778,0.244781783681214,0.180789473684211,0.0978522657594966,0.63701974089834,0.285464799651661,351.5,0.330742941564341,0
