"Sp","Betacov","R.Alb","R.Car3","R.Dal1","R.Far1","R.Gut1","R.Po2","R.Po3","R.Stock1","P.Alb","P.Car3","P.Dal1","P.Far1","P.Gut1","P.Po2","P.Po3","P.Stock1","Rank","PropRank","InSample"
"Myotis blythii",0,0.0441932168550874,0.234767025089606,0.161417322834646,0.271653543307087,0.0349462365591398,NA,NA,0.459203036053131,0.242368421052632,0.185475747255928,0.814703447715736,0.235507264443134,0.934665644679745,NA,NA,0.191147607087387,156.333333333333,0.201030063449783,1
"Scotophilus dinganii",1,0.0760534429599178,0.0609318996415771,0.52755905511811,0.295275590551181,0.0949820788530466,NA,NA,0.166982922201139,0.232236842105263,0.29278472821532,0.599395432266425,0.231656513827418,0.87576672229081,NA,NA,0.358595717450323,105.5,0.203630831554162,1
"Taphozous melanopogon",0,0.238437821171634,0.0654121863799283,0.100393700787402,0.318897637795276,0.00896057347670251,NA,NA,0.520872865275142,0.199605263157895,0.282657532303312,0.893975496378212,0.231060656565544,0.960266400374693,NA,NA,0.170606377609015,161.75,0.208829130814347,1
"Plecotus auritus",0,0.112024665981501,0.14426523297491,0.100393700787402,0.291338582677165,0.0573476702508961,NA,NA,0.567362428842505,0.225921052631579,0.234760922365868,0.893975496378212,0.232011094976857,0.914397651836479,NA,NA,0.158239256429862,171.916666666667,0.212122046919063,1
"Myotis nattereri",0,0.0688591983556012,0.149641577060932,0.161417322834646,0.255905511811024,0.0636200716845878,NA,NA,0.588235294117647,0.234210526315789,0.232957465949247,0.814703447715736,0.237750005773081,0.899029966495548,NA,NA,0.153255224953855,171.833333333333,0.214613162644073,1
"Vespertilio sinensis",1,0.278006166495375,0.0940860215053763,0.259842519685039,0.389763779527559,0.0860215053763441,NA,NA,0.182163187855787,0.191447368421053,0.260646666186103,0.664416083201355,0.225886585363534,0.882428232890911,NA,NA,0.3387267848228,138.083333333333,0.214980530074247,1
"Taphozous perforatus",1,0.597636176772867,0.00806451612903226,0.251968503937008,0.216535433070866,0.028673835125448,NA,NA,0.20303605313093,0.1675,0.384476164479246,0.709908497528851,0.284084425103339,0.94199426326334,NA,NA,0.317160171795822,159.25,0.217652419694359,1
"Scotophilus leucogaster",1,0.158787255909558,0.0501792114695341,0.52755905511811,0.311023622047244,0.0510752688172043,NA,NA,0.216318785578748,0.216973684210526,0.306505938083169,0.599395432266425,0.231321849007333,0.919289428502184,NA,NA,0.303467104304248,118.083333333333,0.2191571998234,1
"Rhinolophus rex",1,0.289311408016444,0.0967741935483871,0.52755905511811,0.224409448818898,0.189964157706093,NA,NA,0.00759013282732448,0.190657894736842,0.26014167574396,0.599395432266425,0.27297174024589,0.768598908543428,NA,NA,0.695125596304662,133.416666666667,0.222601399339209,1
"Hypsugo savii",1,0.156217882836588,0.0349462365591398,0.52755905511811,0.354330708661417,0.154121863799283,NA,NA,0.139468690702087,0.217368421052632,0.324503790380639,0.599395432266425,0.228703653525865,0.81759806703015,NA,NA,0.397056147597831,122.333333333333,0.227774072946104,1
"Hipposideros pratti",1,0.239465570400822,0.0994623655913978,0.52755905511811,0.362204724409449,0.0421146953405018,NA,NA,0.112903225806452,0.199473684210526,0.259504996468443,0.599395432266425,0.228323920095238,0.926561432340302,NA,NA,0.433751995801829,122.666666666667,0.230618272777789,1
"Rhinopoma hardwickii",1,0.383864337101747,0.0125448028673835,0.52755905511811,0.381889763779528,0.0313620071684588,NA,NA,0.0645161290322581,0.180921052631579,0.365884893975239,0.599395432266425,0.22687106215276,0.938824492279362,NA,NA,0.485976490632404,120.25,0.233622682511248,1
"Scotophilus kuhlii",0,0.00513874614594039,0.803763440860215,0.0748031496062992,0.0393700787401575,0.275089605734767,NA,NA,0.236242884250474,0.270131578947368,0.0216078861368041,0.911700349321196,0.418000708273254,0.639787905891389,NA,NA,0.289238586724655,247.833333333333,0.239067984222976,1
"Myotis ricketti",1,NA,0.121863799283154,0.568897637795276,0.204724409448819,0.121863799283154,NA,NA,0.185009487666034,NA,0.248137148028323,0.538508442944989,0.291669438563606,0.853242211792397,NA,NA,0.334359461859526,132.7,0.240471826695287,1
"Epomops franqueti",1,0.16289825282631,0.0268817204301075,0.897637795275591,0.0708661417322835,0.171146953405018,NA,NA,0.121442125237192,0.216052631578947,0.341938128561146,0.390849475518974,0.401062722280504,0.798365497617184,NA,NA,0.428473942354536,125.583333333333,0.24181216481775,1
"Epomophorus wahlbergi",0,0.0626927029804728,0.0860215053763441,0.37007874015748,0.488188976377953,0.0779569892473118,NA,NA,0.371916508538899,0.236842105263158,0.265676429284679,0.654902891790269,0.172603470666764,0.890093512004293,NA,NA,0.232952253561288,142.333333333333,0.242809237113077,1
"Myotis emarginatus",1,0.112024665981501,0.111111111111111,0.52755905511811,0.350393700787402,0.119175627240143,NA,NA,0.253320683111954,0.225921052631579,0.252685903348531,0.599395432266425,0.229820075983588,0.855169494443407,NA,NA,0.281739808739058,142.666666666667,0.245597473891704,1
"Rhinolophus mehelyi",1,0.104830421377184,0.0224014336917563,0.856299212598425,0.433070866141732,0.0689964157706093,NA,NA,0.00853889943074004,0.226447368421053,0.353020930970734,0.403718736183378,0.194216983379659,0.895426769612612,NA,NA,0.687987267348207,90.0833333333333,0.249022874835075,1
"Rhinolophus pearsonii",1,0.0164439876670093,0.0582437275985663,0.937007874015748,0.464566929133858,0.0232974910394265,NA,NA,0.0047438330170778,0.2575,0.300847164023607,0.351372826632517,0.183929405053331,0.946334108313873,NA,NA,0.734471046956384,78,0.250717307078614,1
"Neoromicia capensis",1,0.12589928057554,0.0716845878136201,0.52755905511811,0.307086614173228,0.289426523297491,NA,NA,0.184060721062619,0.223684210526316,0.274674854631902,0.599395432266425,0.231357344527662,0.627970760621765,NA,NA,0.33580652676021,155.25,0.250952797006768,1
"Vespertilio murinus",0,0.13360739979445,0.0896057347670251,0.37007874015748,0.551181102362205,0.0367383512544803,NA,NA,0.334914611005693,0.2225,0.262519956211514,0.654902891790269,0.157565372857089,0.933557875025767,NA,NA,0.249904744031686,143,0.252687656556889,1
"Triaenops persicus",1,0.484583761562179,0.0681003584229391,0.52755905511811,0.358267716535433,0.0125448028673835,NA,NA,0.0702087286527514,0.174473684210526,0.278123624168473,0.599395432266425,0.228418491725232,0.956030502101334,NA,NA,0.479270656685314,143.416666666667,0.253544070526466,1
"Mops condylurus",1,0.374614594039054,0.0528673835125448,0.52755905511811,0.377952755905512,0.0277777777777778,NA,NA,0.171726755218216,0.181447368421053,0.303441755270831,0.599395432266425,0.227246317599935,0.942472104921772,NA,NA,0.347976932687282,144.25,0.255416386928536,1
"Rhinolophus blasii",1,0.0498458376156218,0.0241935483870968,0.937007874015748,0.468503937007874,0.0627240143369176,NA,NA,0.00569259962049336,0.239736842105263,0.351497837251645,0.351372826632517,0.183816104244141,0.900989274626702,NA,NA,0.716859197664763,84.75,0.257994635163959,1
"Rhinolophus hipposideros",1,0.0596094552929085,0.0304659498207885,0.856299212598425,0.47244094488189,0.10752688172043,NA,NA,0.0294117647058824,0.237105263157895,0.335500445508064,0.403718736183378,0.183704910443957,0.862304043854112,NA,NA,0.554018659349498,96.75,0.259292368170054,1
"Artibeus jamaicensis",0,0.658787255909558,0.446236559139785,0.0393700787401575,0.0236220472440945,0.123655913978495,NA,NA,0.274193548387097,0.153026315789474,0.0901305852943709,0.975988331076352,0.460236698195409,0.851976237967665,NA,NA,0.27171660536764,263.666666666667,0.260977567233198,1
"Pteropus alecto",1,0.515930113052415,0.306451612903226,0.122047244094488,0.047244094488189,0.423835125448029,NA,NA,0.167931688804554,0.173026315789474,0.145118527375976,0.872133056755018,0.411214294102976,0.51957932369113,NA,NA,0.354842022407318,256.166666666667,0.26390664646515,1
"Rhinolophus shameli",0,0.107913669064748,0.147849462365591,0.726377952755906,0.448818897637795,0.0815412186379928,NA,NA,0.0844402277039848,0.226315789473684,0.233083149281246,0.474374651262539,0.189672478965216,0.888424141450885,NA,NA,0.465513840134507,124.75,0.266156904694336,1
"Rhinolophus macrotis",1,0.00719424460431655,0.0761648745519713,0.937007874015748,0.476377952755905,0.0976702508960574,NA,NA,0.0094876660341556,0.265,0.271818530461287,0.351372826632517,0.183312252868019,0.875014607181907,NA,NA,0.666350526842253,95,0.267317143809692,1
"Rhinolophus rouxii",0,0.12589928057554,0.151433691756272,0.602362204724409,0.429133858267717,0.166666666666667,NA,NA,0.183111954459203,0.223684210526316,0.23270832422195,0.532659131402882,0.198265757286396,0.807909977694547,NA,NA,0.337422090730978,155.416666666667,0.276434609408301,1
"Tadarida teniotis",0,0.248715313463515,0.017921146953405,0.37007874015748,0.740157480314961,0.0340501792114695,NA,NA,0.252371916508539,0.197631578947368,0.354473403915034,0.654902891790269,0.154958961922652,0.937548121238867,NA,NA,0.28201326749817,141.333333333333,0.277215796101562,1
"Artibeus lituratus",1,0.809352517985611,0.410394265232975,0.0708661417322835,0.015748031496063,0.191756272401434,NA,NA,0.16888045540797,0.135263157894737,0.0994618389228566,0.929475780580157,0.53537455043496,0.767565430214884,NA,NA,0.353784271200086,276.583333333333,0.277832947376056,1
"Chaerephon plicatus",1,0.325796505652621,0.0833333333333333,0.635826771653543,0.421259842519685,0.0896057347670251,NA,NA,0.124288425047438,0.186447368421053,0.266299731136259,0.491960088587589,0.220101404907562,0.880778900491819,NA,NA,0.417638663014557,151.583333333333,0.280018435495608,1
"Pteropus scapulatus",0,0.306269270298047,0.296594982078853,0.216535433070866,0.173228346456693,0.203405017921147,NA,NA,0.485768500948767,0.188684210526316,0.150370985902026,0.754713681703482,0.297883587482818,0.749120609545818,NA,NA,0.178966871606798,244.5,0.280300258462395,1
"Megaloglossus woermanni",1,0.171120246659815,0.100358422939068,0.52755905511811,0.279527559055118,0.502688172043011,NA,NA,0.105313092979127,0.213289473684211,0.258799361352644,0.599395432266425,0.234873438466191,0.434401993409139,NA,NA,0.443103456198567,192.583333333333,0.281094424799042,1
"Rhinolophus stheno",0,0.025693730729702,0.191756272401434,0.726377952755906,0.437007874015748,0.182795698924731,NA,NA,0.123339658444023,0.249605263157895,0.210325952071931,0.474374651262539,0.190590197839357,0.781986774744011,NA,NA,0.421007369613018,144.75,0.281161864545257,1
"Pteropus vampyrus",0,0.0678314491264132,0.102150537634409,0.641732283464567,0.374015748031496,0.0474910394265233,NA,NA,0.475332068311195,0.235131578947368,0.257260559737417,0.48185660338237,0.227337921527389,0.921471554466964,NA,NA,0.185959702395547,165.333333333333,0.284758854332434,1
"Hypsignathus monstrosus",0,0.0472764645426516,0.025089605734767,0.992125984251969,0.188976377952756,0.0716845878136201,NA,NA,0.385199240986717,0.240921052631579,0.349293126866728,0.240101829145965,0.293741830889306,0.893836498971517,NA,NA,0.225589717178071,143.333333333333,0.285058710213747,1
"Rhinolophus thomasi",1,0.02672147995889,0.140681003584229,0.856299212598425,0.480314960629921,0.17831541218638,NA,NA,0.0379506641366224,0.249210526315789,0.237787581110036,0.403718736183378,0.183062693599787,0.790668937319382,NA,NA,0.538071973606312,126.916666666667,0.286713788849078,1
"Rhinolophus coelophyllus",0,0.0945529290853032,0.17741935483871,0.726377952755906,0.456692913385827,0.164874551971326,NA,NA,0.100569259962049,0.227631578947368,0.218884401811871,0.474374651262539,0.1892678714138,0.808728812068227,NA,NA,0.446260871274977,146.75,0.286747826999853,1
"Megaerops niphanae",1,0.0498458376156218,0.00716845878136201,0.856299212598425,0.633858267716535,0.0922939068100358,NA,NA,0.0920303605313093,0.239736842105263,0.389996488418557,0.403718736183378,0.156261199944803,0.878708263578625,NA,NA,0.457341912191115,105.833333333333,0.288582674008882,1
"Hipposideros larvatus",0,0.13360739979445,0.129928315412186,0.811023622047244,0.385826771653543,0.0295698924731183,NA,NA,0.263757115749526,0.2225,0.244733079941057,0.430404575002378,0.225943357342568,0.940735266625348,NA,NA,0.277814214522584,148.333333333333,0.292285519521678,1
"Dyacopterus spadiceus",1,0.202980472764645,0.0331541218637993,0.856299212598425,0.496062992125984,0.134408602150538,NA,NA,0.038899430740038,0.205526315789474,0.327142239635139,0.403718736183378,0.165001844395503,0.838249900780519,NA,NA,0.537095099045813,128.166666666667,0.293634138707238,1
"Hipposideros ruber",1,0.453751284686536,0.138888888888889,0.52755905511811,0.37007874015748,0.148745519713262,NA,NA,0.137571157495256,0.176184210526316,0.238342862356212,0.599395432266425,0.227468376839839,0.823001064104365,NA,NA,0.401664855629542,189.25,0.296099107676589,1
"Pteropus lylei",0,0.18705035971223,0.1084229390681,0.559055118110236,0.338582677165354,0.120967741935484,NA,NA,0.469639468690702,0.210394736842105,0.253429247187741,0.545145676493606,0.230347694843241,0.853316175192488,NA,NA,0.188547258788799,193.5,0.297286384113685,1
"Hipposideros bicolor",0,0.528263103802672,0.259856630824373,0.240157480314961,0.334645669291339,0.223118279569892,NA,NA,0.201138519924099,0.172236842105263,0.174928135586405,0.730814943105617,0.230742756519431,0.707813936018745,NA,NA,0.318561277431302,235.166666666667,0.297863280621223,1
"Epomops dobsonii",0,0.0868448098663926,0.171146953405018,0.37007874015748,0.492125984251969,0.331541218637993,NA,NA,0.368121442125237,0.228947368421053,0.220391193534651,0.654902891790269,0.168424003330923,0.585650289357149,NA,NA,0.234896595628712,208.75,0.303309858074015,1
"Rhinolophus simulator",0,0.171120246659815,0.17831541218638,0.726377952755906,0.440944881889764,0.224910394265233,NA,NA,0.0834914611005693,0.213289473684211,0.218678109384491,0.474374651262539,0.190469395427476,0.70332104575558,NA,NA,0.465927489512534,166.833333333333,0.304193391476278,1
"Pteropus hypomelanus",0,0.245118191161357,0.0591397849462366,0.559055118110236,0.322834645669291,0.113799283154122,NA,NA,0.575901328273245,0.198421052631579,0.298497455530196,0.545145676493606,0.231046868685183,0.857716571764413,NA,NA,0.15629559559789,210.416666666667,0.312641391885748,1
"Scotophilus nigrita",0,0.144912641315519,0.0448028673835125,0.602362204724409,0.547244094488189,0.010752688172043,NA,NA,0.557874762808349,0.219473684210526,0.31178715847757,0.532659131402882,0.157568701078889,0.958409743059018,NA,NA,0.160765846286228,180.5,0.31799154314867,1
"Pipistrellus coromandra",0,0.0154162384378212,0.146953405017921,0.726377952755906,0.539370078740158,0.150537634408602,NA,NA,0.336812144212524,0.258289473684211,0.233239030679436,0.474374651262539,0.157708951017069,0.821159970462241,NA,NA,0.248724149066061,170.583333333333,0.319244575595489,1
"Tylonycteris robustula",0,0.0246659815005139,0.18010752688172,0.726377952755906,0.523622047244094,0.139784946236559,NA,NA,0.379506641366224,0.250131578947368,0.218315446745627,0.474374651262539,0.158214611690121,0.831581083533858,NA,NA,0.228135916763904,183.083333333333,0.329010849330836,1
"Nyctalus lasiopterus",0,0.168036998972251,0.0403225806451613,0.726377952755906,0.62992125984252,0.043010752688172,NA,NA,0.369070208728653,0.214473684210526,0.316033964983689,0.474374651262539,0.156277151233775,0.925172875043384,NA,NA,0.234404246893791,165,0.329456625605444,1
"Carollia perspicillata",1,0.841212744090442,0.46326164874552,0.031496062992126,0.0196850393700787,0.456989247311828,NA,NA,0.181214421252372,0.130526315789474,0.0870362460874391,1.00729724324751,0.497532452143077,0.486524312558518,NA,NA,0.33886054826741,341.583333333333,0.332309860627061,1
"Rhinolophus eloquens",0,0.0811921891058582,0.431003584229391,0.97244094488189,0.220472440944882,0.206093189964158,NA,NA,0.0977229601518027,0.230263157894737,0.0941362868410474,0.278204702158004,0.27778725574355,0.743233452556862,NA,NA,0.447521828002423,199.333333333333,0.334820884879663,1
"Sturnira lilium",0,0.695272353545735,0.448924731182796,0.047244094488189,0.062992125984252,0.269713261648746,NA,NA,0.488614800759013,0.148026315789474,0.0893937873140149,0.9719980773723,0.403941427400365,0.644086929912879,NA,NA,0.178028916612643,336.916666666667,0.335460227934788,1
"Eptesicus fuscus",0,0.297019527235355,0.78673835125448,0.0137795275590551,0.094488188976378,0.406810035842294,NA,NA,0.461100569259962,0.189342105263158,0.0232765566361928,1.03171415912897,0.362187749320375,0.538455779086423,NA,NA,0.190709221506693,355.75,0.343322700021254,1
"Pipistrellus hesperidus",1,0.154162384378212,0.03584229390681,0.856299212598425,0.708661417322835,0.184587813620072,NA,NA,0.145161290322581,0.217894736842105,0.324139904953791,0.403718736183378,0.155289183533568,0.776796085174834,NA,NA,0.384397931619957,157.75,0.347452402024822,1
"Nyctalus plancyi",0,0.135662898252826,0.241935483870968,0.726377952755906,0.559055118110236,0.157706093189964,NA,NA,0.270398481973435,0.221842105263158,0.181256857100944,0.474374651262539,0.157441299557173,0.815484246375384,NA,NA,0.273852693089169,198.25,0.348522671358889,1
"Myotis capaccinii",0,0.15262076053443,0.032258064516129,0.726377952755906,0.614173228346457,0.128136200716846,NA,NA,0.438330170777989,0.218026315789474,0.327314414402019,0.474374651262539,0.15656826681086,0.847003297216267,NA,NA,0.198037669976575,188.333333333333,0.348649396274626,1
"Eidolon dupreanum",1,0.289311408016444,0.255376344086022,0.925196850393701,0.34251968503937,0.21326164874552,NA,NA,0.0872865275142315,0.190657894736842,0.175762302479719,0.38523598298085,0.230077059113611,0.728203372995073,NA,NA,0.464099846292808,203.083333333333,0.352158743965881,1
"Myotis brandtii",0,0.0991778006166495,0.0510752688172043,0.726377952755906,0.795275590551181,0.0788530465949821,NA,NA,0.370018975332068,0.226842105263158,0.305696856114844,0.474374651262539,0.153830114009867,0.889402161121565,NA,NA,0.234373704423002,169.666666666667,0.353463105777998,1
"Cynopterus horsfieldii",1,0.104830421377184,0.0779569892473118,0.856299212598425,0.866141732283465,0.175627240143369,NA,NA,0.0493358633776091,0.226447368421053,0.271623175601997,0.403718736183378,0.153104578611023,0.793966842203755,NA,NA,0.518842376914513,145.75,0.355031909837894,1
"Nycteris thebaica",0,0.396711202466598,0.0519713261648745,0.37007874015748,0.771653543307087,0.00806451612903226,NA,NA,0.537001897533207,0.179868421052632,0.303982943097137,0.654902891790269,0.154100013220127,0.961164485208024,NA,NA,0.165654432136788,218.166666666667,0.35591353762638,1
