"Sp","Betacov.2021","R.Alb.2021","R.Car3.2021","R.Dal1.2021","R.Far1.2021","R.Gut1.2021","R.Po2.2021","R.Po3.2021","R.Stock1.2021","P.Alb.2021","P.Car3.2021","P.Dal1.2021","P.Far1.2021","P.Gut1.2021","P.Po2.2021","P.Po3.2021","P.Stock1.2021","Rank.2021","PropRank.2021","InSample.2021","Betacov.2020","R.Alb.2020","R.Car3.2020","R.Dal1.2020","R.Far1.2020","R.Gut1.2020","R.Po2.2020","R.Po3.2020","R.Stock1.2020","P.Alb.2020","P.Car3.2020","P.Dal1.2020","P.Far1.2020","P.Gut1.2020","P.Po2.2020","P.Po3.2020","P.Stock1.2020","Rank.2020","PropRank.2020","InSample.2020"
"Hipposideros pratti",1,0.301644398766701,0.0940860215053763,0.305860805860806,0.382352941176471,0.0385304659498208,1,0.264423076923077,0.106261859582543,0.189646017699115,0.429724145381687,0.703318558344778,0.300792470617165,0.943080891982216,0.2,0.288193009997521,0.515809226338787,117.6875,0.311644946220599,1,1,0.239465570400822,0.0994623655913978,0.52755905511811,0.350393700787402,0.0421146953405018,1,0.233160621761658,0.112903225806452,0.199473684210526,0.259504996468443,0.599395432266425,0.231964952617244,0.926561432340302,0.2,0.258458077355715,0.433751995801829,115.4375,0.325632404350793,1
"Tadarida teniotis",1,0.432682425488181,0.0367383512544803,0.15018315018315,0.319852941176471,0.0976702508960574,1,0.264423076923077,0.191650853889943,0.179203539823009,0.494783456203063,0.998675065953577,0.304059898525893,0.9074674065623,0.2,0.288193009997521,0.434761410704074,137.6875,0.31165013122642,1,0,0.248715313463515,0.017921146953405,0.37007874015748,0.696850393700787,0.0340501792114695,1,1,0.252371916508539,0.197631578947368,0.354473403915034,0.654902891790269,0.157944764700901,0.937548121238867,0.2,0.159556978454616,0.28201326749817,146.9375,0.4524984612494,1
"Rhinolophus rex",1,0.430113052415211,0.10573476702509,0.305860805860806,0.220588235294118,0.171146953405018,1,0.264423076923077,0.00379506641366224,0.179469026548673,0.405412379691827,0.703318558344778,0.348561514247344,0.847887601954039,0.2,0.288193009997521,0.766989791917075,134.4375,0.312707744667123,1,1,0.289311408016444,0.0967741935483871,0.52755905511811,0.224409448818898,0.189964157706093,1,0.233160621761658,0.00759013282732448,0.190657894736842,0.26014167574396,0.599395432266425,0.278574778596274,0.768598908543428,0.2,0.258458077355715,0.695125596304662,123.875,0.321096127224614,1
"Scotophilus heathii",1,0.0421377183967112,0.202508960573477,0.652014652014652,0.580882352941177,0.0734767025089606,NA,0.449519230769231,0.201138519924099,0.24283185840708,0.340008483392769,0.469042931656241,0.211283627548848,0.923504003362599,NA,0.266214988019499,0.429730153040135,141.5,0.314525448161187,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pteronotus parnellii",1,0.975334018499486,0.657706093189964,0.0293040293040293,0.121323529411765,0.226702508960573,0.151202749140893,0.09375,0.294117647058824,0.110442477876106,0.0622955484301806,1.37091823014597,0.444580171432255,0.759361107895121,0.6,0.332149053953565,0.357912410419103,291.0625,0.318680071945692,1,1,0.981500513874615,0.620071684587814,0.0590551181102362,0.106299212598425,0.307347670250896,0.151202749140893,0.0880829015544041,0.260910815939279,0.106710526315789,0.0477438316712309,0.941052182047213,0.36399320616374,0.610260603863514,0.6,0.302414121311759,0.278565965090977,293.25,0.32180883325707,1
"Mops condylurus",1,0.372045220966084,0.0483870967741935,0.305860805860806,0.338235294117647,0.0152329749103943,1,0.264423076923077,0.205882352941176,0.183362831858407,0.476515688567829,0.703318558344778,0.302916889606185,0.957303345456214,0.2,0.288193009997521,0.429283162887054,128.25,0.318758352811672,1,1,0.374614594039054,0.0528673835125448,0.52755905511811,0.358267716535433,0.0277777777777778,1,0.233160621761658,0.171726755218216,0.181447368421053,0.303441755270831,0.599395432266425,0.231163965517603,0.942472104921772,0.2,0.258458077355715,0.347976932687282,131.375,0.343246737995349,1
"Hipposideros ruber",1,0.346351490236382,0.103942652329749,0.305860805860806,0.363970588235294,0.0797491039426523,1,0.264423076923077,0.108159392789374,0.185309734513274,0.406913082792602,0.703318558344778,0.301602169305877,0.919536703361829,0.2,0.288193009997521,0.514524359857468,129.875,0.321557138789667,1,1,0.453751284686536,0.138888888888889,0.52755905511811,0.385826771653543,0.148745519713262,1,0.233160621761658,0.137571157495256,0.176184210526316,0.238342862356212,0.599395432266425,0.229141165445036,0.823001064104365,0.2,0.258458077355715,0.401664855629542,166.25,0.378187912414657,1
"Hipposideros bicolor",0,0.303186022610483,0.172939068100358,0.267399267399267,0.400735294117647,0.0815412186379928,0.36426116838488,0.663461538461538,0.33965844402277,0.189469026548673,0.358661156557323,0.712836551491905,0.297953199271506,0.917917199396877,0.4,0.211269933074444,0.331789359951505,163.75,0.324147752716867,1,0,0.528263103802672,0.259856630824373,0.240157480314961,0.318897637795276,0.223118279569892,0.36426116838488,0.606217616580311,0.201138519924099,0.172236842105263,0.174928135586405,0.730814943105617,0.233699201279101,0.707813936018745,0.4,0.181535000432638,0.318561277431302,197.125,0.342738804649558,1
"Myotis emarginatus",1,0.136690647482014,0.124551971326165,0.305860805860806,0.308823529411765,0.120967741935484,1,0.264423076923077,0.360531309297913,0.220796460176991,0.394010603576435,0.703318558344778,0.30451521601436,0.888871380671636,0.2,0.288193009997521,0.318454187150756,144.375,0.327731135279653,1,1,0.112024665981501,0.111111111111111,0.52755905511811,0.334645669291339,0.119175627240143,1,0.233160621761658,0.253320683111954,0.225921052631579,0.252685903348531,0.599395432266425,0.232768902301116,0.855169494443407,0.2,0.258458077355715,0.281739808739058,130.3125,0.336374679201977,1
"Rhinopoma hardwickii",1,0.538026721479959,0.0241935483870968,0.305860805860806,0.367647058823529,0.0349462365591398,1,0.264423076923077,0.0872865275142315,0.173805309734513,0.521018548441255,0.703318558344778,0.301473586824836,0.945722947171011,0.2,0.288193009997521,0.54107472374693,133.1875,0.32779799694348,1,1,0.383864337101747,0.0125448028673835,0.52755905511811,0.381889763779528,0.0313620071684588,1,0.233160621761658,0.0645161290322581,0.180921052631579,0.365884893975239,0.599395432266425,0.229388363695378,0.938824492279362,0.2,0.258458077355715,0.485976490632404,114,0.329362089603643,1
"Taphozous melanopogon",0,0.226618705035971,0.181003584229391,0.124542124542125,0.386029411764706,0.0636200716845878,0.36426116838488,0.663461538461538,0.624288425047438,0.203274336283186,0.352808696586938,1.01298450275058,0.299137685837569,0.926698340459413,0.4,0.211269933074444,0.215264652202317,185.1875,0.32922812864383,1,0,0.238437821171634,0.0654121863799283,0.100393700787402,0.299212598425197,0.00896057347670251,0.36426116838488,0.606217616580311,0.520872865275142,0.199605263157895,0.282657532303312,0.893975496378212,0.234346190304745,0.960266400374693,0.4,0.181535000432638,0.170606377609015,141.9375,0.27547106631015,1
"Vespertilio sinensis",1,0.31551901336074,0.119175627240143,0.232600732600733,0.330882352941176,0.150537634408602,1,0.264423076923077,0.225806451612903,0.188230088495575,0.396372854313993,0.834065328280946,0.30334081520267,0.869457056394211,0.2,0.288193009997521,0.412769586503477,150,0.329868111135922,1,1,0.278006166495375,0.0940860215053763,0.259842519685039,0.389763779527559,0.0860215053763441,1,0.233160621761658,0.182163187855787,0.191447368421053,0.260646666186103,0.664416083201355,0.227103668570439,0.882428232890911,0.2,0.258458077355715,0.3387267848228,127.375,0.315380475275892,1
"Ptenochirus jagori",1,0.255909558067831,0.162186379928315,0.652014652014652,0.547794117647059,0.203405017921147,NA,0.449519230769231,0.0417457305502846,0.196548672566372,0.361761445125051,0.469042931656241,0.211911873228239,0.804753523297323,NA,0.266214988019499,0.604118215780075,160.214285714286,0.330367812414074,1,1,0.312435765673176,0.160394265232975,0.856299212598425,0.763779527559055,0.25,NA,0.38860103626943,0.0360531309297913,0.188289473684211,0.22569998127991,0.403718736183378,0.156972277420343,0.667094584910188,NA,0.236480055377693,0.540406072660842,183.785714285714,0.39536613403755,1
"Pteropus scapulatus",0,0.308324768756423,0.294802867383513,0.245421245421245,0.191176470588235,0.365591397849462,0.151202749140893,0.581730769230769,0.5853889943074,0.189203539823009,0.249243141037779,0.759476724449208,0.379366748516402,0.555989842429017,0.6,0.233247955052466,0.227293299091616,239.5,0.340454907834743,1,0,0.306269270298047,0.296594982078853,0.216535433070866,0.173228346456693,0.203405017921147,0.151202749140893,0.505181347150259,0.485768500948767,0.188684210526316,0.150370985902026,0.754713681703482,0.298807803246513,0.749120609545818,0.6,0.20351302241066,0.178966871606798,198.3125,0.292273205883191,1
"Pipistrellus pygmaeus",1,0.21634121274409,0.0905017921146953,0.652014652014652,0.698529411764706,0.165770609318996,NA,0.449519230769231,0.121442125237192,0.205486725663717,0.43285258129838,0.469042931656241,0.208719646587258,0.852381028187682,NA,0.266214988019499,0.495175785691544,155.142857142857,0.342017004851937,1,1,0.182425488180884,0.0645161290322581,0.856299212598425,0.807086614173228,0.131720430107527,NA,0.38860103626943,0.106261859582543,0.210789473684211,0.285571621578454,0.403718736183378,0.156426249576704,0.840224938996005,NA,0.236480055377693,0.442580823931047,143.714285714286,0.362415824277756,1
"Hipposideros gigas",1,0.522610483042138,0.0591397849462366,0.305860805860806,0.360294117647059,0.0931899641577061,1,0.264423076923077,0.142314990512334,0.175044247787611,0.466096058894794,0.703318558344778,0.301871729797377,0.910057867111308,0.2,0.288193009997521,0.474222283879519,151.3125,0.343479152886169,1,0,0.591983556012333,0.0663082437275986,0.726377952755906,0.751968503937008,0.0591397849462366,1,1,0.384250474383302,0.167894736842105,0.282028239132166,0.474374651262539,0.157139514737566,0.906776144808916,0.2,0.159556978454616,0.226068395165535,229.375,0.572503564470298,1
"Pipistrellus hesperidus",1,0.152106885919836,0.0555555555555556,0.652014652014652,0.683823529411765,0.18010752688172,NA,0.449519230769231,0.240986717267552,0.218407079646018,0.466692994570927,0.469042931656241,0.208952157406766,0.832111086468629,NA,0.266214988019499,0.399304204807627,160.357142857143,0.344873442545759,1,1,0.154162384378212,0.03584229390681,0.856299212598425,0.669291338582677,0.184587813620072,NA,0.38860103626943,0.145161290322581,0.217894736842105,0.324139904953791,0.403718736183378,0.158284098363931,0.776796085174834,NA,0.236480055377693,0.384397931619957,144.5,0.347706481382601,1
"Hipposideros lekaguli",1,0.50256937307297,0.145161290322581,0.305860805860806,0.253676470588235,0.185483870967742,1,0.264423076923077,0.112903225806452,0.175929203539823,0.375742487322447,0.703318558344778,0.311139232393277,0.827250624627111,0.2,0.288193009997521,0.504417150622479,166.25,0.346259764192733,1,0,0.572970195272354,0.224910394265233,0.726377952755906,0.708661417322835,0.225806451612903,1,1,0.32258064516129,0.169210526315789,0.189419002520308,0.474374651262539,0.157751737078913,0.70047838992335,0.2,0.159556978454616,0.254927922501431,262.9375,0.597663382048815,1
"Pteropus hypomelanus",0,0.214799588900308,0.0716845878136201,0.578754578754579,0.371323529411765,0.0474910394265233,0.36426116838488,0.663461538461538,0.471537001897533,0.205575221238938,0.450573805948378,0.469628815175968,0.301432178550495,0.937879964478223,0.4,0.211269933074444,0.271274634447798,161.125,0.347914129131343,1,0,0.245118191161357,0.0591397849462366,0.559055118110236,0.326771653543307,0.113799283154122,0.36426116838488,0.606217616580311,0.575901328273245,0.198421052631579,0.298497455530196,0.545145676493606,0.233528618666487,0.857716571764413,0.4,0.181535000432638,0.15629559559789,179.1875,0.356283018019212,1
"Aselliscus stoliczkanus",1,0.218396711202467,0.0663082437275986,0.652014652014652,0.875,0.0788530465949821,NA,0.449519230769231,0.0996204933586338,0.205044247787611,0.456989047483812,0.469042931656241,0.206071275435574,0.919539271311913,NA,0.266214988019499,0.52523244608052,141.285714285714,0.348530339666795,1,1,0.21634121274409,0.104838709677419,0.856299212598425,0.913385826771654,0.159498207885305,NA,0.38860103626943,0.135673624288425,0.203157894736842,0.255581769794496,0.403718736183378,0.154315218853994,0.812982709104979,NA,0.236480055377693,0.403428004554497,167.571428571429,0.396376832890678,1
"Pteropus conspicillatus",1,0.365878725590956,0.389784946236559,0.254578754578755,0.176470588235294,0.406810035842294,0.36426116838488,0.663461538461538,0.171726755218216,0.183893805309735,0.169845878804828,0.73781110879181,0.382406074768091,0.502054870881884,0.4,0.211269933074444,0.448333301389482,216.8125,0.349121564068561,1,0,0.362281603288798,0.492831541218638,0.559055118110236,0.295275590551181,0.349462365591398,0.36426116838488,0.606217616580311,0.412713472485769,0.182368421052632,0.0792249986883988,0.545145676493606,0.23467314227506,0.572595202242707,0.4,0.181535000432638,0.210329694111986,264.3125,0.430262309526401,1
"Myotis horsfieldii",1,0.013360739979445,0.207885304659498,0.305860805860806,0.3125,0.14336917562724,1,0.264423076923077,0.546489563567362,0.260530973451327,0.337074957312358,0.703318558344778,0.304438046942401,0.872921134168613,0.2,0.288193009997521,0.239665449533942,168.75,0.349236083327179,1,0,0.0215827338129496,0.148745519713262,0.726377952755906,0.724409448818898,0.133512544802867,1,1,0.971537001897533,0.250921052631579,0.232971803147459,0.474374651262539,0.157335629078242,0.839951544666848,0.2,0.159556978454616,0.0261825854103593,258.375,0.590770650225177,1
"Chaerephon plicatus",1,0.232271325796506,0.185483870967742,0.56959706959707,0.408088235294118,0.0259856630824373,1,0.264423076923077,0.137571157495256,0.20070796460177,0.350287700850289,0.542126607502383,0.295422369436006,0.951893750835363,0.2,0.288193009997521,0.480832457356391,134.25,0.352927549894526,1,1,0.325796505652621,0.0833333333333333,0.635826771653543,0.421259842519685,0.0896057347670251,1,0.233160621761658,0.124288425047438,0.186447368421053,0.266299731136259,0.491960088587589,0.222457362866126,0.880778900491819,0.2,0.258458077355715,0.417638663014557,137.5,0.364158904341913,1
"Pteropus vampyrus",0,0.0246659815005139,0.0224014336917563,0.772893772893773,0.426470588235294,0.021505376344086,0.36426116838488,0.663461538461538,0.538899430740038,0.251592920353982,0.522822167562131,0.401139631405742,0.292005034534003,0.954385018149473,0.4,0.211269933074444,0.241759935188491,144.875,0.354319911281485,1,0,0.0678314491264132,0.102150537634409,0.641732283464567,0.275590551181102,0.0474910394265233,0.36426116838488,0.606217616580311,0.475332068311195,0.235131578947368,0.257260559737417,0.48185660338237,0.237305948020061,0.921471554466964,0.4,0.181535000432638,0.185959702395547,142.125,0.322575839263675,1
"Ia io",1,0.0549845837615622,0.129928315412186,0.652014652014652,0.731617647058823,0.0528673835125448,NA,0.449519230769231,0.409867172675522,0.23787610619469,0.388680444320365,0.469042931656241,0.208030274558721,0.932147716202292,NA,0.266214988019499,0.294375160033674,165.714285714286,0.354399855029217,1,1,0.0575539568345324,0.0689964157706093,0.856299212598425,0.956692913385827,0.0268817204301075,NA,0.38860103626943,0.351043643263757,0.237368421052632,0.277223406604075,0.403718736183378,0.152954736681621,0.943042920658614,NA,0.236480055377693,0.242779586789012,152.642857142857,0.386581271221813,1
"Sturnira lilium",0,0.729188078108941,0.42741935483871,0.0824175824175824,0.0698529411764706,0.370071684587814,0.151202749140893,0.355769230769231,0.652751423149905,0.14283185840708,0.148826485756476,1.18867570272608,0.496137921549875,0.552184731085892,0.6,0.27720399900851,0.207713340374052,303.125,0.354834130523693,1,0,0.695272353545735,0.448924731182796,0.047244094488189,0.0669291338582677,0.269713261648746,0.151202749140893,0.313471502590674,0.488614800759013,0.148026315789474,0.0893937873140149,0.9719980773723,0.405457472673942,0.644086929912879,0.6,0.247469066366704,0.178028916612643,263.125,0.310171578401789,1
"Hipposideros galeritus",1,0.198355601233299,0.189964157706093,0.652014652014652,0.764705882352941,0.0295698924731183,NA,0.449519230769231,0.200189753320683,0.208318584070796,0.347723156508065,0.469042931656241,0.207596966571599,0.950749498748349,NA,0.266214988019499,0.431426642567214,161.214285714286,0.35490273855286,1,1,0.316546762589928,0.118279569892473,0.856299212598425,0.929133858267717,0.0887096774193548,NA,0.38860103626943,0.166034155597723,0.1875,0.250066928847404,0.403718736183378,0.15385589216439,0.881026458822038,NA,0.236480055377693,0.359281217709247,177.5,0.40908632466215,1
"Triaenops persicus",1,0.625385405960945,0.241039426523297,0.305860805860806,0.352941176470588,0.0492831541218638,1,0.264423076923077,0.0920303605313093,0.165663716814159,0.308883936163191,0.703318558344778,0.302111691575967,0.937619699288771,0.2,0.288193009997521,0.536307432180283,176.1875,0.366370425798986,1,1,0.484583761562179,0.0681003584229391,0.52755905511811,0.37007874015748,0.0125448028673835,1,0.233160621761658,0.0702087286527514,0.174473684210526,0.278123624168473,0.599395432266425,0.230112564172233,0.956030502101334,0.2,0.258458077355715,0.479270656685314,131.75,0.345779508567813,1
"Pteronotus davyi",1,0.731757451181912,0.64426523297491,0.0238095238095238,0.180147058823529,0.573476702508961,0.36426116838488,0.151442307692308,0.278937381404175,0.142743362831858,0.0642125613844088,1.43451295807262,0.382218521684965,0.336852401965377,0.4,0.310171031975543,0.368837336342476,313.125,0.368512103347525,1,1,0.778006166495375,0.613799283154122,0.0551181102362205,0.181102362204724,0.57258064516129,0.36426116838488,0.137305699481865,0.273244781783681,0.138684210526316,0.0482025581809716,0.943420492917888,0.296321319797512,0.36751589121725,0.4,0.280436099333737,0.272284291033515,313.5625,0.37192727711277,1
"Myonycteris torquata",1,0.131551901336074,0.00627240143369176,0.912087912087912,0.389705882352941,0.103942652329749,NA,1,0.0445920303605313,0.221946902654867,0.608759442525994,0.361885294229207,0.299041268364891,0.901936394251122,NA,0.189291911096422,0.596050267303167,123,0.369736111414414,1,0,0.118191161356629,0.0152329749103943,1,0.720472440944882,0.117383512544803,NA,1,0.133776091081594,0.224868421052632,0.355293451953478,0.215257539469714,0.157441379287651,0.855925362338695,NA,0.159556978454616,0.405019976780167,147.714285714286,0.443579454405472,1
"Tylonycteris pachypus",1,0.0143884892086331,0.201612903225806,0.652014652014652,0.805147058823529,0.166666666666667,NA,0.449519230769231,0.31404174573055,0.26,0.340324221952416,0.469042931656241,0.207150115136826,0.851619209304905,NA,0.266214988019499,0.347288600672962,178.071428571429,0.37191296377701,1,1,0.0308324768756423,0.126344086021505,0.856299212598425,0.877952755905512,0.151433691756272,NA,0.38860103626943,0.313092979127135,0.246447368421053,0.245724558336822,0.403718736183378,0.155274114090173,0.820947824021816,NA,0.236480055377693,0.256780215305722,169.357142857143,0.39207946265056,1
"Eptesicus nilssonii",1,0.246145940390545,0.137992831541219,0.652014652014652,0.738970588235294,0.17741935483871,NA,0.449519230769231,0.207779886148008,0.198230088495575,0.382424163060991,0.469042931656241,0.207976092039162,0.835750269063767,NA,0.266214988019499,0.427823277452321,183.285714285714,0.372834640562523,1,1,0.204522096608428,0.110215053763441,0.856299212598425,0.921259842519685,0.118279569892473,NA,0.38860103626943,0.144212523719165,0.205263157894737,0.252890997739069,0.403718736183378,0.154099450563512,0.855582228736703,NA,0.236480055377693,0.387318822447898,161.785714285714,0.391912762195864,1
"Glauconycteris variegata",1,0.126413155190134,0.0779569892473118,0.652014652014652,0.727941176470588,0.111111111111111,NA,NA,0.552182163187856,0.222389380530973,0.443367923425821,0.469042931656241,0.208055156209806,0.897723446284945,NA,NA,0.238581703227208,215.333333333333,0.374603207870275,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Artibeus phaeotis",1,0.774922918807811,0.440860215053763,0.0549450549450549,0.0625,0.811827956989247,0.36426116838488,0.0504807692307692,0.488614800759013,0.139115044247788,0.143512238434507,1.30392961358919,0.498753473101997,0.131175458891829,0.4,0.354127075931587,0.266592493681602,345.3125,0.381051610521317,1,1,0.813463514902364,0.452508960573477,0.0669291338582677,0.0748031496062992,0.8584229390681,0.36426116838488,0.0466321243523316,0.358633776091082,0.135,0.0892629980427167,0.930879530313294,0.40252943932682,0.152667062461839,0.4,0.324392143289781,0.239117432906629,341.3125,0.3794568458546,1
"Myotis punicus",1,0.265673175745118,0.0743727598566308,0.305860805860806,0.316176470588235,0.525985663082437,1,0.264423076923077,0.298861480075901,0.194513274336283,0.447510452462677,0.703318558344778,0.304130128150587,0.395894629144807,0.2,0.288193009997521,0.355575528351639,201.6875,0.381419179016526,1,0,0.2327852004111,0.0555555555555556,0.726377952755906,0.716535433070866,0.533154121863799,1,1,0.391840607210626,0.200394736842105,0.302265642633297,0.474374651262539,0.157523350106513,0.403165326665348,0.2,0.159556978454616,0.218781142926841,250.1875,0.582031108858482,1
"Rhinolophus creaghi",1,0.332990750256937,0.409498207885305,0.652014652014652,0.441176470588235,0.324372759856631,NA,0.449519230769231,0.0673624288425047,0.186725663716814,0.160190161168189,0.469042931656241,0.255608892473169,0.608124962876774,NA,0.266214988019499,0.562783452081897,229.357142857143,0.382419214316214,1,1,0.273895169578623,0.400537634408602,0.856299212598425,0.468503937007874,0.57168458781362,NA,0.38860103626943,0.0768500948766603,0.191973684210526,0.10249107786769,0.403718736183378,0.187873271841989,0.367938773113447,NA,0.236480055377693,0.472204561851569,263.428571428571,0.433767381793319,1
"Neoromicia somalicus",1,NA,0.0788530465949821,0.652014652014652,0.709558823529412,0.212365591397849,NA,NA,0.266603415559772,NA,0.442180048620134,0.469042931656241,0.208431629168389,0.790155815263462,NA,NA,0.379698207873183,195.4,0.383879105819334,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vespertilio murinus",1,0.205549845837616,0.138888888888889,0.15018315018315,0.286764705882353,0.1084229390681,1,1,0.199240986717268,0.207699115044248,0.382410382494211,0.998675065953577,0.307727116680524,0.897933880627123,0.2,0.189291911096422,0.431490667047293,144.8125,0.386131314572172,1,0,0.13360739979445,0.0896057347670251,0.37007874015748,0.531496062992126,0.0367383512544803,1,1,0.334914611005693,0.2225,0.262519956211514,0.654902891790269,0.161890897605765,0.933557875025767,0.2,0.159556978454616,0.249904744031686,148.9375,0.437055112496407,1
"Molossus rufus",0,0.814491264131552,0.703405017921147,0.0512820512820513,0.0588235294117647,0.423835125448029,0.0412371134020619,0.355769230769231,0.642314990512334,0.135486725663717,0.0545098493295509,1.31519157704207,0.50008379927164,0.482838845868537,0.8,0.27720399900851,0.209833969075758,354.6875,0.386394790359771,1,0,0.831449126413155,0.688172043010753,0.0236220472440945,0.0511811023622047,0.403225806451613,0.0412371134020619,0.313471502590674,0.592979127134725,0.131842105263158,0.0370899041163943,1.02346478379347,0.413095718190463,0.544977869143095,0.8,0.247469066366704,0.152481204917429,342.1875,0.36816723357616,1
"Pipistrellus deserti",1,0.31551901336074,0.0806451612903226,0.652014652014652,0.654411764705882,0.351254480286738,NA,0.449519230769231,0.218216318785579,0.188230088495575,0.440731632175076,0.469042931656241,0.209245062345501,0.577612752261585,NA,0.266214988019499,0.417849932534665,209.785714285714,0.388797231601878,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hypsugo pulveratus",1,NA,0.0842293906810036,0.652014652014652,0.775735294117647,0.17831541218638,NA,0.449519230769231,0.219165085388994,NA,0.437805428879052,0.469042931656241,0.207537675549073,0.833282719399285,NA,0.266214988019499,0.416537473969914,167.75,0.393163177526318,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acerodon celebensis",1,0.367420349434738,0.311827956989247,0.652014652014652,0.625,0.229390681003584,NA,NA,0.210626185958254,0.183805309734513,0.233103537826128,0.469042931656241,0.209962499094818,0.747468375150916,NA,NA,0.42492268997456,255.25,0.399379970900079,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myotis nigricans",0,0.226618705035971,0.757168458781362,0.0384615384615385,0.102941176470588,0.420250896057348,0.151202749140893,0.548076923076923,0.964895635673624,0.203274336283186,0.0446826274546501,1.32994568448202,0.450158624571282,0.488052971036375,0.6,0.255225977030488,0.0798413279797861,340.75,0.401202010337281,1,0,0.2327852004111,0.665770609318996,0.0137795275590551,0.102362204724409,0.364695340501792,0.151202749140893,0.463730569948187,0.96584440227704,0.200394736842105,0.0405534884440839,1.03171415912897,0.364870065311492,0.559503695324192,0.6,0.225491044388682,0.0317674392684542,316.9375,0.370021325485184,1
"Eptesicus fuscus",0,0.271325796505653,0.879032258064516,0.0384615384615385,0.106617647058824,0.554659498207885,0.151202749140893,0.548076923076923,0.661290322580645,0.193716814159292,0.0238888297132749,1.32994568448202,0.448242624484069,0.351175103384217,0.6,0.255225977030488,0.205728270188507,342.0625,0.40133334163711,1,0,0.297019527235355,0.78673835125448,0.0137795275590551,0.0984251968503937,0.406810035842294,0.151202749140893,0.463730569948187,0.461100569259962,0.189342105263158,0.0232765566361928,1.03171415912897,0.365600571770728,0.538455779086423,0.6,0.225491044388682,0.190709221506693,280.875,0.334850815886327,1
"Myotis lucifugus",0,0.538026721479959,0.606182795698925,0.0384615384615385,0.0992647058823529,0.433691756272401,0.151202749140893,0.548076923076923,0.827324478178368,0.173805309734513,0.0710357569172697,1.32994568448202,0.450848655317175,0.469184479089889,0.6,0.255225977030488,0.144976774433098,341.1875,0.40527895852392,1,0,0.546762589928058,0.835573476702509,0.0137795275590551,0.094488188976378,0.35573476702509,0.151202749140893,0.463730569948187,0.735294117647059,0.171315789473684,0.0194788036066345,1.03171415912897,0.366857415507568,0.5693460586874,0.6,0.225491044388682,0.11222640365144,346.9375,0.399570748365904,1
"Myotis pequinius",1,0.359712230215827,0.273297491039427,0.652014652014652,0.680147058823529,0.164874551971326,NA,0.449519230769231,0.269449715370019,0.184247787610619,0.274958029594434,0.469042931656241,0.20901609238263,0.855289569714385,NA,0.266214988019499,0.377463682437544,225.642857142857,0.407002132886287,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Megaerops kusnotoi",1,0.377183967112025,0.212365591397849,0.652014652014652,0.525735294117647,0.508960573476703,NA,0.449519230769231,0.139468690702087,0.183008849557522,0.334542806877675,0.469042931656241,0.213547706572624,0.413294174818306,NA,0.266214988019499,0.479732716759208,247.642857142857,0.409321142798599,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhinolophus cornutus",1,NA,0.326164874551971,0.652014652014652,0.661764705882353,0.352150537634409,NA,0.449519230769231,0.0189753320683112,NA,0.218743716744093,0.469042931656241,0.209193016719746,0.577546009458046,NA,0.266214988019499,0.658991976536762,204.75,0.410098222153488,1,1,NA,0.28405017921147,0.856299212598425,0.78740157480315,0.337813620071685,NA,0.38860103626943,0.015180265654649,NA,0.157194090086922,0.403718736183378,0.156739068688099,0.578920103810449,NA,0.236480055377693,0.617648119695571,200.416666666667,0.444890981434801,1
"Glossophaga soricina",0,0.748201438848921,0.622759856630824,0.0824175824175824,0.0661764705882353,0.375448028673835,0.151202749140893,0.355769230769231,0.886148007590133,0.141681415929204,0.0681690885273156,1.18867570272608,0.497806476783414,0.547785386104165,0.6,0.27720399900851,0.120696633558097,364.0625,0.411015420582457,1,0,0.774409044193217,0.766129032258065,0.047244094488189,0.062992125984252,0.310931899641577,0.151202749140893,0.313471502590674,0.758064516129032,0.139210526315789,0.0256743572831647,0.9719980773723,0.409566652591426,0.607977075312561,0.6,0.247469066366704,0.104616167281438,358.125,0.398055620553237,1
"Hypsignathus monstrosus",0,0.0359712230215827,0.00537634408602151,0.996336996336996,0.198529411764706,0.003584229390681,1,0.581730769230769,0.498102466793169,0.244867256637168,0.6100877111029,0.192871378228822,0.376940065118398,0.973575210919176,0.2,0.233247955052466,0.256536908220967,145.3125,0.414953930077991,1,0,0.0472764645426516,0.025089605734767,0.992125984251969,0.161417322834646,0.0716845878136201,1,0.505181347150259,0.385199240986717,0.240921052631579,0.349293126866728,0.240101829145965,0.304321757383702,0.893836498971517,0.2,0.20351302241066,0.225589717178071,137,0.398496819164329,1
