"Sp","Betacov.2021","R.Alb.2021","R.Car3.2021","R.Gut1.2021","R.Stock1.2021","P.Alb.2021","P.Car3.2021","P.Gut1.2021","P.Stock1.2021","Rank.2021","PropRank.2021","InSample.2021","Betacov.2020","R.Alb.2020","R.Car3.2020","R.Gut1.2020","R.Stock1.2020","P.Alb.2020","P.Car3.2020","P.Gut1.2020","P.Stock1.2020","Rank.2020","PropRank.2020","InSample.2020"
"Rhinolophus lepidus",0,0.040082219938335,0.222222222222222,0.126344086021505,0.038899430740038,0.243097345132743,0.327621364345409,0.88696344219652,0.606060270711232,117.25,0.106886989730525,0,0,0.0411099691675231,0.139784946236559,0.125448028673835,0.0464895635673624,0.242894736842105,0.237840849141092,0.851133186966233,0.528938751573887,96.25,0.0882081269113199,0
"Cynopterus titthaecheilus",0,0.114080164439877,0.113799283154122,0.153225806451613,0.0550284629981025,0.225132743362832,0.400736937372145,0.868639831573476,0.580118449179509,116.75,0.109033429260928,0,0,0.149023638232271,0.17921146953405,0.293010752688172,0.0417457305502846,0.218684210526316,0.218587430878825,0.624794328463969,0.531966563211002,179,0.165747897751195,0
"Sphaerias blanfordi",0,0.0801644398766701,0.00806451612903226,0.190860215053763,0.185009487666034,0.230619469026549,0.590219890750519,0.820795123459758,0.438869881158173,123.75,0.116024664681375,0,0,0.101233299075026,0.00268817204301075,0.0492831541218638,0.156546489563567,0.226710526315789,0.437584555265095,0.921018035103103,0.373921858176532,80.375,0.0774377787008669,0
"Nyctalus leisleri",0,0.0781089414182939,0.0725806451612903,0.0842293906810036,0.261859582542694,0.231238938053097,0.449187978080807,0.915993516202529,0.383654675622118,131.75,0.124194639950821,0,0,0.0380267214799589,0.0421146953405018,0.0376344086021505,0.204933586337761,0.243815789473684,0.315287262229859,0.93339716687356,0.316506444288979,85.5,0.080677352940093,0
"Scotomanes ornatus",0,0.0298047276464543,0.115591397849462,0.0537634408602151,0.30550284629981,0.248761061946903,0.398809240124181,0.931872943186733,0.352041690479828,135,0.126165603163985,0,0,0.0195272353545735,0.0922939068100358,0.017921146953405,0.222960151802657,0.252368421052632,0.261682378272679,0.951139598503484,0.297471007309986,94.25,0.0881756102301677,0
"Scotonycteris ophiodon",0,0.168550873586845,0.0295698924731183,0.228494623655914,0.0958254269449715,0.215398230088496,0.50974191099822,0.752137014617308,0.532371438892069,138.25,0.130610204165212,0,0,0.192189105858171,0.0385304659498208,0.404121863799283,0.079696394686907,0.208947368421053,0.320885696797074,0.542910896349904,0.46960403499865,191.25,0.178634457573545,0
"Pteropus intermedius",0,0.172147995889003,0.021505376344086,0.133512544802867,0.198292220113852,0.214513274336283,0.523035872298476,0.881108599381025,0.432167103688028,137.375,0.131364534287452,0,0,0.246659815005139,0.134408602150538,0.208781362007168,0.268500948766603,0.198289473684211,0.242444206404108,0.739596676210989,0.274522651285822,226.5,0.214587681982362,0
"Pipistrellus rueppellii",0,0.0873586844809866,0.032258064516129,0.0555555555555556,0.353889943074004,0.228672566371681,0.507798002560369,0.931542274741137,0.321315550593102,139,0.132265561906669,0,0,0.104830421377184,0.0232974910394265,0.0537634408602151,0.355787476280835,0.226447368421053,0.352161248363109,0.918298633037802,0.240392919885615,140.75,0.134419707389415,0
"Scotophilus viridis",0,0.0596094552929085,0.0851254480286738,0.0887096774193548,0.301707779886148,0.237079646017699,0.437177739464089,0.912492167285829,0.354201961759122,142.5,0.133788090156771,0,0,0.0971223021582734,0.115591397849462,0.127240143369176,0.234345351043643,0.227105263157895,0.251205612125464,0.848942769202692,0.291891996326451,153.125,0.143574798605139,0
"Scotonycteris zenkeri",0,0.105858170606372,0.028673835125448,0.253584229390681,0.15180265654649,0.22646017699115,0.510574339349724,0.711451965185164,0.466865583189825,144.5,0.134979722917248,0,0,0.13360739979445,0.039426523297491,0.384408602150538,0.132827324478178,0.2225,0.318353636650299,0.556155824357037,0.405987887885351,185.75,0.172567462430164,0
"Penthetor lucasi",0,0.16289825282631,0.10752688172043,0.156810035842294,0.120493358633776,0.216991150442478,0.402986715514851,0.862511488505661,0.495791111045463,145.125,0.136932132255703,0,0,0.173689619732785,0.165770609318996,0.156810035842294,0.129981024667932,0.213026315789474,0.223602112373309,0.815847454726128,0.412829304644624,166.5,0.156562822390502,0
"Rhinolophus borneensis",0,0.220966084275437,0.168458781362007,0.0949820788530466,0.0740037950664137,0.204513274336283,0.35994227563586,0.909308047212963,0.557282914972584,146.75,0.139602684889226,0,0,0.207605344295992,0.217741935483871,0.147849462365591,0.0825426944971537,0.204473684210526,0.191584096333652,0.823692249539963,0.467319258225589,174.25,0.163934859160652,0
"Cynopterus minutus",0,0.124357656731757,0.111111111111111,0.239247311827957,0.0967741935483871,0.222743362831858,0.401870415243569,0.731791961334924,0.527820959954113,153.5,0.142872568304803,0,0,0.150051387461459,0.202508960573477,0.163082437275986,0.108159392789374,0.218552631578947,0.201989011931726,0.809860829390886,0.440045153599742,167,0.155950544525074,0
"Pipistrellus ceylonicus",0,0.0477903391572456,0.211469534050179,0.0806451612903226,0.239089184060721,0.23929203539823,0.335828425929189,0.918824960691734,0.40151316701009,156.125,0.144748554639617,0,0,0.0369989722507708,0.135304659498208,0.0797491039426523,0.147058823529412,0.244605263157895,0.242405405351279,0.889338633926741,0.382546049983483,107.75,0.0997778898052607,0
"Rhinolophus alcyone",0,0.122302158273381,0.166666666666667,0.210573476702509,0.0844402277039848,0.223008849557522,0.360036149742552,0.797271541809581,0.542846785123777,157.25,0.145995632336635,0,0,0.123329907502569,0.195340501792115,0.312724014336918,0.0939278937381404,0.224078947368421,0.20924227003432,0.603906833273018,0.453248115684912,196.5,0.181330579342436,0
"Coelops frithii",0,0.108941418293936,0.231182795698925,0.0716845878136201,0.174573055028463,0.225663716814159,0.322164881985642,0.923814261746457,0.445944031438745,157,0.146595464208736,0,0,0.15262076053443,0.233870967741935,0.0645161290322581,0.18595825426945,0.218026315789474,0.18561219560237,0.898421856351608,0.333707085956327,169.375,0.159241527894518,0
"Pipistrellus javanicus",0,0.00205549845837616,0.192652329749104,0.198924731182796,0.203984819734345,0.276991150442478,0.345113452731028,0.812399286004874,0.429424637828335,163.5,0.149404344781155,0,0,0.00616649537512847,0.10663082437276,0.10573476702509,0.173624288425047,0.269868421052632,0.254489683271477,0.862778952519776,0.34519127934796,106.5,0.0980390937995063,0
"Myotis altarium",0,0.0632065775950668,0.0797491039426523,0.0161290322580645,0.441176470588235,0.235575221238938,0.44101137804207,0.957291041498893,0.280799456203216,158.375,0.150065296096005,0,0,0.0513874614594039,0.0752688172043011,0.0439068100358423,0.282732447817837,0.238947368421053,0.271910348128991,0.924846667912717,0.269776115320686,120.25,0.113323884129346,0
"Hipposideros ater",0,0.091983556012333,0.198028673835125,0.0313620071684588,0.286527514231499,0.228053097345133,0.342833946656559,0.948919178912591,0.363689170158827,161.875,0.151975437811854,0,0,0.169578622816033,0.120071684587814,0.135304659498208,0.33965844402277,0.213684210526316,0.249657438956936,0.835996912167623,0.246884267519558,202,0.191153352731206,0
"Asellia tridens",0,0.377183967112025,0.0349462365591398,0.140681003584229,0.0815939278937381,0.183008849557522,0.497017166276188,0.873557981114549,0.549456805476895,162.25,0.158601283787283,0,0,0.257965056526208,0.0197132616487455,0.046594982078853,0.0626185958254269,0.195394736842105,0.353984636322269,0.92342408879809,0.486431343414369,97.75,0.0967229740198083,0
"Megaerops wetmorei",0,0.21377183967112,0.0815412186379928,0.199820788530466,0.145161290322581,0.206017699115044,0.440617471323905,0.808033387425311,0.473067639124124,168.75,0.16007378429054,0,0,0.21634121274409,0.14336917562724,0.160394265232975,0.142314990512334,0.203157894736842,0.235475863576045,0.810847603875643,0.391463368503057,174.875,0.16560491102916,0
"Pipistrellus paterculus",0,0.0477903391572456,0.235663082437276,0.208781362007168,0.150853889943074,0.23929203539823,0.315905837245506,0.799128308650643,0.469833260822952,175.375,0.160772168386191,0,0,0.0462487153134635,0.154121863799283,0.174731182795699,0.308349146110057,0.241184210526316,0.23038847282802,0.794228705484098,0.257714692802749,184.25,0.170862727004626,0
"Rousettus spinalatus",0,0.199383350462487,0.121863799283154,0.237455197132616,0.0863377609108159,0.208141592920354,0.395882607134314,0.733298056592628,0.541549019701937,171.5,0.161260026947268,0,0,0.172661870503597,0.198028673835125,0.198924731182796,0.0351043643263757,0.213157894736842,0.20399300515173,0.759083086231819,0.541071589282877,162,0.151179909961974,0
"Neoromicia guineensis",0,0.113052415210689,0.112903225806452,0.151433691756272,0.272296015180266,0.225309734513274,0.401164723808629,0.869396130316261,0.376421073474233,173,0.16242133698842,0,0,0.138746145940391,0.186379928315412,0.32078853046595,0.430740037950664,0.221052631578947,0.213397639588632,0.596303957257942,0.200475066288472,288.75,0.269163660668104,0
"Neoromicia rendalli",0,0.0585817060637204,0.0618279569892473,0.10573476702509,0.430740037950664,0.237433628318584,0.463565667114074,0.901133837371811,0.283021021895556,174.5,0.16422111700718,0,0,0.0647482014388489,0.0743727598566308,0.176523297491039,0.401328273244782,0.235921052631579,0.272196326158423,0.793356665361335,0.215698970542459,191.5,0.179243133007825,0
"Scotoecus hirundo",0,0.0668036998972251,0.0869175627240143,0.137096774193548,0.370967741935484,0.233893805309734,0.436855596908887,0.877286428964473,0.310453699798628,176.5,0.165446444687568,0,0,0.0991778006166495,0.1415770609319,0.35752688172043,0.350094876660342,0.226842105263158,0.236650874902841,0.56769134672837,0.24293589449483,255.625,0.23709415498233,0
"Plecotus austriacus",0,0.154676258992806,0.118279569892473,0.0582437275985663,0.333965844402277,0.21787610619469,0.396623404376315,0.929862405489307,0.334180873354641,174.875,0.166291350221531,0,0,0.0801644398766701,0.120967741935484,0.0681003584229391,0.363377609108159,0.230789473684211,0.249446137154016,0.895751750992024,0.238047183390002,168,0.158152537335813,0
"Pipistrellus tenuis",0,0.00308324768756423,0.194444444444444,0.161290322580645,0.325426944971537,0.274336283185841,0.343965225329483,0.856593510363708,0.340540204959774,185.75,0.171061239921048,0,0,0.00205549845837616,0.130824372759857,0.0851254480286738,0.388045540796964,0.274210526315789,0.244589348326232,0.882529283222981,0.221838172566898,163,0.151512715010968,0
"Chironax melanocephalus",0,0.156217882836588,0.0967741935483871,0.21415770609319,0.223908918406072,0.217787610619469,0.426750749347012,0.787114248363668,0.414145423439188,183.75,0.172764675221059,0,0,0.178828365878726,0.164874551971326,0.230286738351254,0.19449715370019,0.211842105263158,0.22375263653636,0.693525909579033,0.327395028412125,205,0.192121702475374,0
"Harpyionycteris whiteheadi",0,0.293422404933196,0.170250896057348,0.121863799283154,0.118595825426945,0.190176991150443,0.359719656601791,0.888363429665061,0.499141364692291,184.125,0.176033231425161,0,0,0.263617677286742,0.168458781362007,0.132616487455197,0.107210626185958,0.194473684210526,0.221991842641493,0.839968565761941,0.440641958565882,176.375,0.167975893072476,0
"Pipistrellus rusticus",0,0.105858170606372,0.112007168458781,0.232974910394265,0.260910815939279,0.22646017699115,0.401568324237923,0.744623222828688,0.383657639736898,190.75,0.177937766349674,0,0,0.115107913669065,0.155913978494624,0.3584229390681,0.217267552182163,0.225394736842105,0.228644592691329,0.567456163726658,0.303108767101693,228.75,0.211678095853488,0
"Balionycteris maculata",0,0.157245632065776,0.100358422939068,0.224910394265233,0.23719165085389,0.217610619469027,0.417758591080554,0.761625075367398,0.402858774540596,191.5,0.179926525030992,0,0,0.188078108941418,0.194444444444444,0.218637992831541,0.207779886148008,0.210263157894737,0.209666415632654,0.71313677546282,0.313143506933682,215.75,0.202235108091353,0
"Nycticeinops schlieffeni",0,0.0960945529290853,0.0331541218637993,0.10752688172043,0.484819734345351,0.227610619469027,0.50465416980156,0.899551972237739,0.267557291648012,190.375,0.180398822714666,0,0,0.0930113052415211,0.021505376344086,0.0654121863799283,0.407020872865275,0.227763157894737,0.353144895053721,0.897548436659989,0.211365440043766,154.125,0.146737435207703,0
"Murina cyclotis",0,0.0190133607399794,0.151433691756272,0.137992831541219,0.425047438330171,0.254513274336283,0.369576202838024,0.876093745719131,0.284788456791525,197.375,0.18337183059191,0,0,0.0282631038026721,0.103046594982079,0.0958781362007168,0.417457305502846,0.247763157894737,0.256798090325741,0.875627574630222,0.20852422947418,172.375,0.161161285122079,0
"Epomophorus minimus",0,0.154676258992806,0.283154121863799,0.267921146953405,0.0379506641366224,0.21787610619469,0.268107533547827,0.694739073241291,0.607293365301641,201.375,0.185925547986658,0,0,0.112024665981501,0.252688172043011,0.195340501792115,0.0313092979127135,0.225921052631579,0.176974554825542,0.763785062897759,0.546204422880708,160.5,0.147840659432335,0
"Rhinolophus mitratus",0,NA,0.234767025089606,0.306451612903226,0.0180265654648956,NA,0.318031636072279,0.635731568613173,0.66482783098573,207.666666666667,0.186415067819242,0,0,NA,0.21594982078853,0.237455197132616,0.0189753320683112,NA,0.192909530855177,0.684422540534276,0.608870354884779,175.333333333333,0.157460116663153,0
"Rhinolophus arcuatus",0,0.261048304213772,0.184587813620072,0.227598566308244,0.0768500948766603,0.195752212389381,0.350540378968477,0.755651893962739,0.55579817981637,198.75,0.187521194754687,0,0,0.250770811921891,0.226702508960573,0.200716845878136,0.114800759013283,0.197236842105263,0.188614465207929,0.751109335655017,0.431945206254472,210.5,0.198247731443471,0
"Rhinolophus philippinensis",0,0.243576567317575,0.290322580645161,0.135304659498208,0.0853889943074004,0.198761061946903,0.256673958340945,0.878177294173231,0.542155695794837,200.5,0.188648200442086,0,0,0.213257965056526,0.290322580645161,0.17921146953405,0.113851992409867,0.203552631578947,0.153838742076306,0.789649835563997,0.433708712290856,212.875,0.199161001911401,0
"Rhinopoma microphyllum",0,0.573484069886948,0.0304659498207885,0.0519713261648745,0.113851992409867,0.17141592920354,0.508636912219566,0.935696464888041,0.504368337050525,192.5,0.192443334570619,0,0,0.462487153134635,0.0134408602150538,0.0385304659498208,0.094876660341556,0.175526315789474,0.360245952477739,0.93286785710152,0.452639006080641,152,0.152333784910266,0
"Tadarida aegyptiaca",0,0.357142857142857,0.0277777777777778,0.010752688172043,0.388045540796964,0.184513274336283,0.512590066702164,0.958917965725502,0.302883788092972,199.875,0.19592971597241,0,0,0.358684480986639,0.0116487455197133,0.014336917562724,0.411764705882353,0.1825,0.369016476982329,0.95506640237891,0.2104718684265,203,0.199108712487857,0
"Eonycteris major",0,0.167523124357657,0.232974910394265,0.277777777777778,0.109108159392789,0.215486725663717,0.319999684983287,0.679579388261848,0.514348521876014,212,0.196845992980622,0,0,0.176258992805755,0.28584229390681,0.158602150537634,0.117647058823529,0.212631578947368,0.156644381007832,0.813942967516763,0.430556767045205,197.875,0.184587624018432,0
"Megaderma spasma",0,0.210688591983556,0.257168458781362,0.00896057347670251,0.312144212523719,0.20646017699115,0.293426681930513,0.961230960650427,0.348424686614714,207.75,0.197240459191335,0,0,0.268242548818088,0.267921146953405,0.0197132616487455,0.209677419354839,0.193421052631579,0.169035007061685,0.950179815932802,0.310292023447534,200.75,0.191388594193769,0
"Rhinolophus sedulus",0,0.194244604316547,0.325268817204301,0.186379928315412,0.0834914611005693,0.209203539823009,0.219053768862924,0.825539282092313,0.545941112260174,212,0.197346202734207,0,0,0.177800616649538,0.341397849462366,0.207885304659498,0.110056925996205,0.212368421052632,0.124733162721382,0.739655453859462,0.436907038840357,225.5,0.209285174191902,0
"Myotis bechsteinii",0,0.115107913669065,0.133512544802867,0.0985663082437276,0.445920303605313,0.225044247787611,0.385240356541426,0.904892778400349,0.27922384680377,210.25,0.198276767580243,0,0,0.0698869475847893,0.132616487455197,0.0913978494623656,0.378557874762808,0.234078947368421,0.243446470011588,0.879033601204876,0.228409273311043,179.25,0.16811478981629,0
"Myotis oxygnathus",0,NA,0.0698924731182796,0.155913978494624,0.372865275142315,NA,0.453958021512822,0.863380315679049,0.310093335841741,215,0.199557242251739,0,0,NA,0.0367383512544803,0.0833333333333333,0.320683111954459,NA,0.324064066755648,0.887234203415729,0.255460260266352,157.333333333333,0.146918265514091,0
"Aethalops alecto",0,0.192702980472765,0.117383512544803,0.246415770609319,0.243833017077799,0.20929203539823,0.398319675741098,0.726625564482526,0.396721861784127,212.625,0.200083820176171,0,0,0.210688591983556,0.189964157706093,0.379928315412186,0.198292220113852,0.203947368421053,0.211499511414498,0.556611435682809,0.319885641188134,262.5,0.244718321303922,0
"Arielulus circumdatus",0,0.0945529290853032,0.140681003584229,0.181899641577061,0.388994307400379,0.227699115044248,0.381681824963543,0.831937631666227,0.302333117981221,215.5,0.201531970411743,0,0,0.124357656731757,0.137992831541219,0.149641577060932,0.553130929791271,0.223815789473684,0.238530185607692,0.822005114559757,0.161605369046178,256.25,0.241280748781295,0
"Rousettus lanosus",0,0.211716341212744,0.310035842293907,0.269713261648746,0.0199240986717268,0.206371681415929,0.233977484087086,0.694065354438424,0.651275622709984,218.5,0.202847385956781,0,0,0.191161356628983,0.25089605734767,0.183691756272401,0.0199240986717268,0.209473684210526,0.177750865725768,0.778273256995731,0.600540478584968,173,0.161418317230195,0
"Rousettus celebensis",0,0.280575539568345,0.299283154121864,0.184587813620072,0.047438330170778,0.192566371681416,0.243160850405784,0.829405891513365,0.592303405578594,215.75,0.202971209370265,0,0,0.309866392600206,0.318100358422939,0.232078853046595,0.0370018975332068,0.188421052631579,0.136771911927209,0.689300201784945,0.538317197438094,238.625,0.224261875400737,0
"Barbastella leucomelas",0,0.0441932168550874,0.328853046594982,0.160394265232975,0.280834914611006,0.241150442477876,0.216093193477192,0.857981279034079,0.368092176720621,221.25,0.203568860823512,0,0,0.0205549845837616,0.229390681003584,0.0698924731182796,0.256166982922201,0.251315789473684,0.188530553110172,0.894580372500915,0.281424581962682,156,0.144001280406957,0
"Murina tubinaris",0,0.0493319630010277,0.191756272401434,0.189068100358423,0.399430740037951,0.238849557522124,0.346084558434079,0.823646825314408,0.298328087900251,223.5,0.207396768949709,0,0,0.0739979445015416,0.10752688172043,0.155017921146953,0.592030360531309,0.232894736842105,0.254156794114782,0.816752650023353,0.152496330547715,247.25,0.232143276975059,0
"Neoromicia tenuipinnis",0,0.065775950668037,0.116487455197133,0.193548387096774,0.459203036053131,0.234424778761062,0.398659105967359,0.816750534860586,0.27539547495293,223.5,0.208753707253769,0,0,0.0930113052415211,0.174731182795699,0.260752688172043,0.526565464895636,0.227763157894737,0.219419692430032,0.658041706603099,0.168838133389585,282.875,0.263765160276225,0
"Scotoecus albofuscus",0,0.120760534429599,0.0752688172043011,0.129928315412186,0.514231499051233,0.223185840707965,0.447418035984216,0.884390295475539,0.249980508611632,222.125,0.21004729152433,0,0,0.147995889003083,0.0985663082437276,0.234767025089606,0.46584440227704,0.218815789473684,0.259883320066574,0.687142023196939,0.190058633503698,251.75,0.236793406153364,0
"Myotis chinensis",0,0.0380267214799589,0.0681003584229391,0.025089605734767,0.71157495256167,0.244159292035398,0.45482773761378,0.951902432045591,0.186802295854002,222.75,0.210697909549834,0,0,0.0236382322713258,0.0806451612903226,0.0241935483870968,0.687855787476281,0.250394736842105,0.267464401582226,0.945609851496888,0.128663028552948,216.25,0.204083182356256,0
"Myotis formosus",0,0.0190133607399794,0.255376344086022,0.0501792114695341,0.520872865275142,0.254513274336283,0.294026422549679,0.937359445289596,0.247837156246167,227.125,0.211360445392669,0,0,0.0174717368961973,0.150537634408602,0.0206093189964158,0.327324478178368,0.256578947368421,0.232812973558407,0.949940467472191,0.253218997332007,138.25,0.128985792119896,0
"Hypsugo cadornae",0,NA,0.147849462365591,0.17921146953405,0.307400379506641,NA,0.372327807094403,0.832398030542956,0.351803055887631,229.666666666667,0.211487103802094,0,0,NA,0.10573476702509,0.14426523297491,0.477229601518027,NA,0.255570002440351,0.829701921579353,0.185307069358467,260.666666666667,0.242409867172676,0
"Pteropus leucopterus",0,0.287769784172662,0.183691756272401,0.132616487455197,0.24573055028463,0.190973451327434,0.350961738873909,0.882832179167439,0.396039878082594,223,0.212452144546223,0,0,0.32065775950668,0.212365591397849,0.146057347670251,0.370967741935484,0.186842105263158,0.19632773547201,0.825109749485041,0.234286702922514,275.75,0.262512110127566,0
"Rhinolophus shortridgei",0,0.134635149023638,0.247311827956989,0.437275985663082,0.0521821631878558,0.221504424778761,0.305162575390264,0.467476672298483,0.586736237221329,237.5,0.217851281457891,0,0,0.0534429599177801,0.315412186379928,0.493727598566308,0.032258064516129,0.238552631578947,0.138094215140406,0.444170353383726,0.545552545614296,247.25,0.223710202345036,0
"Murina huttoni",0,0.184994861253854,0.17741935483871,0.169354838709677,0.343453510436433,0.211327433628319,0.354106081110351,0.848849731545494,0.32816403292554,232.25,0.218805641309668,0,0,0.180883864337102,0.0887096774193548,0.116487455197133,0.293168880455408,0.211052631578947,0.263029753865152,0.856438025003632,0.265225625055217,178.5,0.169812469352249,0
"Hipposideros cyclops",0,0.334018499486125,0.110215053763441,0.128136200716846,0.308349146110057,0.186637168141593,0.402093949883484,0.886025052827064,0.35053763564929,229,0.220179725019117,0,0,0.372559095580678,0.146057347670251,0.189068100358423,0.376660341555977,0.181578947368421,0.23331957952333,0.771056540402033,0.229020196803395,283.375,0.271086221291332,0
"Rhinolophus beddomei",0,0.39825282631038,0.28673835125448,0.14426523297491,0.0531309297912713,0.181504424778761,0.26290277143586,0.872706911542057,0.585773976048539,231.125,0.220596835082761,0,0,0.314491264131552,0.305555555555556,0.235663082437276,0.0398481973434535,0.187763157894737,0.145252409466968,0.686452862626142,0.536827606978953,238,0.223889524866959,0
"Epomophorus minor",0,0.0734840698869476,0.387992831541219,0.344086021505376,0.0806451612903226,0.23212389380531,0.170056480186835,0.586588524112817,0.550652409002167,243.375,0.221552021055966,0,0,0.0426515930113052,0.625448028673835,0.265232974910394,0.0882352941176471,0.2425,0.0471561302035137,0.652321335952906,0.462703345783468,282.125,0.255391972678295,0
"Rhinolophus robinsoni",0,0.257965056526208,0.309139784946237,0.275089605734767,0.0597722960151803,0.19646017699115,0.236122711840455,0.684020833801797,0.57412396552795,241.5,0.225491685805598,0,0,0.252826310380267,0.350358422939068,0.574372759856631,0.0531309297912713,0.196842105263158,0.12129450056268,0.365325242831817,0.506561827795038,333.5,0.307672105741809,0
"Chaerephon leucogaster",0,NA,0.158602150537634,0.152329749103943,0.366223908918406,NA,0.36376560873781,0.868962047579732,0.313980506394093,244.333333333333,0.225718602853328,0,0,NA,0.208781362007168,0.188172043010753,0.489563567362429,NA,0.197768126751595,0.771075428728439,0.177675119940266,319.666666666667,0.295505657460117,0
"Rhinolophus subbadius",0,0.349948612538541,0.218637992831541,0.32258064516129,0.015180265654649,0.184955752212389,0.332242038071516,0.614687774886255,0.669497844394206,240.125,0.226586879046505,0,0,0.263617677286742,0.199820788530466,0.267921146953405,0.0284629981024668,0.194473684210526,0.203197848673528,0.647868980814019,0.555072619790929,202.125,0.18995565271827,0
"Myotis laniger",0,0.0549845837615622,0.155017921146953,0.196236559139785,0.504743833017078,0.23787610619469,0.368165472885798,0.814721536340822,0.253269237071247,244.375,0.227745724266345,0,0,0.0328879753340185,0.173835125448029,0.103942652329749,0.480075901328273,0.245921052631579,0.219543884137074,0.864604003565677,0.18112537152424,212,0.197685413610017,0
"Eonycteris robusta",0,0.336073997944502,0.223118279569892,0.280465949820789,0.0721062618595825,0.186371681415929,0.32748361891976,0.676999912134559,0.558565583476129,241.25,0.227941122298691,0,0,0.317574511819116,0.292114695340502,0.21415770609319,0.0721062618595825,0.187236842105263,0.153587295005158,0.727137091724584,0.474699447941287,237.5,0.223988293778098,0
"Nyctalus aviator",0,0.270298047276465,0.205197132616487,0.102150537634409,0.334914611005693,0.193982300884956,0.338185703660469,0.902343277841954,0.33266726039069,239.75,0.228140082133263,0,0,0.23535457348407,0.161290322580645,0.129928315412186,0.275142314990512,0.200131578947368,0.224968399678797,0.846255141493913,0.271696617054691,211,0.200428881616853,0
