"Sp","Betacov.2021","R.Alb.2021","R.Car3.2021","R.Gut1.2021","R.Stock1.2021","P.Alb.2021","P.Car3.2021","P.Gut1.2021","P.Stock1.2021","Rank.2021","PropRank.2021","InSample.2021","Betacov.2020","R.Alb.2020","R.Car3.2020","R.Gut1.2020","R.Stock1.2020","P.Alb.2020","P.Car3.2020","P.Gut1.2020","P.Stock1.2020","Rank.2020","PropRank.2020","InSample.2020"
"Dobsonia exoleta",0,0.362281603288798,0.318100358422939,0.154121863799283,0.553130929791271,0.184070796460177,0.226086242750456,0.866686919472017,0.237816485428233,365.625,0.346908688825573,0,0,0.374614594039054,0.325268817204301,0.266129032258065,0.537950664136622,0.181447368421053,0.133160204590353,0.651250508663076,0.16538734677087,397.875,0.375990776909511,0
"Plerotes anchietae",0,0.174717368961973,0.306451612903226,0.717741935483871,0.190702087286528,0.214159292035398,0.239542792606326,0.19084921575691,0.435667637589875,378.5,0.347403251158899,0,0,0.146968139773895,0.251792114695341,0.636200716845878,0.175521821631879,0.218947368421053,0.177558463627599,0.314299516064736,0.340998387676807,329.75,0.302620698236748,0
"Pteropus brunneus",0,NA,0.400537634408602,0.294802867383513,NA,NA,0.164486556331955,0.653794218678848,NA,388,0.347670250896057,0,0,NA,0.637992831541219,0.24910394265233,NA,NA,0.0445279461141031,0.672313064400417,NA,495,0.443548387096774,0
"Mops congicus",0,0.65262076053443,0.221326164874552,0.131720430107527,0.391840607210626,0.156017699115044,0.327726155200074,0.883127126933748,0.300720279176339,360.5,0.349376990681784,0,0,0.683967112024666,0.230286738351254,0.304659498207885,0.451612903225806,0.148947368421053,0.188144502658735,0.613827368393966,0.193680287525592,434.625,0.417631562952403,0
"Rhinopoma macinnesi",0,NA,0.484767025089606,0.346774193548387,0.22011385199241,NA,0.11967667171349,0.584825037256422,0.415618921328876,386.666666666667,0.350551690210134,0,0,NA,0.473118279569892,0.460573476702509,0.159392789373814,NA,0.0847554385996574,0.483150980311227,0.368632260378642,403.333333333333,0.364361515215405,0
"Hipposideros halophyllus",0,0.693730729701953,0.219534050179211,0.28405017921147,0.213472485768501,0.146371681415929,0.330740171624763,0.670166726564846,0.42362671275257,365.5,0.352696861215284,0,0,0.81808838643371,0.307347670250896,0.577956989247312,0.332068311195446,0.134078947368421,0.144944912483676,0.364499922326476,0.250569056837535,533.5,0.508865339281841,0
"Pipistrellus stenopterus",0,0.127954779033916,0.307347670250896,0.224014336917563,0.756166982922201,0.222212389380531,0.238717312023964,0.762032386874097,0.171854439524578,378.625,0.353870942281144,0,0,0.140801644398767,0.375448028673835,0.371863799283154,0.814990512333966,0.220789473684211,0.113644075707898,0.557253384781131,0.0885497806584501,457.5,0.42577599617243,0
"Cynopterus nusatenggara",0,0.285714285714286,0.324372759856631,0.712365591397849,0.094876660341556,0.191504424778761,0.219435648597914,0.194569075821609,0.533201079080619,383.75,0.35433232432758,0,0,0.272353545734841,0.344086021505376,0.591397849462366,0.0740037950664137,0.192763157894737,0.12376458686713,0.347998175596204,0.473574596488184,346.75,0.320460302942249,0
"Pipistrellus endoi",0,0.479445015416238,0.449820788530466,0.367383512544803,0.123339658444023,0.177345132743363,0.139559691275818,0.555661861304167,0.494515972827302,377.125,0.354997243733883,0,0,0.510791366906475,0.466845878136201,0.280465949820789,0.149905123339658,0.173157894736842,0.086424762697629,0.635083331267086,0.381078666889404,372.25,0.352002079550781,0
"Pteropus speciosus",0,0.367420349434738,0.242831541218638,0.258960573476702,0.567362428842505,0.183805309734513,0.308788948025088,0.703384210509246,0.232558887670741,378.875,0.359143723243146,0,0,0.354573484069887,0.276881720430108,0.253584229390681,0.700189753320683,0.182631578947368,0.161404817117063,0.662288180582314,0.124848631026503,418.75,0.39630729680284,0
"Kerivoula pellucida",0,0.127954779033916,0.25089605734767,0.247311827956989,0.817836812144213,0.222212389380531,0.301443981679053,0.724371242981891,0.152257877261806,385.625,0.360999869120697,0,0,0.157245632065776,0.332437275985663,0.314516129032258,0.978178368121442,0.217236842105263,0.130269913569568,0.601075612398024,0.0217831673182066,476.5,0.445594351301285,0
"Rhinolophus hillorum",0,0.52929085303186,0.275985663082437,0.562724014336918,0.0777988614800759,0.174424778761062,0.273126708089855,0.344064332479033,0.553758392963198,383.25,0.361449847982823,0,0,0.400308324768756,0.335125448028674,0.733870967741935,0.0863377609108159,0.179736842105263,0.128950855044975,0.256630948216112,0.464365144795705,418.375,0.388910625362545,0
"Rousettus bidens",0,0.248715313463515,0.3915770609319,0.526881720430108,0.283681214421252,0.197433628318584,0.168435882991058,0.39502554092696,0.36628746613674,391.5,0.362713827311694,0,0,0.255909558067831,0.42831541218638,0.400537634408602,0.208728652751423,0.195526315789474,0.0949403955916655,0.545894165637796,0.310470136988665,348.5,0.323372814353559,0
"Myotis csorbai",0,NA,0.244623655913978,0.483870967741935,NA,NA,0.30659876325673,0.438510740561484,NA,406.5,0.364247311827957,0,0,NA,0.192652329749104,0.279569892473118,NA,NA,0.210137873537076,0.635280320531002,NA,263.5,0.236111111111111,0
"Rhinolophus rufus",0,0.582219938335046,0.406810035842294,0.405913978494624,0.0626185958254269,0.170796460176991,0.161477947269234,0.504468187631224,0.57048555489683,384.875,0.364390637124348,0,0,0.479445015416238,0.412186379928315,0.42921146953405,0.0635673624288425,0.174605263157895,0.0979954652169168,0.51266689522744,0.486202785099165,368.125,0.346102556826862,0
"Kerivoula whiteheadi",0,0.203494347379239,0.18010752688172,0.278673835125448,0.796015180265655,0.207964601769911,0.352859682017169,0.678319862990163,0.161915668232777,387.25,0.364572722413016,0,0,0.226104830421377,0.244623655913978,0.252688172043011,0.966793168880455,0.200921052631579,0.179792474286639,0.664847280002597,0.0312079647011205,448.5,0.422552456814705,0
"Hipposideros lamottei",0,0.86896197327852,0.21415770609319,0.223118279569892,0.16034155597723,0.127079646017699,0.334369441185439,0.763453604861925,0.461711486336987,375.625,0.366644878729708,0,0,0.912641315519013,0.246415770609319,0.612007168458781,0.162239089184061,0.121578947368421,0.178915742633848,0.328668054014389,0.363678832896441,504.25,0.483325835942794,0
"Pteropus niger",0,0.422918807810894,0.407706093189964,0.50089605734767,0.135673624288425,0.179911504424779,0.160834382057145,0.423989149195398,0.482372713055262,392.125,0.366798645659238,0,0,0.350976361767729,0.32258064516129,0.405913978494624,0.212523719165085,0.182763157894737,0.134137395166837,0.541210860080809,0.307991177482126,344.625,0.322998676147182,0
"Nycteris arge",0,0.603802672147996,0.206093189964158,0.202508960573477,0.455407969639469,0.168849557522124,0.337561558807572,0.805368553253448,0.276147353777235,380.875,0.366953198081275,0,0,0.651593011305241,0.275985663082437,0.247311827956989,0.686907020872865,0.155131578947368,0.161560029393016,0.675994375865686,0.12884578287618,485.5,0.465449380804383,0
"Epomophorus angolensis",0,0.191161356628983,0.297491039426523,0.652329749103943,0.327324478178368,0.209380530973451,0.244436192546401,0.240860064905043,0.33945771121414,397.75,0.367076655834454,0,0,0.176258992805755,0.21505376344086,0.623655913978495,0.286527514231499,0.212631578947368,0.193056251738456,0.320719418788704,0.267785187108024,352.375,0.325374046114152,0
"Pteropus chrysoproctus",0,0.430113052415211,0.405017921146953,0.403225806451613,0.231499051233397,0.179469026548673,0.163394105654972,0.506186902697324,0.406323102497988,391.125,0.367463957811793,0,0,0.386433710174717,0.413978494623656,0.277777777777778,0.244781783681214,0.180789473684211,0.0978522657594966,0.63701974089834,0.285464799651661,351.5,0.330742941564341,0
"Eptesicus platyops",0,NA,0.103046594982079,0.327060931899642,0.67741935483871,NA,0.406956709900838,0.601820286720631,0.200143865138176,398,0.369175627240143,0,0,NA,0.172043010752688,0.64426523297491,0.650853889943074,NA,0.219730626540223,0.311333793051791,0.138680843044482,532.333333333333,0.489054044556891,0
"Kerivoula lanosa",0,0.0760534429599178,0.28405017921147,0.256272401433692,0.870018975332068,0.231681415929204,0.267531998454752,0.707563794261239,0.129236580724687,398.5,0.371598749734287,0,0,0.0729701952723535,0.302867383512545,0.308243727598566,0.796015180265655,0.233157894736842,0.147382841358677,0.610007952969632,0.0933523560779082,398,0.37002412166228,0
"Myotis pruinosus",0,0.42497430626927,0.395161290322581,0.326164874551971,0.341555977229602,0.179734513274336,0.1669088544689,0.602147119233665,0.330336336893033,394.625,0.371964112093356,0,0,0.469167523124358,0.397849462365591,0.278673835125448,0.319734345351044,0.175,0.103120097924147,0.635430146922091,0.255689768866727,387.125,0.36635629149161,0
"Pipistrellus maderensis",0,0.504110996916752,0.1084229390681,0.681899641577061,0.195445920303605,0.175840707964602,0.402788431662867,0.21411995920445,0.432724371450934,394.625,0.37246987446638,0,0,0.408530318602261,0.0698924731182796,0.791218637992832,0.202087286527514,0.179342105263158,0.277048721022585,0.201865800327501,0.317183332724698,392.875,0.367932179060222,0
"Arielulus torquatus",0,NA,0.370071684587814,0.377240143369176,NA,NA,0.182069946349386,0.547387960996119,NA,417,0.373655913978495,0,0,NA,0.351254480286738,0.291218637992832,NA,NA,0.121199222576941,0.626166649875083,NA,358.5,0.321236559139785,0
"Glauconycteris beatrix",0,0.158273381294964,0.238351254480287,0.386200716845878,0.716318785578748,0.217345132743363,0.310957987397379,0.535200923036334,0.184480606757628,401.5,0.374786034549969,0,0,0.243576567317575,0.243727598566308,0.755376344086022,0.963946869070209,0.198552631578947,0.179965898832283,0.237547914672854,0.0323450293575985,592,0.551656844760028,0
"Chaerephon ansorgei",0,0.309866392600206,0.470430107526882,0.347670250896057,0.373814041745731,0.189115044247788,0.127175077147359,0.584403879787045,0.309611208860189,402.125,0.375445198192219,0,0,0.323227132579651,0.373655913978495,0.305555555555556,0.318785578747628,0.186578947368421,0.113842588079226,0.612500105019171,0.255825296952467,352.125,0.330306045215332,0
"Murina silvatica",0,NA,0.452508960573477,0.345878136200717,0.328273244781784,NA,0.138694123669974,0.585261109003662,0.339444156400538,412.333333333333,0.375553447185326,0,0,NA,0.457885304659498,0.292114695340502,0.310246679316888,NA,0.087987958357218,0.624833208158034,0.2576132170174,388,0.353415559772296,0
"Pteropus voeltzkowi",0,NA,0.448924731182796,0.521505376344086,0.157495256166983,NA,0.13969215700957,0.402044473713777,0.462556783075481,416.333333333333,0.375975121231288,0,0,NA,0.374551971326165,0.521505376344086,0.210626185958254,NA,0.113650327932861,0.415661547857171,0.309786294001089,407.333333333333,0.368894511209502,0
"Acerodon humilis",0,NA,0.462365591397849,0.497311827956989,0.169829222011385,NA,0.130451710360071,0.427866379743971,0.448495360307194,416.666666666667,0.376502213788741,0,0,NA,0.543010752688172,0.433691756272401,0.264705882352941,NA,0.0662176017838493,0.510554409984274,0.276580397726249,456.333333333333,0.413802797104505,0
"Pteropus pilosus",0,NA,0.424731182795699,0.329749103942652,NA,NA,0.149927160696959,0.600182862855186,NA,421,0.377240143369176,0,0,NA,0.687275985663082,0.288530465949821,NA,NA,0.0370916197969998,0.628432416389876,NA,544.5,0.487903225806452,0
"Mops mops",0,0.579650565262076,0.31989247311828,0.21594982078853,0.394686907020873,0.171061946902655,0.224451794206602,0.783429042062944,0.299552025261322,394.5,0.37754494154744,0,0,0.627954779033916,0.363799283154122,0.293906810035842,0.470588235294118,0.162368421052632,0.116637242675622,0.622550721925304,0.188014046607172,460.25,0.439062276879499,0
"Rhinopoma muscatellum",0,0.853545734840699,0.318996415770609,0.157706093189964,0.181214421252372,0.129557522123894,0.225671069152347,0.859980935648283,0.443657434892901,388.375,0.377865666263411,0,0,0.775950668036999,0.198924731182796,0.0725806451612903,0.131878557874763,0.138947368421053,0.20342274103083,0.893146412642358,0.408761683896751,299.25,0.294833650563962,0
"Pteropus seychellensis",0,0.419321685508736,0.444444444444444,0.487455197132616,0.162239089184061,0.180265486725664,0.141324937914977,0.436759882819337,0.460511466891967,404.75,0.378365104067464,0,0,0.400308324768756,0.370071684587814,0.399641577060932,0.214421252371917,0.179736842105263,0.11489083093315,0.547668119794987,0.304551420290623,368.625,0.346110709697355,0
"Eptesicus tatei",0,0.570914696813977,0.233870967741935,0.303763440860215,0.405123339658444,0.171504424778761,0.319393640243292,0.63959692696029,0.295464188832685,395.625,0.378418111268643,0,0,0.458890030832477,0.204301075268817,0.329749103942652,0.337760910815939,0.175789473684211,0.201699555604499,0.586896622687674,0.248481602145206,349.625,0.332675280214971,0
"Dobsonia peronii",0,0.31551901336074,0.301075268817204,0.39426523297491,0.513282732447818,0.188230088495575,0.242591703394574,0.527608305884467,0.250618909457846,406,0.381035561900168,0,0,0.303186022610483,0.298387096774194,0.363799283154122,0.529411764705882,0.189078947368421,0.14918349281948,0.563327882645514,0.168172397771779,398,0.37369604181117,0
"Dobsonia viridis",0,0.445529290853032,0.312724014336918,0.172939068100358,0.594876660341556,0.178672566371681,0.231896767380503,0.843655963960182,0.225096418498006,400.625,0.381517258407966,0,0,0.405960945529291,0.317204301075269,0.212365591397849,0.570208728652751,0.179473684210526,0.136897563427863,0.731769899401217,0.157459396447795,396.75,0.37643489166379,0
"Hipposideros obscurus",0,0.701952723535457,0.359318996415771,0.252688172043011,0.216318785578748,0.145663716814159,0.188784490695657,0.713818620749387,0.421230052751008,398.5,0.382569669393247,0,0,0.801130524152107,0.360215053763441,0.313620071684588,0.238140417457305,0.135921052631579,0.118347812005143,0.601237471211405,0.288368253475747,445.625,0.42827651676436,0
"Pteropus subniger",0,NA,0.416666666666667,0.348566308243728,NA,NA,0.152742347264054,0.579518228425798,NA,427,0.382616487455197,0,0,NA,0.669354838709677,0.28405017921147,NA,NA,0.0399042791307336,0.631282465621782,NA,532,0.476702508960573,0
"Dobsonia chapmani",0,NA,0.422939068100358,0.343189964157706,NA,NA,0.150216314847837,0.588270721281692,NA,427.5,0.383064516129032,0,0,NA,0.681899641577061,0.28494623655914,NA,NA,0.03773369439984,0.630446252908311,NA,539.5,0.4834229390681,0
"Saccolaimus peli",0,0.654676258992806,0.156810035842294,0.124551971326165,0.598671726755218,0.155132743362832,0.366307878851524,0.887731321197464,0.223812739678568,395.5,0.383677498229121,0,0,0.709660842754368,0.169354838709677,0.173835125448029,0.598671726755218,0.146447368421053,0.22187125857874,0.795637295857631,0.151015861018542,426.125,0.412880633416823,0
"Rousettus obliviosus",0,0.352517985611511,0.426523297491039,0.646057347670251,0.11100569259962,0.184867256637168,0.149010560087303,0.244903020898788,0.508246282969806,414.25,0.384026080843105,0,0,0.289311408016444,0.348566308243728,0.506272401433692,0.0996204933586338,0.190657894736842,0.121665392263101,0.430377628509326,0.446316267094323,335.125,0.310942652763124,0
"Falsistrellus petersi",0,0.328879753340185,0.224910394265233,0.182795698924731,0.80550284629981,0.187079646017699,0.324082834483816,0.830144519738813,0.15831481609037,406,0.38552217320749,0,0,0.369989722507708,0.272401433691756,0.172043010752688,0.872865275142315,0.181710526315789,0.165153161061755,0.797297322999351,0.0726914070394303,444,0.421824860523617,0
"Emballonura alecto",0,0.660842754367934,0.190860215053763,0.0681003584229391,0.626185958254269,0.152389380530973,0.346098601595786,0.924741825847354,0.214912323687878,398,0.386497321524727,0,0,0.673689619732785,0.24820788530466,0.0905017921146953,0.709677419354839,0.150263157894737,0.178702847568155,0.880446491187999,0.121707120185526,445.375,0.430519179126745,0
"Myotis hajastanicus",0,0.373072970195272,0.381720430107527,0.422939068100358,0.369070208728653,0.183185840707965,0.172956267797983,0.483007938672243,0.311743870897545,412.5,0.386700669282953,0,0,0.325796505652621,0.283154121863799,0.366487455197133,0.283681214421252,0.186447368421053,0.157893206863606,0.558911496243495,0.268995230133253,335.25,0.314779824283701,0
"Pteropus macrotis",0,0.342754367934224,0.482974910394265,0.448028673835125,0.276091081593928,0.185840707964602,0.120088638262605,0.4570851212565,0.371114349738176,415.875,0.387462258439386,0,0,0.450154162384378,0.550179211469534,0.466845878136201,0.346299810246679,0.176447368421053,0.0642140782273149,0.480415693758777,0.244270795461116,484.5,0.453369765559198,0
"Rhinolophus keyensis",0,0.602261048304214,0.345878136200717,0.541218637992832,0.0607210626185958,0.168938053097345,0.201058480015293,0.375813144816365,0.571385776106047,410,0.38751972127909,0,0,0.530832476875642,0.368279569892473,0.542114695340502,0.0787476280834915,0.172105263157895,0.115568436535084,0.399491398225749,0.469803026062469,403.875,0.379993592548027,0
"Pteropus lombocensis",0,0.284686536485098,0.304659498207885,0.385304659498208,0.57685009487666,0.191946902654867,0.240552385879416,0.535732570424759,0.230292626065103,413.75,0.387875197266963,0,0,0.319630010277492,0.299283154121864,0.339605734767025,0.693548387096774,0.186973684210526,0.148525825389559,0.577840031024486,0.125994075199559,438.75,0.413016821565789,0
"Phoniscus jagorii",0,0.0534429599177801,0.272401433691756,0.413978494623656,0.812144212523719,0.237964601769912,0.275849002223596,0.494736473423951,0.155794830069258,418.5,0.387991775189228,0,0,0.101233299075026,0.331541218637993,0.594982078853047,0.983870967741935,0.226710526315789,0.130293232269971,0.341456840520393,0.0190269079838666,542.375,0.502906891077,0
"Nyctimene aello",0,0.47584789311408,0.398745519713262,0.522401433691756,0.166982922201139,0.177433628318584,0.165335441446972,0.401535795055826,0.452718791901062,416.75,0.390994442180059,0,0,0.572970195272354,0.419354838709677,0.448924731182796,0.120493358633776,0.169210526315789,0.0971500518462975,0.49459881663043,0.429237385643086,413.375,0.390435780949651,0
"Mops nanulus",0,0.489208633093525,0.241935483870968,0.35752688172043,0.481973434535104,0.176725663716814,0.308862374162452,0.568378285150767,0.268951265625764,413.25,0.392661108305007,0,0,0.587872559095581,0.260752688172043,0.487455197132616,0.620493358633776,0.168289473684211,0.174045205460873,0.45337227252264,0.146186014163515,515.25,0.489143450758504,0
"Mops brachypterus",0,0.576567317574512,0.209677419354839,0.299283154121864,0.486717267552182,0.171327433628319,0.336873845647811,0.649434144970301,0.267418077041488,410.5,0.393061289650849,0,0,0.609969167523124,0.209677419354839,0.396953405017921,0.608159392789374,0.165789473684211,0.197612000839409,0.551332894029784,0.148620065056895,477.875,0.456189846171315,0
"Chaerephon aloysiisabaudiae",0,0.435251798561151,0.267921146953405,0.413082437275986,0.462049335863378,0.179026548672566,0.280564637503471,0.495041445673449,0.273759004282912,417.625,0.39457617966348,0,0,0.437307297019527,0.279569892473118,0.513440860215054,0.578747628083491,0.177236842105263,0.160872641182913,0.42536886805807,0.155360761237821,480.125,0.452266419447798,0
"Pipistrellus nanulus",0,0.150565262076053,0.330645161290323,0.57078853046595,0.526565464895636,0.21858407079646,0.214337175922393,0.338185299287756,0.246648167953048,426.875,0.39464110468199,0,0,0.183967112024666,0.310931899641577,0.552867383512545,0.569259962049336,0.210657894736842,0.142091040415115,0.385431439675646,0.158145508158861,435.75,0.404256589307031,0
"Murina grisea",0,NA,0.24820788530466,0.426523297491039,0.510436432637571,NA,0.302574393207742,0.477931533066483,0.251148444279077,430.333333333333,0.39505587181109,0,0,NA,0.184587813620072,0.449820788530466,0.535104364326376,NA,0.214560299108182,0.494424602994973,0.166034363400654,424,0.389837655492304,0
"Pteropus personatus",0,0.385919835560123,0.399641577060932,0.398745519713262,0.39753320683112,0.182566371681416,0.164983136952163,0.518670589498419,0.298829683624313,421.375,0.395460034791359,0,0,0.403391572456321,0.417562724014337,0.317204301075269,0.389943074003795,0.179605263157895,0.0976118615664616,0.599672831165943,0.220303387111978,405.875,0.38202541788743,0
"Dobsonia crenulata",0,0.313463514902364,0.35752688172043,0.378136200716846,0.5426944971537,0.18858407079646,0.189048152874682,0.543848575309418,0.240215172813983,424.5,0.397955273623335,0,0,0.346865364850976,0.365591397849462,0.300179211469534,0.540796963946869,0.183289473684211,0.116041337836388,0.618593409233459,0.164476097197218,412.625,0.38835823452921,0
"Nycteris major",0,0.647482014388489,0.267025089605735,0.245519713261649,0.436432637571158,0.158672566371681,0.281396242322085,0.727469692001696,0.28167414768885,415.5,0.399114863706758,0,0,0.741007194244604,0.310035842293907,0.419354838709677,0.744781783681214,0.142894736842105,0.142617009590287,0.524752476292386,0.110336342705333,580,0.553794914732351,0
"Pteropus livingstonii",0,NA,0.456989247311828,0.491039426523298,0.249525616698292,NA,0.135571998927291,0.432082237148676,0.394702039054764,440.333333333333,0.399184763511139,0,0,NA,0.380824372759857,0.481182795698925,0.241935483870968,NA,0.112222437579131,0.464546414999408,0.28665749372769,405.666666666667,0.367980884109916,0
"Mops spurrelli",0,0.627954779033916,0.240143369175627,0.381720430107527,0.34819734345351,0.164867256637168,0.310292348085679,0.541128271787184,0.325758613005475,418,0.399503980442645,0,0,0.640287769784173,0.241039426523297,0.78673835125448,0.55123339658444,0.158947368421053,0.181418027069239,0.205431822636844,0.162256669094989,587.75,0.554824736036598,0
"Neopteryx frosti",0,0.440390544707091,0.371863799283154,0.296594982078853,0.493358633776091,0.178849557522124,0.180636696231007,0.651795345453327,0.262891416803317,423.625,0.400551989961297,0,0,0.479445015416238,0.381720430107527,0.410394265232975,0.42314990512334,0.174605263157895,0.112026898949738,0.531810924811852,0.205799451391794,449.125,0.42367740397002,0
"Rhinolophus nereis",0,0.643371017471737,0.387096774193548,0.514336917562724,0.0616698292220114,0.160530973451327,0.170257492403227,0.409338466682646,0.570763579037488,424.25,0.401618634612505,0,0,0.567317574511819,0.422939068100358,0.661290322580645,0.0597722960151803,0.169605263157895,0.0962065547332158,0.299274977274727,0.496242825791813,456.25,0.427829815302001,0
"Taphozous mauritianus",0,0.599177800616649,0.0654121863799283,0.00627240143369176,0.936432637571157,0.16929203539823,0.458095621423256,0.967392753156493,0.0942714914488959,412.5,0.401823756500357,0,0,0.563206577595067,0.0636200716845878,0.0170250896057348,0.759013282732448,0.169868421052632,0.288529056722229,0.952480651069423,0.10452591788901,359.5,0.350716255404459,0
"Myotis gomantongensis",0,NA,0.374551971326165,0.438172043010753,NA,NA,0.180341571659048,0.465727625808617,NA,453.5,0.406362007168459,0,0,NA,0.406810035842294,0.297491039426523,NA,NA,0.099928079229715,0.620232739298849,NA,393,0.352150537634409,0
"Chaerephon russatus",0,0.659301130524152,0.25,0.254480286738351,0.463946869070209,0.153451327433628,0.301640856378533,0.709692236428128,0.273704726874667,423.375,0.406932071583178,0,0,0.724049331963001,0.240143369175627,0.296594982078853,0.490512333965844,0.144473684210526,0.182160840702329,0.620435981431391,0.177426620947881,455.125,0.437825004295831,0
"Asellia patrizii",0,0.750256937307297,0.414874551971326,0.31989247311828,0.14326375711575,0.141592920353982,0.153659595415706,0.617051376378123,0.47340896214169,425.25,0.407071929878163,0,0,0.71120246659815,0.388888888888889,0.469534050179211,0.170777988614801,0.146315789473684,0.10789690352198,0.47420496596777,0.348112020489495,457.5,0.435100848570263,0
"Pteropus griseus",0,0.276464542651593,0.293906810035842,0.42831541218638,0.631878557874763,0.193008849557522,0.251213783949359,0.475432805781061,0.213934509903886,435.25,0.407641330687144,0,0,0.275436793422405,0.318996415770609,0.565412186379928,0.492409867172676,0.191842105263158,0.136029523534685,0.371686887507424,0.176876612219601,443.5,0.413063815686405,0
"Eptesicus floweri",0,0.32065775950668,0.445340501792115,0.396057347670251,0.47438330170778,0.187787610619469,0.141215426109124,0.526590182751999,0.270421891702443,437.75,0.409109727669206,0,0,0.333504624871531,0.418458781362007,0.631720430107527,0.471537001897533,0.185657894736842,0.0973885931068108,0.317225968714332,0.187772966963317,498.375,0.46380520955965,0
"Hipposideros madurae",0,NA,0.403225806451613,0.419354838709677,NA,NA,0.163698495786773,0.491441129638158,NA,459,0.411290322580645,0,0,NA,0.460573476702509,0.564516129032258,NA,NA,0.0877701118039811,0.371934180126485,NA,572,0.512544802867384,0
"Hipposideros orbiculus",0,NA,0.39426523297491,0.42921146953405,NA,NA,0.167209219997938,0.475062053993589,NA,459.5,0.41173835125448,0,0,NA,0.454301075268817,0.64247311827957,NA,NA,0.0886278323373143,0.311521847451543,NA,612,0.548387096774194,0
"Rhinolophus cognatus",0,0.640287769784173,0.300179211469534,0.603046594982079,0.104364326375712,0.161061946902655,0.242743297979504,0.290703120291111,0.518691207477795,435.25,0.411969475652874,0,0,0.563206577595067,0.398745519713262,0.71594982078853,0.0815939278937381,0.169868421052632,0.102961593055845,0.267271711060526,0.467356103268424,469.5,0.439873961497649,0
"Chaerephon johorensis",0,0.656731757451182,0.347670250896057,0.275985663082437,0.368121442125237,0.153893805309735,0.194564531319374,0.681278372295619,0.313042601562033,430.75,0.412127278388728,0,0,0.709660842754368,0.39426523297491,0.530465949820789,0.402277039848197,0.146447368421053,0.10403595875937,0.405067220220686,0.213577301112639,536.625,0.509167266349566,0
"Mops sarasinorum",0,0.727646454265159,0.353942652329749,0.222222222222222,0.345351043643264,0.143008849557522,0.190029591266945,0.770562992578659,0.326739841217508,428.75,0.412290593115099,0,0,0.789825282631038,0.382616487455197,0.325268817204301,0.420303605313093,0.1375,0.111706411361674,0.594112593341369,0.207576185107126,500.375,0.479503548150907,0
"Nyctimene albiventer",0,0.46813977389517,0.396057347670251,0.60752688172043,0.180265654648956,0.177787610619469,0.166881483874599,0.288458289693679,0.443894305272725,441.375,0.412997414483702,0,0,0.494347379239466,0.436379928315412,0.518817204301075,0.148956356736243,0.174078947368421,0.0927132401407265,0.419591233601917,0.381737861743019,426,0.399625217148049,0
"Hypsugo anthonyi",0,NA,0.17921146953405,0.595878136200717,0.470588235294118,NA,0.353066066985994,0.30140047468776,0.271898315836443,453.666666666667,0.415225947009628,0,0,NA,0.245519713261649,0.471326164874552,0.59392789373814,NA,0.179703396419044,0.473057098178302,0.152164002761862,475.333333333333,0.43692459062478,0
"Pteropus ocularis",0,0.403391572456321,0.39336917562724,0.505376344086022,0.363377609108159,0.181238938053097,0.167401223654451,0.419404446972355,0.316417500395048,444.625,0.416378675319435,0,0,0.338129496402878,0.389784946236559,0.42831541218638,0.574003795066414,0.184473684210526,0.107784883900315,0.514213041772185,0.156522141637071,461.75,0.432558412473058,0
"Eptesicus bobrinskoi",0,0.552415210688592,0.301971326164875,0.548387096774194,0.264705882352941,0.173185840707965,0.241827076589999,0.366326340509918,0.380295286554969,441.375,0.41686987899515,0,0,0.534943473792395,0.222222222222222,0.348566308243728,0.22011385199241,0.171973684210526,0.190113329378217,0.572674439487023,0.300901217405539,347.375,0.331461464062689,0
"Hesperoptenus tomesi",0,0.268756423432682,0.372759856630824,0.274193548387097,0.753320683111954,0.194070796460177,0.180624886041677,0.684378980550523,0.173829671257495,444.375,0.417257627890639,0,0,0.303186022610483,0.395161290322581,0.411290322580645,0.787476280834915,0.189078947368421,0.103882352845068,0.53070363352581,0.0963066075097266,506.25,0.474278479087156,0
"Myotis macrotarsus",0,0.24049331963001,0.340501792114695,0.205197132616487,0.88899430740038,0.199026548672566,0.206622977409307,0.803956300167979,0.119722511790417,445,0.418796637940393,0,0,0.282631038026721,0.372759856630824,0.219534050179211,0.907020872865275,0.191052631578947,0.114288053256435,0.712888846721582,0.0586133111663443,473,0.445486454425508,0
"Hipposideros dyacorum",0,0.521068859198356,0.369175627240143,0.533154121863799,0.263757115749526,0.175132743362832,0.182659357813427,0.389450140226303,0.38147454982466,448,0.421788931012956,0,0,0.620760534429599,0.420250896057348,0.477598566308244,0.289373814041746,0.164473684210526,0.0969439664025831,0.466021548495171,0.265662799319571,477.75,0.451995952709234,0
"Nyctalus azoreum",0,NA,0.331541218637993,0.631720430107527,0.302656546489564,NA,0.214054972858574,0.256405768844327,0.353865312429375,464.666666666667,0.421972731745028,0,0,NA,0.309139784946237,0.758064516129032,0.249525616698292,NA,0.144597293352828,0.233941396082713,0.282444296333797,484.666666666667,0.438909972591187,0
"Emballonura monticola",0,0.635149023638232,0.278673835125448,0.130824372759857,0.645161290322581,0.162566371681416,0.272156377789529,0.883394919656,0.209609663376805,438.75,0.422452130461529,0,0,0.661870503597122,0.384408602150538,0.272401433691756,0.718216318785579,0.152105263157895,0.110616360191022,0.643083523173637,0.117371225978497,533.5,0.509224214556249,0
