"Sp","Betacov.2021","R.Alb.2021","R.Dal1.2021","R.Far1.2021","R.Po2.2021","R.Po3.2021","Rank.2021","PropRank.2021","InSample.2021","Betacov.2020","R.Alb.2020","R.Dal1.2020","R.Far1.2020","R.Po2.2020","R.Po3.2020","Rank.2020","PropRank.2020","InSample.2020"
"Oryx gazella",0,0.492731172545281,0.674897119341564,0.193681318681319,NA,0.383169203222919,728.625,0.436119703447771,1,0,0.501429933269781,0.656338028169014,0.177464788732394,NA,0.346863468634686,721,0.420524054701469,1
"Vicugna vicugna",1,0.61606291706387,0.474622770919067,0.0659340659340659,1,0.0349149507609669,654.3,0.438306940935594,1,1,0.674928503336511,0.507042253521127,0.0633802816901408,1,0.0322878228782288,705.5,0.455527772285201,1
"Ceratotherium simum",0,0.285152526215443,0.710562414266118,0.288461538461538,NA,0.46911369740376,546.625,0.438322544086715,1,0,0.302430886558627,0.697183098591549,0.267605633802817,NA,0.437269372693727,547.75,0.42612224791168,1
"Oryx leucoryx",0,0.650500476644423,0.672153635116598,0.10989010989011,NA,0.323187108325873,870,0.438932832494251,1,0,0.689704480457579,0.653521126760563,0.115492957746479,NA,0.283210332103321,898.375,0.435482224266985,1
"Bos grunniens",0,NA,0.794238683127572,0.14010989010989,NA,0.383169203222919,298.333333333333,0.43917259215346,1,0,NA,0.787323943661972,0.192957746478873,NA,0.346863468634686,294.666666666667,0.442381719591844,1
"Nycticebus pygmaeus",1,0.405505243088656,0.362825788751715,0.778846153846154,NA,0.210384959713518,662.625,0.439390536350011,1,1,0.484628217349857,0.566197183098592,0.990140845070423,NA,0.174354243542435,808.25,0.553830122265327,1
"Odocoileus virginianus",0,0.3465204957102,0.558299039780521,0.0302197802197802,1,0.263205013428827,460.6,0.439648865827866,1,0,0.369041944709247,0.5,0.0323943661971831,1,0.217712177121771,463.5,0.42382969760564,1
"Papio hamadryas",0,0.525262154432793,0.716049382716049,0.134615384615385,NA,0.383169203222919,759.5,0.439774031246786,1,0,0.504051477597712,0.704225352112676,0.167605633802817,NA,0.346863468634686,730.5,0.430686483036973,1
"Gorilla gorilla",0,0.538250714966635,0.86556927297668,0.0645604395604396,NA,0.29632945389436,775.5,0.441177470349529,1,0,0.571377502383222,0.86056338028169,0.0746478873239437,NA,0.252767527675277,799.625,0.439839074416033,1
"Saimiri sciureus",0,0.737607244995234,0.663923182441701,0.0700549450549451,NA,0.29632945389436,948.875,0.44197870659656,1,0,0.686725452812202,0.646478873239437,0.0605633802816901,NA,0.252767527675277,880.125,0.411633808502151,1
"Sylvicapra grimmia",0,0.280266920877026,0.728395061728395,0.291208791208791,NA,0.46911369740376,545.25,0.442246117804493,1,0,0.295757864632984,0.71830985915493,0.269014084507042,NA,0.437269372693727,544.75,0.430087795247171,1
"Apodemus sylvaticus",0,0.261558627264061,0.677640603566529,0.0192307692307692,1,0.256938227394808,404.4,0.443073645491233,1,0,0.243326978074357,0.663380281690141,0.0183098591549296,1,0.211254612546125,378.5,0.42725434629311,1
"Oryctolagus cuniculus",1,0.504766444232603,0.565157750342936,0.105769230769231,1,0.0456580125335721,581.1,0.444270287575668,1,1,0.502502383222116,0.590140845070423,0.1,1,0.0415129151291513,578.8,0.446831228684338,1
"Kobus ellipsiprymnus",0,0.257864632983794,0.65843621399177,0.0370879120879121,1,0.273052820053715,402.9,0.445288315823438,1,0,0.273713060057197,0.63943661971831,0.0380281690140845,1,0.227859778597786,405.2,0.435807525477476,1
"Aepyceros melampus",0,0.322807435653003,0.606995884773663,0.043956043956044,1,0.273052820053715,450.9,0.449362436887285,1,0,0.338298379408961,0.541549295774648,0.0422535211267606,1,0.227859778597786,446.1,0.429992194981631,1
"Ovis canadensis",0,0.604623450905624,0.662551440329218,0.157967032967033,NA,0.383169203222919,837.25,0.452077781856199,1,0,0.618446139180172,0.645070422535211,0.195774647887324,NA,0.346863468634686,845,0.451538669559348,1
"Hippotragus equinus",0,0.266920877025739,0.791495198902606,0.289835164835165,NA,0.46911369740376,542.5,0.454341234541818,1,0,0.281935176358437,0.784507042253521,0.290140845070423,NA,0.437269372693727,545.75,0.448463109094027,1
"Mus bufo",1,0.407888465204957,0.362825788751715,0.842032967032967,NA,0.210384959713518,676.625,0.455783045175789,1,1,0.367731172545281,0.566197183098592,0.73943661971831,NA,0.174354243542435,641.125,0.461929804726155,1
"Connochaetes taurinus",0,0.354146806482364,0.606995884773663,0.0453296703296703,1,0.273052820053715,477.4,0.455905036327882,1,0,0.367731172545281,0.541549295774648,0.0464788732394366,1,0.227859778597786,471.4,0.43672382403143,1
"Platyrrhinus helleri",0,0.155386081982841,0.174897119341564,0.348901098901099,1,0.609668755595345,329.4,0.45777061116417,1,0,0.157292659675882,0.233098591549296,0.32112676056338,1,0.586715867158672,328.9,0.459646775789446,1
"Lycaon pictus",0,0.274785510009533,0.289437585733882,0.256868131868132,1,0.46911369740376,417.2,0.458040985003061,1,0,0.275619637750238,0.253521126760563,0.21830985915493,1,0.437269372693727,400.3,0.436943999271892,1
"Antidorcas marsupialis",0,0.472592945662536,0.796982167352538,0.179945054945055,NA,0.383169203222919,727.25,0.458172342795762,1,0,0.459366062917064,0.790140845070422,0.188732394366197,NA,0.346863468634686,702.625,0.446275692747093,1
"Sciurus vulgaris",0,0.389418493803622,0.873799725651577,0.186813186813187,NA,0.383169203222919,655.25,0.458300152372826,1,0,0.362368922783603,0.869014084507042,0.174647887323944,NA,0.346863468634686,612.375,0.438223590812319,1
"Acinonyx jubatus",0,0.271329837940896,0.481481481481481,0.156593406593407,1,0.383169203222919,418.1,0.458514785847741,1,0,0.280505243088656,0.411267605633803,0.143661971830986,1,0.346863468634686,406.4,0.436459657837626,1
"Macaca mulatta",0,0.279551954242135,0.757201646090535,0.0151098901098901,1,0.253357206803939,430.1,0.4610441394493,1,0,0.2697807435653,0.749295774647887,0.0154929577464789,1,0.207564575645756,412.1,0.448426810321085,1
"Apodemus flavicollis",0,0.257387988560534,0.618655692729767,0.111263736263736,1,0.323187108325873,413.1,0.462098905175982,1,0,0.24034795042898,0.595774647887324,0.104225352112676,1,0.283210332103321,386.4,0.44471165650646,1
"Alcelaphus buselaphus",0,0.287059103908484,0.60082304526749,0.104395604395604,1,0.323187108325873,434.4,0.46309297237949,1,0,0.30862726406101,0.535211267605634,0.107042253521127,1,0.283210332103321,435.5,0.446818223458218,1
"Alces alces",0,0.295519542421354,0.604938271604938,0.092032967032967,1,0.323187108325873,440.3,0.463135577877026,1,0,0.293732125834128,0.538028169014084,0.0943661971830986,1,0.283210332103321,421.6,0.441867364826926,1
"Erythrocebus patas",0,0.352955195424214,0.455418381344307,0.137362637362637,1,0.383169203222919,480,0.465781083470815,1,0,0.419804575786463,0.37887323943662,0.13943661971831,1,0.346863468634686,518.1,0.456995580715216,1
"Microtus pennsylvanicus",0,0.583531935176358,0.729766803840878,0.17032967032967,NA,0.383169203222919,829.625,0.466699403142456,1,0,0.55838894184938,0.72112676056338,0.191549295774648,NA,0.346863468634686,794.75,0.454482116705524,1
"Felis silvestris",0,0.203646329837941,0.574759945130315,0.175824175824176,1,0.383169203222919,377.7,0.46747993080307,1,0,0.187559580552908,0.509859154929577,0.190140845070423,1,0.346863468634686,349,0.446884609837519,1
"Philantomba monticola",0,0.275142993326978,0.554869684499314,0.443681318681319,NA,0.609668755595345,555.625,0.470840688025739,1,0,0.285152526215443,0.492253521126761,0.456338028169014,NA,0.586715867158672,547,0.455114985667472,1
"Phyllostomus discolor",0,0.184461391801716,0.174897119341564,0.387362637362637,1,0.609668755595345,359.4,0.471277980820252,1,0,0.195185891325071,0.233098591549296,0.361971830985916,1,0.586715867158672,366.5,0.475394436203791,1
"Hydropotes inermis",1,0.337702573879886,0.362825788751715,0.975274725274725,NA,0.210384959713518,627.25,0.471547011904961,1,1,0.335200190657769,0.566197183098592,0.991549295774648,NA,0.174354243542435,651.75,0.516825228268361,1
"Macropus agilis",0,NA,0.161865569272977,0.255494505494505,1,0.46911369740376,209.75,0.471618443042811,1,0,NA,0.119718309859155,0.232394366197183,1,0.437269372693727,190,0.447345512187516,1
"Elephas maximus",0,0.469137273593899,0.325102880658436,0.182692307692308,1,0.383169203222919,565.1,0.472020333033512,1,0,0.524189704480458,0.308450704225352,0.157746478873239,1,0.346863468634686,598.3,0.467450071242747,1
"Cricetomys gambianus",0,0.334961868446139,0.497942386831276,0.144230769230769,1,0.383169203222919,472.1,0.472060845546221,1,0,0.346639656816015,0.487323943661972,0.170422535211268,1,0.346863468634686,476.5,0.470249920864788,1
"Macaca sinica",0,0.717945662535748,0.294924554183813,0.43956043956044,0.313186813186813,0.609668755595345,794.7,0.475057245012432,1,0,0.718064823641563,0.257746478873239,0.377464788732394,0.313186813186813,0.586715867158672,773.5,0.450635754318536,1
"Neoromicia somalicus",1,NA,0.362825788751715,0.589285714285714,NA,NA,346.75,0.476055751518714,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eudorcas thomsonii",0,0.423141086749285,0.569272976680384,0.0975274725274725,1,0.323187108325873,543,0.482625728856603,1,0,0.473307912297426,0.505633802816901,0.108450704225352,1,0.283210332103321,569.7,0.4741205502886,1
"Pongo pygmaeus",0,0.490467111534795,0.614540466392318,0.0425824175824176,1,0.273052820053715,592.5,0.484128563112649,1,0,0.506196377502383,0.591549295774648,0.0366197183098592,1,0.227859778597786,593.3,0.472445034036935,1
"Vespertilio murinus",1,0.0390848427073403,0.0603566529492455,0.326923076923077,1,1,255.5,0.485272914515933,1,0,0.01930409914204,0.176760563380282,0.604225352112676,1,1,290.1,0.560058002927,1
"Damaliscus lunatus",0,0.292421353670162,0.59122085048011,0.168956043956044,1,0.383169203222919,453.6,0.487153490265847,1,0,0.312082936129647,0.528169014084507,0.176056338028169,1,0.346863468634686,454.1,0.472634351375402,1
"Hydromys chrysogaster",0,0.347592945662536,0.659807956104252,0.337912087912088,NA,0.609668755595345,631.5,0.488745436318555,1,0,0.334008579599619,0.640845070422535,0.422535211267606,NA,0.586715867158672,618.625,0.496026182112108,1
"Antilocapra americana",0,0.570066730219256,0.463648834019204,0.0906593406593407,1,0.323187108325873,649.9,0.489512402644735,1,0,0.583412774070543,0.385915492957746,0.0971830985915493,1,0.283210332103321,643.5,0.469944339544632,1
"Myonycteris torquata",1,0.0372974261201144,0.570644718792867,0.350274725274725,NA,1,346.5,0.489554217546927,1,0,0.0359866539561487,0.973239436619718,0.549295774647887,NA,1,443.5,0.639630466305939,1
"Peromyscus leucopus",0,0.585438512869399,0.167352537722908,0.226648351648352,1,0.46911369740376,655.7,0.489710619928884,1,0,0.605576739752145,0.240845070422535,0.259154929577465,1,0.437269372693727,681.2,0.508569222489174,1
"Cercopithecus ascanius",0,0.437082936129647,0.46639231824417,0.164835164835165,1,0.383169203222919,556.2,0.49029592448638,1,0,0.468779790276454,0.388732394366197,0.171830985915493,1,0.346863468634686,565.2,0.475241327838566,1
"Taurotragus oryx",0,NA,0.603566529492455,0.0769230769230769,1,0.29632945389436,233.625,0.494204765077473,1,0,NA,0.53943661971831,0.0591549295774648,1,0.252767527675277,208.75,0.462839769242763,1
"Bos frontalis",0,NA,0.751714677640604,0.263736263736264,NA,0.46911369740376,334,0.494854879593542,1,0,NA,0.743661971830986,0.26056338028169,NA,0.437269372693727,316.666666666667,0.480498241602134,1
"Loxodonta africana",0,0.554218303145853,0.680384087791495,0.281593406593407,NA,0.46911369740376,822.125,0.496327373733629,1,0,0.603551000953289,0.666197183098592,0.284507042253521,NA,0.437269372693727,861.125,0.497881149749782,1
"Axis axis",0,0.298141086749285,0.682441700960219,0.398351648351648,NA,0.609668755595345,594.75,0.497150797914124,1,0,0.312678741658723,0.66830985915493,0.408450704225352,NA,0.586715867158672,598.625,0.494038793049419,1
"Cercopithecus mona",0,0.475095328884652,0.584362139917695,0.108516483516484,1,0.323187108325873,590.4,0.498232212128941,1,0,0.521091515729266,0.516901408450704,0.111267605633803,1,0.283210332103321,611.8,0.486494172383419,1
"Canis adustus",0,0.252144899904671,0.278463648834019,0.355769230769231,1,0.609668755595345,426.7,0.499209307020653,1,0,0.257030505243089,0.243661971830986,0.330985915492958,1,0.586715867158672,415.5,0.483678851945141,1
"Potos flavus",0,0.380838894184938,0.580932784636488,0.425824175824176,NA,0.609668755595345,668,0.499316152560237,1,0,0.461034318398475,0.513380281690141,0.38169014084507,NA,0.586715867158672,722,0.485705152023089,1
"Bison bison",0,0.61606291706387,0.470507544581619,0.0947802197802198,1,0.323187108325873,690.1,0.500907557950316,1,0,0.626787416587226,0.4,0.109859154929577,1,0.283210332103321,683.7,0.483971380724025,1
"Mandrillus sphinx",0,0.554218303145853,0.709190672153635,0.284340659340659,NA,0.46911369740376,827.875,0.504215833010977,1,0,0.573403241182078,0.695774647887324,0.261971830985915,NA,0.437269372693727,830.75,0.492104773187261,1
"Chlorocebus sabaeus",0,0.505481410867493,0.821673525377229,0.223901098901099,NA,0.46911369740376,786.25,0.505042433137395,1,0,0.539680648236416,0.815492957746479,0.254929577464789,NA,0.437269372693727,815.375,0.511843139035353,1
"Ursus americanus",0,0.57745471877979,0.721536351165981,0.259615384615385,NA,0.46911369740376,850,0.506930037991229,1,0,0.550047664442326,0.709859154929578,0.285915492957746,NA,0.437269372693727,813,0.495772921255844,1
"Gazella gazella",0,0.587940896091516,0.732510288065844,0.241758241758242,NA,0.46911369740376,859.75,0.50783078082984,1,0,0.562202097235462,0.723943661971831,0.266197183098592,NA,0.437269372693727,824.75,0.497403078749903,1
"Peromyscus maniculatus",0,0.687202097235462,0.304526748971193,0.171703296703297,1,0.383169203222919,743.5,0.509320269226574,1,0,0.677669208770257,0.287323943661972,0.147887323943662,1,0.346863468634686,722.7,0.491948789002116,1
"Antilope cervicapra",0,0.352001906577693,0.682441700960219,0.394230769230769,NA,0.609668755595345,650.5,0.509585783091007,1,0,0.380719733079123,0.66830985915493,0.415492957746479,NA,0.586715867158672,671.25,0.512809604284801,1
"Cephalophus nigrifrons",0,0.30767397521449,0.713305898491084,0.414835164835165,NA,0.609668755595345,613.375,0.511370948534021,1,0,0.379051477597712,0.7,0.453521126760563,NA,0.586715867158672,681.875,0.529822117879237,1
"Papio anubis",0,0.368207816968541,0.617283950617284,0.190934065934066,1,0.383169203222919,524.2,0.511919007348562,1,0,0.426239275500477,0.594366197183099,0.184507042253521,1,0.346863468634686,560.5,0.510395196714357,1
"Hypsignathus monstrosus",0,0.0131077216396568,0.890260631001372,0.195054945054945,1,0.46911369740376,276.2,0.513507399019947,1,0,0.0177550047664442,0.885915492957747,0.194366197183099,1,0.437269372693727,270.3,0.507061213520203,1
"Gerbilliscus kempi",0,0.341396568160153,0.55281207133059,0.211538461538462,1,0.46911369740376,504.9,0.514972159686593,1,0,0.390610104861773,0.490140845070423,0.233802816901408,1,0.437269372693727,532.6,0.510364627905466,1
"Lontra canadensis",0,0.570066730219256,0.473251028806584,0.149725274725275,1,0.383169203222919,666.6,0.515242447394807,1,0,0.570305052430887,0.402816901408451,0.169014084507042,1,0.346863468634686,652,0.497799901396213,1
"Ursus maritimus",0,0.533484270734032,0.786008230452675,0.285714285714286,NA,0.46911369740376,820.375,0.518580121076188,1,0,0.562202097235462,0.77887323943662,0.250704225352113,NA,0.437269372693727,831.75,0.50726223367948,1
"Panthera pardus",0,0.122378455672069,0.453360768175583,0.410714285714286,1,0.609668755595345,351.3,0.519224453031456,1,0,0.0762631077216397,0.376760563380282,0.409859154929577,1,0.586715867158672,293.9,0.489919738638034,1
"Oryx beisa",0,0.319351763584366,0.727023319615912,0.432692307692308,NA,0.609668755595345,631.375,0.522184036621983,1,0,0.33615347950429,0.716901408450704,0.429577464788732,NA,0.586715867158672,635.625,0.5173370549756,1
"Diceros bicornis",0,0.289561487130601,0.718792866941015,0.471153846153846,NA,0.609668755595345,605.625,0.522294238955202,1,0,0.313512869399428,0.707042253521127,0.391549295774648,NA,0.586715867158672,603.375,0.499705071463469,1
"Cephalophus weynsi",0,0.283603431839847,0.713305898491084,0.48489010989011,NA,0.609668755595345,600.875,0.522867048954096,1,0,0.299571020019066,0.7,0.476056338028169,NA,0.586715867158672,602.5,0.515585806301477,1
"Nanger granti",0,0.331625357483317,0.589849108367627,0.237637362637363,1,0.46911369740376,505.9,0.525645105178413,1,0,0.375119161105815,0.522535211267606,0.28169014084507,1,0.437269372693727,531,0.523322777182444,1
"Bradypus variegatus",0,0.764418493803622,0.320987654320988,0.167582417582418,1,0.383169203222919,810.1,0.527231553785989,1,0,0.830433746425167,0.305633802816901,0.185915492957746,1,0.346863468634686,858.9,0.5337693021669,1
"Rattus tiomanicus",0,0.255004766444233,0.91838134430727,0.331043956043956,NA,0.609668755595345,580.25,0.528524705597701,1,0,0.249880838894185,0.914788732394366,0.322535211267606,NA,0.586715867158672,561.25,0.518480162428707,1
"Choloepus hoffmanni",0,0.956387035271687,0.160493827160494,0.153846153846154,1,0.383169203222919,945.8,0.530779243900251,1,0,0.949833174451859,0.12112676056338,0.145070422535211,1,0.346863468634686,927.1,0.512578765237027,1
"Gorilla beringei",0,0.697688274547188,0.872427983539095,0.178571428571429,NA,0.383169203222919,976.875,0.532964222470157,1,0,0.669566253574833,0.867605633802817,0.153521126760563,NA,0.346863468634686,930.625,0.509389120693225,1
"Cervus nippon",0,0.387511916110582,0.718792866941015,0.431318681318681,NA,0.609668755595345,701.125,0.536823054991406,1,0,0.372020972354623,0.707042253521127,0.447887323943662,NA,0.586715867158672,674.75,0.528416604244521,1
"Aotus trivirgatus",0,0.725571973307912,0.592592592592593,0.0755494505494505,1,0.29632945389436,794,0.538008694068863,1,0,0.680529075309819,0.530985915492958,0.0647887323943662,1,0.252767527675277,737.7,0.505814250174484,1
"Canis simensis",0,0.528360343183985,0.465020576131687,0.233516483516484,1,0.46911369740376,652.2,0.539202220047183,1,0,0.536105815061964,0.384507042253521,0.219718309859155,1,0.437269372693727,637.7,0.515520107973673,1
"Caracal caracal",0,0.249880838894185,0.871056241426612,0.427197802197802,NA,0.609668755595345,583.75,0.539450909528486,1,0,0.249404194470925,0.866197183098592,0.457746478873239,NA,0.586715867158672,576.125,0.540015930900357,1
"Tragelaphus imberbis",0,0.314585319351764,0.755829903978052,0.478021978021978,NA,0.609668755595345,639.875,0.539526489236785,1,0,0.329122974261201,0.747887323943662,0.442253521126761,NA,0.586715867158672,636,0.526494921622574,1
"Rattus exulans",0,0.242135367016206,0.909465020576132,0.403846153846154,NA,0.609668755595345,578.375,0.541278824258459,1,0,0.218064823641563,0.905633802816901,0.384507042253521,NA,0.586715867158672,537.25,0.523730383967664,1
"Ammotragus lervia",0,0.41408484270734,0.713305898491084,0.434065934065934,NA,0.609668755595345,728.5,0.542781357714926,1,0,0.450428979980934,0.7,0.450704225352113,NA,0.586715867158672,756.25,0.54696226812293,1
"Macropus robustus",0,NA,0.554869684499314,0.467032967032967,NA,0.609668755595345,361.666666666667,0.543857135709209,1,0,NA,0.492253521126761,0.371830985915493,NA,0.586715867158672,310.5,0.483600124733642,1
"Bos javanicus",0,0.253455672068637,0.842249657064472,0.475274725274725,NA,0.609668755595345,591,0.545162202500795,1,0,0.281339370829361,0.836619718309859,0.463380281690141,NA,0.586715867158672,605.375,0.542013809497008,1
"Ichneumia albicauda",0,0.252859866539561,0.39917695473251,0.464285714285714,1,0.609668755595345,460.7,0.545198258230626,1,0,0.261439466158246,0.316901408450704,0.42112676056338,1,0.586715867158672,442.4,0.5172367004662,1
"Hipposideros abae",0,0.120114394661582,0.597393689986283,0.407967032967033,1,0.609668755595345,370,0.547028774642049,1,0,0.149070543374643,0.524647887323944,0.385915492957746,1,0.586715867158672,372.6,0.529269958163001,1
"Papio papio",0,0.539442326024785,0.174897119341564,0.417582417582418,1,0.609668755595345,661.7,0.548318123708822,1,0,0.566491897044805,0.233098591549296,0.397183098591549,1,0.586715867158672,683.1,0.556697890868864,1
"Callithrix leucippe",0,NA,0.174897119341564,0.409340659340659,1,0.609668755595345,259.75,0.548476633569392,1,0,NA,0.233098591549296,0.419718309859155,1,0.586715867158672,263.625,0.559883192141781,1
"Mus booduga",0,0.272998093422307,0.487654320987654,0.379120879120879,1,0.609668755595345,478.1,0.549888409825237,1,0,0.25893708293613,0.416197183098592,0.315492957746479,1,0.586715867158672,439.4,0.515468618187974,1
"Macaca nemestrina",0,0.334008579599619,0.824417009602195,0.436813186813187,NA,0.609668755595345,665.25,0.551226882902586,1,0,0.385486177311725,0.81830985915493,0.395774647887324,NA,0.586715867158672,699.375,0.546571637878163,1
"Myocastor coypus",0,0.72080552907531,0.322359396433471,0.244505494505494,1,0.46911369740376,794.5,0.551356823483607,1,0,0.799451858913251,0.307042253521127,0.263380281690141,1,0.437269372693727,853.9,0.561428753363649,1
"Epomophorus wahlbergi",0,0.0216873212583413,0.228395061728395,0.506868131868132,1,1,291.6,0.551390102970974,1,0,0.021210676835081,0.176760563380282,0.502816901408451,1,1,277.3,0.540157628324763,1
"Philander opossum",0,NA,0.462277091906722,0.277472527472527,1,0.46911369740376,268.5,0.552215829195752,1,0,NA,0.387323943661972,0.256338028169014,1,0.437269372693727,241.75,0.520232836131178,1
"Macaca radiata",0,0.60664918970448,0.587105624142661,0.18956043956044,1,0.383169203222919,719.7,0.5532968913261,1,0,0.594018112488084,0.51830985915493,0.180281690140845,1,0.346863468634686,689.9,0.527894626083709,1
"Miniopterus inflatus",0,0.150857959961868,0.651577503429355,0.354395604395604,1,0.609668755595345,395.9,0.553299964676435,1,0,0.150381315538608,0.597183098591549,0.357746478873239,1,0.586715867158672,380,0.538405352032414,1
"Colobus guereza",0,0.377025738798856,0.799725651577503,0.428571428571429,NA,0.609668755595345,704.375,0.553747893635783,1,0,0.438632030505243,0.792957746478873,0.47887323943662,NA,0.586715867158672,765.375,0.574294720894852,1
"Leopardus pardalis",0,0.440181124880839,0.593964334705075,0.270604395604396,1,0.46911369740376,602.4,0.554772710518814,1,0,0.491658722592946,0.526760563380282,0.240845070422535,1,0.437269372693727,623.6,0.539306745817898,1
"Epomops dobsonii",0,0.0424213536701621,0.228395061728395,0.505494505494505,1,1,308.8,0.555262184178613,1,0,0.0344375595805529,0.176760563380282,0.504225352112676,1,1,288.6,0.543084695014702,1
"Dasypus novemcinctus",0,0.886320305052431,0.167352537722908,0.260989010989011,1,0.46911369740376,913.2,0.556755110233622,1,0,0.898474737845567,0.240845070422535,0.274647887323944,1,0.437269372693727,929.2,0.570247413657155,1
"Myotis albescens",0,0.0486177311725453,0.228395061728395,0.512362637362637,1,1,315,0.557875086052716,1,0,0.0517159199237369,0.176760563380282,0.505633802816901,1,1,303.3,0.546822057224184,1
"Meriones hurrianae",0,0.56637273593899,0.657064471879287,0.18543956043956,1,0.383169203222919,695.5,0.558409194296151,1,0,0.53813155386082,0.638028169014085,0.16056338028169,1,0.346863468634686,657.2,0.536717314358256,1
"Mastomys erythroleucus",0,0.272998093422307,0.48559670781893,0.429945054945055,1,0.609668755595345,485.2,0.559641722356327,1,0,0.271091515729266,0.414084507042254,0.433802816901408,1,0.586715867158672,466.1,0.54113894136632,1
"Bandicota indica",0,0.246306005719733,0.91838134430727,0.465659340659341,NA,0.609668755595345,595.625,0.560003861570422,1,0,0.219137273593899,0.914788732394366,0.407042253521127,NA,0.586715867158672,544,0.531921031667016,1
"Tamandua tetradactyla",0,0.895734032411821,0.167352537722908,0.273351648351648,1,0.46911369740376,922.9,0.561110383178027,1,0,0.891205910390848,0.240845070422535,0.23943661971831,1,0.437269372693727,918.1,0.561751394645084,1
"Eptesicus diminutus",0,0.0693517635843661,0.228395061728395,0.51510989010989,1,1,332.8,0.56257134308453,1,0,0.0620829361296473,0.176760563380282,0.528169014084507,1,1,315.2,0.553402502718887,1
"Phoca vitulina",0,0.635486177311725,0.609053497942387,0.188186813186813,1,0.383169203222919,746.9,0.563179138332769,1,0,0.723665395614871,0.545070422535211,0.187323943661972,1,0.346863468634686,803.5,0.560584646089348,1
"Sorex araneus",0,0.296591992373689,0.597393689986283,0.317307692307692,1,0.609668755595345,504.9,0.564192426052602,1,0,0.285986653956149,0.524647887323944,0.405633802816901,1,0.586715867158672,490.3,0.560596842251133,1
"Neovison vison",0,0.554218303145853,0.722908093278464,0.160714285714286,1,0.383169203222919,691.3,0.564201977072304,1,0,0.54706863679695,0.702816901408451,0.163380281690141,1,0.346863468634686,674.3,0.552025857706046,1
"Martes pennanti",0,0.57626310772164,0.489711934156379,0.287087912087912,1,0.46911369740376,703.8,0.564435330273938,1,0,0.544447092469018,0.41830985915493,0.247887323943662,1,0.437269372693727,653.5,0.529582729652267,1
"Eptesicus brasiliensis",0,0.0540991420400381,0.228395061728395,0.539835164835165,1,1,323.6,0.56446587372072,1,0,0.0569590085795996,0.176760563380282,0.573239436619718,1,1,317.3,0.56139180171592,1
"Rhinolophus rouxii",0,0.0456387035271687,0.42798353909465,0.353021978021978,1,1,318.4,0.565328844128759,1,0,0.0315776930409914,0.35,0.383098591549296,1,1,293.6,0.552935256918057,1
"Eptesicus furinalis",0,0.0607721639656816,0.228395061728395,0.541208791208791,1,1,329.4,0.566075203380574,1,0,0.0575548141086749,0.176760563380282,0.569014084507042,1,1,317.2,0.5606658923992,1
"Lophocebus albigena",0,0.387511916110582,0.882716049382716,0.385989010989011,NA,0.609668755595345,722.75,0.566471433019413,1,0,0.438632030505243,0.883802816901408,0.446478873239437,NA,0.586715867158672,775.75,0.58890739695119,1
"Lasiurus egregius",0,0.063393708293613,0.228395061728395,0.554945054945055,1,1,333.6,0.569346764993413,1,0,0.0662535748331745,0.176760563380282,0.647887323943662,1,1,335.7,0.578180292431424,1
"Myotis thysanodes",0,0.0689942802669209,0.228395061728395,0.553571428571429,1,1,338.1,0.570192154113349,1,0,0.0738798856053384,0.176760563380282,0.532394366197183,1,1,325.7,0.556606963036561,1
"Myotis yumanensis",0,0.0681601525262154,0.228395061728395,0.559065934065934,1,1,338.2,0.571124229664109,1,0,0.0817445185891325,0.176760563380282,0.571830985915493,1,1,337.9,0.566067213576981,1
"Myotis californicus",0,0.0776930409914204,0.228395061728395,0.552197802197802,1,1,345.2,0.571657180983524,1,0,0.11558627264061,0.176760563380282,0.525352112676056,1,1,359.7,0.56353978973939,1
"Urocyon littoralis",0,0.541706387035272,0.801097393689986,0.343406593406593,NA,0.609668755595345,861.875,0.573969782431799,1,0,0.539680648236416,0.794366197183099,0.356338028169014,NA,0.586715867158672,849.875,0.5692751851868,1
"Spermophilus richardsonii",0,0.878455672068637,0.679012345679012,0.274725274725275,NA,0.46911369740376,1160.75,0.575326747469171,1,0,0.881553860819828,0.664788732394366,0.271830985915493,NA,0.437269372693727,1150.25,0.563860737955854,1
"Myotis chiloensis",0,0.125,0.228395061728395,0.531593406593407,1,1,381.9,0.57699769366436,1,0,0.12595328884652,0.176760563380282,0.53943661971831,1,1,370.4,0.568430094389022,1
"Dasyprocta punctata",0,0.704122974261201,0.580932784636488,0.413461538461538,NA,0.609668755595345,1004.875,0.577046513238643,1,0,0.766920877025739,0.513380281690141,0.388732394366197,NA,0.586715867158672,1044.125,0.563937355060187,1
"Myotis levis",0,0.0710200190657769,0.228395061728395,0.586538461538462,1,1,344.6,0.577190708466527,1,0,0.0687559580552908,0.176760563380282,0.509859154929577,1,1,318.2,0.55107513527303,1
"Semnopithecus entellus",0,0.604623450905624,0.563786008230453,0.248626373626374,1,0.46911369740376,732.8,0.577229906033242,1,0,0.629408960915157,0.501408450704225,0.287323943661972,1,0.437269372693727,742.2,0.571082145595016,1
"Rhinolophus hildebrandtii",0,0.0393231649189704,0.772976680384088,0.498626373626374,NA,1,412.5,0.577731554732358,1,0,0.0228789323164919,0.765492957746479,0.484507042253521,NA,1,381.375,0.568219733079123,1
