"Sp","Betacov","R.Alb","R.Car3","R.Gut1","R.Stock1","P.Alb","P.Car3","P.Gut1","P.Stock1","InSample","Rank","PropRank"
"Nycticeius aenobarbus",0,NA,0.650537634408602,0.507168458781362,0.790322580645161,NA,0.0689979390459354,0.394261712164552,0.116648458350897,0,708.333333333333,0.649342891278375
"Bauerus dubiaquercus",0,0.336587872559096,0.728494623655914,0.769713261648746,0.764705882352941,0.186583333333333,0.0508151478275953,0.167310202479605,0.125818602754986,0,701.375,0.649875410054174
"Laephotis namibensis",0,0.614080164439877,0.564516129032258,0.845878136200717,0.575901328273245,0.16825,0.0926541795712991,0.115619098711603,0.180706223582742,0,694.625,0.650093939486524
"Vespadelus douglasorum",0,0.628982528263104,0.609318996415771,0.626344086021505,0.73719165085389,0.165166666666667,0.0788145450069669,0.277406707306646,0.134787085113712,0,692,0.650459315388567
"Phoniscus aerosa",0,NA,0.661290322580645,0.568100358422939,0.722011385199241,NA,0.0673266747134128,0.339468144894074,0.138947568794217,0,711,0.650467355400942
"Artibeus hirsutus",0,0.825796505652621,0.511648745519713,0.650537634408602,0.623339658444023,0.132416666666667,0.123102813816465,0.248735085406917,0.165921983762711,0,689.375,0.65283063600624
"Artibeus glaucus",0,0.671120246659815,0.629928315412186,0.452508960573477,0.859582542694497,0.148,0.0731953947793866,0.448549091529934,0.0921745405583891,0,691.75,0.653285016334994
"Uroderma magnirostrum",0,0.745118191161357,0.503584229390681,0.469534050179211,0.896584440227704,0.139916666666667,0.127759327775532,0.421521486510969,0.0818869256792431,0,689,0.653705227739738
"Mormopterus jugularis",0,0.954779033915725,0.53494623655914,0.588709677419355,0.537950664136622,0.115916666666667,0.109349757288627,0.324431537935732,0.19547419478323,0,687.5,0.65409640300771
"Chiroderma villosum",0,0.681397738951696,0.541218637992832,0.559139784946237,0.835863377609108,0.146583333333333,0.105224485315083,0.348896561221181,0.0997474176451334,0,693,0.654404884874968
"Lasiurus salinae",0,0.528776978417266,0.650537634408602,0.505376344086022,0.934060721062619,0.174083333333333,0.0689979390459354,0.394346349997212,0.0679854636967745,0,697.25,0.654687919493627
"Pteropus tuberculatus",0,0.428571428571429,0.827060931899642,0.883512544802867,0.487666034155598,0.179,0.0335098241768892,0.0943005948358709,0.2091832959015,0,710,0.656702734857384
"Myotis abei",0,NA,0.711469534050179,0.778673835125448,0.481024667931689,NA,0.0549270518629594,0.159349527940229,0.211837677735476,0,723.333333333333,0.657056012369105
"Myotis keaysi",0,0.209660842754368,0.709677419354839,0.716845878136201,0.992409867172676,0.206583333333333,0.0549622578475861,0.20373466871081,0.0325940078136159,0,710.5,0.657148501854521
"Myotis fortidens",0,0.283144912641316,0.743727598566308,0.783154121863799,0.82258064516129,0.192333333333333,0.0476484263533295,0.155816366740528,0.103792518441305,0,711.625,0.658151819558178
"Corynorhinus rafinesquii",0,0.603802672147996,0.926523297491039,0.707885304659498,0.396584440227704,0.169,0.0205146759126813,0.209484419247961,0.240073234856299,0,707.375,0.658698928631559
"Hypsugo musciculus",0,NA,0.451612903225806,0.700716845878136,0.828273244781784,NA,0.147440930462254,0.212177562593857,0.102064786657658,0,719.666666666667,0.660200997961909
"Pipistrellus minahassae",0,NA,0.689964157706093,0.789426523297491,0.503795066413662,NA,0.0611055890222612,0.153081477750403,0.20648172294419,0,727.333333333333,0.661061915805749
"Mormopterus planiceps",0,0.958890030832477,0.488351254480287,0.736559139784946,0.462998102466793,0.115583333333333,0.132742632621975,0.19153489394638,0.21667445331684,0,697,0.661699631891126
"Glauconycteris machadoi",0,0.598150051387461,0.658602150537634,0.833333333333333,0.562618595825427,0.16925,0.0682566205457603,0.123701763260879,0.187781802934242,0,710,0.663176032770964
"Vampyressa pusilla",0,0.833504624871531,0.436827956989247,0.479390681003584,0.903225806451613,0.131333333333333,0.154522303390927,0.409095666236356,0.0801455730532262,0,696.375,0.663237267328994
"Plecotus sardus",0,NA,0.801075268817204,0.527777777777778,NA,NA,0.0375787691778924,0.382643758483067,NA,0,741.5,0.664426523297491
"Plecotus alpinus",0,NA,0.801075268817204,0.528673835125448,NA,NA,0.0375787691778924,0.382394536372921,NA,0,742,0.664874551971326
"Pipistrellus wattsi",0,0.377697841726619,0.903225806451613,0.901433691756272,0.478178368121442,0.182833333333333,0.022338254647468,0.0809881518471595,0.212958017935314,0,721.375,0.665133927013987
"Cistugo lesueuri",0,0.460945529290853,0.565412186379928,0.860215053763441,0.774193548387097,0.1775,0.0925940184103521,0.107156474661896,0.122118781826568,0,713.875,0.66519157945533
"Nycteris vinsoni",0,0.938335046248715,0.708781362007168,0.697132616487455,0.32258064516129,0.118583333333333,0.0551736469089251,0.213359151088843,0.27021012315872,0,705.5,0.666707417476157
"Pteralopex pulchra",0,0.600205549845838,0.768817204301075,0.823476702508961,0.476280834914611,0.169166666666667,0.042040038086769,0.129925567818702,0.213589705168054,0,715.75,0.667195072892621
"Emballonura atrata",0,0.975334018499486,0.525985663082437,0.551075268817204,0.622390891840607,0.111666666666667,0.113282596829402,0.355350953744058,0.165973481176458,0,701.75,0.668696460559934
"Miniopterus manavi",0,0.961973278520041,0.543906810035842,0.502688172043011,0.680265654648956,0.115416666666667,0.104189843147014,0.395651506549366,0.150260586223366,0,705.25,0.672208478811963
"Otomops madagascariensis",0,0.932168550873587,0.554659498207885,0.519713261648746,0.697343453510436,0.118916666666667,0.0964575766027602,0.388155850365848,0.1453760896359,0,710.25,0.675971191060164
"Noctilio leporinus",0,0.802672147995889,0.735663082437276,0.295698924731183,0.870967741935484,0.135083333333333,0.0491380428184543,0.641203586709218,0.0894034350265688,0,712.5,0.676250474274958
"Corynorhinus mexicanus",0,0.36639260020555,0.913082437275986,0.866487455197133,0.560721062618596,0.183916666666667,0.0217302821036824,0.103992764403469,0.188648983595812,0,733.375,0.676670888824316
"Myotis ruber",0,0.343268242548818,0.833333333333333,0.709677419354839,0.820683111954459,0.185583333333333,0.0326510681998101,0.20875107186352,0.105877627421144,0,730.25,0.676740526797862
"Nyctimene keasti",0,NA,0.530465949820789,0.824372759856631,NA,NA,0.111764497964316,0.129545968067476,NA,0,756,0.67741935483871
"Balantiopteryx plicata",0,0.949640287769784,0.706989247311828,0.583333333333333,0.470588235294118,0.1165,0.0557982145111014,0.32760983720133,0.214440283313354,0,715,0.677637775927266
"Taphozous hildegardeae",0,0.921377183967112,0.551971326164875,0.533154121863799,0.704933586337761,0.120166666666667,0.0994176096270376,0.379501100305012,0.144591192109543,0,712.625,0.677859054583387
"Artibeus gnomus",0,0.71634121274409,0.57078853046595,0.540322580645161,0.885199240986717,0.142916666666667,0.0914180493390925,0.370974959939391,0.0852662130867699,0,717.5,0.67816289121048
"Chiroderma doriae",0,0.784172661870504,0.527777777777778,0.558243727598566,0.843453510436433,0.136416666666667,0.112616567449338,0.349690288858893,0.0970311082104852,0,716,0.67841191942082
"Lasiurus varius",0,0.626927029804728,0.650537634408602,0.509856630824373,0.934060721062619,0.165833333333333,0.0689979390459354,0.393941769048482,0.0679854636967745,0,722.375,0.68034550402508
"Molossus pretiosus",0,0.743576567317574,0.739247311827957,0.603942652329749,0.63472485768501,0.140083333333333,0.0481519091011653,0.301288165112987,0.163930840348086,0,722.875,0.680372847290073
"Hipposideros corynophyllus",0,0.896711202466598,0.878136200716846,0.667562724014337,0.291271347248577,0.123083333333333,0.0260851907189703,0.236364728488599,0.285746471963394,0,726.125,0.683420368611589
"Rhogeessa minutilla",0,0.277492291880781,0.85752688172043,0.853046594982079,0.749525616698292,0.1935,0.0279170240393054,0.110525689519409,0.130891418925845,0,742.25,0.684397846320396
"Promops centralis",0,0.749229188078109,0.638888888888889,0.599462365591398,0.75426944971537,0.139583333333333,0.0701937162830045,0.309227714249837,0.128484488633882,0,726.5,0.685462473068441
"Platyrrhinus vittatus",0,0.698869475847893,0.689068100358423,0.657706093189964,0.696394686907021,0.1445,0.061106752436159,0.244503853415676,0.145644152020199,0,729.25,0.685509589075825
"Peropteryx macrotis",0,0.940390544707091,0.724910394265233,0.395161290322581,0.685009487666034,0.118333333333333,0.0509691454960702,0.507818990276358,0.149100697127619,0,721.75,0.686367929240235
"Eumops underwoodi",0,0.806783144912641,0.71594982078853,0.67741935483871,0.547438330170778,0.134666666666667,0.0536642377560389,0.229318424484868,0.191971701306824,0,729.25,0.686897662677665
"Artibeus inopinatus",0,0.82065775950668,0.723118279569892,0.654121863799283,0.553130929791271,0.133166666666667,0.0511640915944295,0.246622293726526,0.190021156336899,0,729.625,0.687757208166782
"Otomops johnstonei",0,NA,0.699820788530466,0.67921146953405,NA,NA,0.0571283711990668,0.228941433509359,NA,0,769.5,0.689516129032258
"Mops niangarae",0,0.869475847893114,0.686379928315412,0.802867383512545,0.402277039848197,0.126083333333333,0.0624078864749811,0.142052796198695,0.23632184962155,0,733,0.690250049892317
"Myotis elegans",0,0.26207605344296,0.753584229390681,0.772401433691756,0.981024667931689,0.195083333333333,0.0448125987970759,0.1653805961687,0.0457842419572864,0,748,0.692271596114272
"Rhinolophus maendeleo",0,NA,0.6415770609319,0.745519713261649,NA,NA,0.0691741081729076,0.186908196686463,NA,0,774,0.693548387096774
"Chalinolobus picatus",0,0.479445015416238,0.81989247311828,0.814516129032258,0.66034155597723,0.176583333333333,0.0354322431169866,0.1342091038651,0.157034446512168,0,746.625,0.693548793386002
"Peropteryx kappleri",0,0.887975334018499,0.732974910394265,0.344086021505376,0.809297912713473,0.123666666666667,0.0498558730644747,0.562990838901114,0.110006963189111,0,729.75,0.693583544657903
"Brachyphylla cavernarum",0,0.872559095580678,0.585125448028674,0.672043010752688,0.648007590132827,0.125916666666667,0.0858710992529749,0.234074615217996,0.160773348230571,0,733.75,0.694433786123717
"Myotis sodalis",0,0.442959917780062,0.763440860215054,0.771505376344086,0.807400379506641,0.178333333333333,0.043575825317419,0.165598141927385,0.110963098448274,0,748.75,0.696326633461461
"Noctilio albiventris",0,0.798561151079137,0.845878136200717,0.415770609318996,0.725806451612903,0.13525,0.0297988490248198,0.484722610939214,0.137605564931876,0,737.5,0.696504087052938
"Taphozous kapalgensis",0,0.990236382322713,0.687275985663082,0.482078853046595,0.632827324478178,0.107416666666667,0.0620575478692847,0.407784162447938,0.164246229298769,0,733.875,0.698104636377642
"Nyctophilus microtis",0,0.399794450154162,0.701612903225806,0.82258064516129,0.870018975332068,0.181166666666667,0.0569896326978408,0.130125417195042,0.0896051502890427,0,751.75,0.698501743468332
"Myotis melanorhinus",0,0.28622816032888,0.89336917562724,0.868279569892473,0.766603415559772,0.191916666666667,0.0235247750714428,0.102445864055002,0.124843722888996,0,763.125,0.703620080352091
"Eumops dabbenei",0,0.809352517985611,0.831541218637993,0.669354838709677,0.504743833017078,0.134583333333333,0.032744816208392,0.236088987225757,0.206440012669786,0,748.625,0.70374810208759
"Pteralopex acrodonta",0,NA,0.974014336917563,0.706093189964158,0.433586337760911,NA,0.0108349044405962,0.210540509376416,0.224540956965674,0,777.333333333333,0.704564621547544
"Platyrrhinus recifinus",0,0.824254881808839,0.553763440860215,0.596774193548387,0.851992409867173,0.132916666666667,0.0964797962561602,0.313004557696197,0.0947841492038329,0,746,0.706696231521153
"Artibeus watsoni",0,0.731757451181912,0.575268817204301,0.721326164874552,0.808349146110057,0.141,0.0899160720462804,0.201240677012185,0.11067504605573,0,752.75,0.709175394842705
"Trachops cirrhosus",0,0.796505652620761,0.841397849462366,0.342293906810036,0.858633776091082,0.135333333333333,0.0305210274447712,0.565817323761582,0.0924936730850893,0,750.25,0.709707796246061
"Hipposideros wollastoni",0,0.929085303186023,0.806451612903226,0.801971326164875,0.30550284629981,0.119333333333333,0.0368301518460145,0.143486662619471,0.27767244870228,0,755.25,0.710752772138483
"Hesperoptenus gaskelli",0,NA,0.673835125448029,0.689964157706093,0.772296015180266,NA,0.0637849816856945,0.21850714483511,0.12270739112657,0,778.666666666667,0.712031766111463
"Chalinolobus dwyeri",0,0.631551901336074,0.82258064516129,0.815412186379928,0.581593927893738,0.164833333333333,0.0348209577829438,0.13405480857667,0.178528770772907,0,763.875,0.712784665192758
"Otomops secundus",0,NA,0.876344086021505,0.656810035842294,0.605313092979127,NA,0.0261972049689357,0.245522836236178,0.174879548518795,0,783,0.712822404947642
"Nyctophilus heran",0,0.631551901336074,0.722222222222222,0.807347670250896,0.69449715370019,0.164833333333333,0.0513712254218752,0.139111927356825,0.146455940251779,0,763.375,0.713904736877345
"Pteropus fundatus",0,NA,0.783154121863799,0.852150537634409,0.509487666034156,NA,0.0399170836077334,0.11073152625426,0.205714916804812,0,787.333333333333,0.714930775177455
"Miniopterus paululus",0,0.916752312435766,0.661290322580645,0.577956989247312,0.703984819734345,0.121,0.0673266747134128,0.329303696431326,0.1447286957797,0,754.25,0.714996110999517
"Molossus aztecus",0,0.954779033915725,0.732078853046595,0.754480286738351,0.420303605313093,0.115916666666667,0.0498572200123756,0.17940115489924,0.22983939181161,0,757.75,0.715410444753441
"Pteronotus macleayii",0,0.896711202466598,0.868279569892473,0.800179211469534,0.29696394686907,0.123083333333333,0.0266556821662993,0.143956525286404,0.282325042838453,0,761.875,0.715533482674419
"Brachyphylla nana",0,0.894655704008222,0.583333333333333,0.67831541218638,0.707779886148008,0.12325,0.0861975770610033,0.229191822199724,0.142946847959274,0,756.125,0.716021083918986
"Pteropus howensis",0,NA,0.778673835125448,0.838709677419355,0.535104364326376,NA,0.0406722206302036,0.120516644802122,0.19634751896563,0,789.666666666667,0.71749595895706
"Pteropus nitendiensis",0,NA,0.78494623655914,0.840501792114695,0.53415559772296,NA,0.0392522330899624,0.118674904944471,0.196605296790739,0,792.333333333333,0.719867875465598
"Myotis nesopolus",0,0.371017471736896,0.902329749103943,0.796594982078853,0.825426944971537,0.183666666666667,0.0224250231623561,0.148230442160427,0.102860916871996,0,781.75,0.723842286972807
"Plecotus balensis",0,NA,0.738351254480287,0.711469534050179,NA,NA,0.0481861515268407,0.207403461440331,NA,0,809,0.724910394265233
"Kerivoula muscina",0,0.387461459403905,0.829749103942652,0.862007168458781,0.826375711574953,0.181916666666667,0.0332120332235624,0.106788178972144,0.102628846627139,0,784,0.726398360845073
"Myotis stalkeri",0,0.435765673175745,0.776881720430108,0.806451612903226,0.887096774193548,0.1785,0.0412603314390976,0.139523702180189,0.0851657510879904,0,781.5,0.726548945175657
"Chaerephon tomensis",0,NA,0.547491039426523,0.906810035842294,NA,NA,0.101432550807479,0.0797071532566016,NA,0,811.5,0.727150537634409
"Myotis planiceps",0,0.452209660842754,0.879032258064516,0.976702508960573,0.60246679316888,0.177833333333333,0.0259579254973273,0.0338050864198644,0.175075368053717,0,786.5,0.727602805259181
"Phyllostomus elongatus",0,0.782117163412127,0.950716845878136,0.486559139784946,0.691650853889943,0.136916666666667,0.0164888469529248,0.401843425040162,0.146880054877979,0,773.5,0.727761000741288
"Rhogeessa mira",0,0.511819116135663,0.898745519713262,0.968637992831541,0.532258064516129,0.175,0.0227365324175932,0.0424858632917114,0.19711297067959,0,785.75,0.727865173299149
"Platyrrhinus umbratus",0,0.854059609455293,0.67921146953405,0.575268817204301,0.803605313092979,0.128833333333333,0.0632716046241624,0.332516549145565,0.112071215310719,0,769.5,0.728036302321656
"Phoniscus papuensis",0,0.5775950668037,0.836917562724014,0.780465949820789,0.718216318785579,0.171,0.0311475483234153,0.158357324555869,0.140689170929295,0,781,0.72829872453352
"Mimon bennettii",0,0.719424460431655,0.880824372759857,0.350358422939068,0.963946869070209,0.142416666666667,0.0249530392657895,0.555883085291139,0.0544983455186306,0,772.5,0.728638531300197
"Myotis oxyotus",0,0.221993833504625,0.8915770609319,0.808243727598566,0.993358633776091,0.203666666666667,0.0237602055326489,0.137888763081517,0.0321050591479894,0,790,0.728793313952795
"Leptonycteris yerbabuenae",0,0.781089414182939,0.613799283154122,0.652329749103943,0.875711574952562,0.137,0.0766574387239435,0.24829869587999,0.0877862539135808,0,774,0.730732505348391
"Sturnira aratathomasi",0,0.840698869475848,0.729390681003584,0.737455197132617,0.616698292220114,0.130333333333333,0.0507102612381421,0.191518046769997,0.170123045435014,0,776.25,0.731060759958041
"Emballonura furax",0,0.967625899280576,0.774193548387097,0.682795698924731,0.502846299810247,0.112916666666667,0.0415311679173409,0.225209350930758,0.20654899978483,0,774.375,0.731865361600663
"Histiotus laephotis",0,0.439362795477903,0.968637992831541,0.876344086021505,0.649905123339658,0.178416666666667,0.0120398730656055,0.0987406859955338,0.160688325814093,0,792.875,0.733562499417652
"Glyphonycteris sylvestris",0,0.746145940390545,0.817204301075269,0.414874551971326,0.959203036053131,0.139666666666667,0.0357026617351513,0.485233429941702,0.0559475627497176,0,778,0.734356957372568
"Rhogeessa aeneus",0,0.422918807810894,0.899641577060932,0.939068100358423,0.678368121442125,0.179166666666667,0.0227232321467145,0.0590682333740675,0.150483633688668,0,794.625,0.734999151668094
"Cynomops mexicanus",0,0.867420349434738,0.756272401433692,0.740143369175627,0.598671726755218,0.126833333333333,0.044278010333863,0.19045150375902,0.17605249359176,0,786.25,0.740626961699819
"Nycticeius cubanus",0,0.50256937307297,0.871863799283154,0.8584229390681,0.730550284629981,0.175416666666667,0.0265241750902303,0.107660409232603,0.136408640739719,0,797.5,0.740851599013551
"Platyrrhinus dorsalis",0,0.78622816032888,0.68010752688172,0.705197132616487,0.812144212523719,0.136333333333333,0.0630200301083454,0.211136229331347,0.109098401034439,0,791.75,0.745919258087702
"Thyroptera tricolor",0,0.825796505652621,0.775985663082437,0.566308243727599,0.815939278937381,0.132416666666667,0.041454856644238,0.340190914762564,0.107998293942622,0,790.375,0.74600742285001
"Hylonycteris underwoodi",0,0.904419321685509,0.557347670250896,0.603046594982079,0.926944971537002,0.12275,0.0945300616487247,0.302308602639895,0.0700495022491912,0,788,0.747939639613871
"Chalinolobus tuberculatus",0,0.616135662898253,0.914874551971326,0.877240143369176,0.586337760910816,0.168166666666667,0.0216312502644431,0.0987009573013132,0.177194943222076,0,804.375,0.748647029787393
"Anthops ornatus",0,0.947584789311408,0.916666666666667,0.862903225806452,0.27134724857685,0.117166666666667,0.021302490795678,0.106384713681595,0.297724145105361,0,798.5,0.749625482590344
"Saccopteryx leptura",0,0.89054470709147,0.808243727598566,0.625448028673835,0.686907020872865,0.123583333333333,0.0366331422029886,0.277420114813576,0.148294229134544,0,797.625,0.752785871059184
"Eumops bonariensis",0,0.956834532374101,0.736559139784946,0.557347670250896,0.761859582542694,0.115666666666667,0.048989058698963,0.350751966108964,0.126303894755017,0,794.5,0.753150231238159
"Emballonura beccarii",0,0.976361767728674,0.746415770609319,0.78405017921147,0.506641366223909,0.1115,0.046918783766975,0.155517727639353,0.205903293812842,0,798,0.753367270943343
"Hipposideros dinops",0,0.91469681397739,0.925627240143369,0.85573476702509,0.318785578747628,0.1215,0.0205789376381512,0.109387775196685,0.27151254091031,0,803.5,0.753711099973369
"Histiotus alienus",0,0.600205549845838,0.89247311827957,0.875448028673835,0.65180265654649,0.169166666666667,0.0237107285396965,0.0988916099169578,0.160214289145744,0,811,0.754982338336433
"Choeronycteris mexicana",0,0.814491264131552,0.672043010752688,0.676523297491039,0.857685009487666,0.133916666666667,0.0647760657834692,0.230722620214022,0.0925440660026125,0,800.375,0.755185645465736
"Mormopterus norfolkensis",0,0.952723535457348,0.844982078853047,0.851254480286738,0.384250474383302,0.116083333333333,0.0298677362903206,0.111276244702543,0.245892753423093,0,806.25,0.758302642245109
"Cynomops paranus",0,0.76464542651593,0.837813620071685,0.593189964157706,0.840607210626186,0.13875,0.0310150370097646,0.318109225556384,0.0986391620251955,0,806.75,0.759064055342877
"Molossops temminckii",0,0.801130524152107,0.917562724014337,0.78494623655914,0.541745730550285,0.135166666666667,0.0209774386083487,0.155272089499748,0.194436705974558,0,812.625,0.761346303818967
"Eptesicus innoxius",0,0.49743062692703,0.982974910394265,0.987455197132617,0.5853889943074,0.175583333333333,0.0091527757399116,0.0260680356202315,0.177956620757244,0,825,0.763312432190328
"Pteronotus quadridens",0,0.985097636176773,0.834229390681004,0.895161290322581,0.340607210626186,0.1085,0.0326097357302704,0.0848862814475125,0.264051743526364,0,811.875,0.763773881951636
"Choeroniscus godmani",0,0.743576567317574,0.635304659498208,0.75179211469534,0.925996204933586,0.140083333333333,0.0706939901941255,0.180649725524503,0.0707903646687192,0,811.875,0.764167386611177
"Lasiurus insularis",0,0.465570400822199,0.871863799283154,0.864695340501792,0.854838709677419,0.17725,0.0265241750902303,0.105425987899986,0.0932566980380694,0,823,0.764242062571141
"Rhinolophus sakejiensis",0,NA,0.685483870967742,0.843189964157706,NA,NA,0.0624590337661724,0.117260367489816,NA,0,853,0.764336917562724
"Taphozous achates",0,0.97070914696814,0.592293906810036,0.777777777777778,0.72011385199241,0.11225,0.0833506063807585,0.159790429633818,0.139709687608188,0,808.125,0.765223670887091
"Tonatia bidens",0,0.843268242548818,0.879928315412186,0.549283154121864,0.794117647058823,0.130083333333333,0.0249592279347313,0.357982193471169,0.115853094973609,0,813.125,0.766649339785423
"Chaerephon gallagheri",0,0.95169578622816,0.672939068100358,0.872759856630824,0.569259962049336,0.116166666666667,0.0639770192270975,0.100533271579899,0.182804994649224,0,812.75,0.76666366825217
"Eptesicus guadeloupensis",0,0.579650565262076,0.851254480286738,0.92741935483871,0.709677419354839,0.170916666666667,0.0287285039209028,0.0668348723216455,0.142321767567632,0,824.25,0.767000454935591
"Molossops mattogrossensis",0,0.718396711202467,0.852150537634409,0.74820788530466,0.759013282732448,0.142583333333333,0.0286232614103398,0.184856871030679,0.127058570969785,0,821.25,0.769442104218496
"Miniopterus macrocneme",0,0.958890030832477,0.587813620071685,0.695340501792115,0.83965844402277,0.115583333333333,0.0854792980977789,0.214537211526595,0.0990642715376024,0,812.5,0.770425649179762
"Taphozous troughtoni",0,0.99486125385406,0.826164874551971,0.60752688172043,0.658444022770398,0.106,0.0336540913658331,0.299738004072819,0.157795111210888,0,815.5,0.771749258224215
"Mormoops blainvillei",0,0.97327852004111,0.803763440860215,0.774193548387097,0.537001897533207,0.112083333333333,0.0371071147864819,0.164639077916224,0.195546926369188,0,818.5,0.772059351705407
"Centronycteris maximiliani",0,0.950668036998972,0.792114695340502,0.64426523297491,0.702087286527514,0.11625,0.0382320199723655,0.252994247514772,0.144866862242077,0,817,0.772283812960475
"Furipterus horrens",0,0.775950668036999,0.877240143369176,0.712365591397849,0.727703984819734,0.1375,0.026095467729358,0.207334162660522,0.136884754789812,0,824,0.77331509690594
"Lasiurus minor",0,0.435765673175745,0.846774193548387,0.8915770609319,0.922201138519924,0.1785,0.0292592379282119,0.0873739597406632,0.0727261640138384,0,834,0.774079516543989
"Platyrrhinus aurarius",0,0.724563206577595,0.791218637992832,0.887096774193548,0.695445920303605,0.141666666666667,0.0384970413464566,0.0901695139560911,0.146254681057626,0,827.75,0.774581134766895
"Myotis simus",0,0.29393627954779,0.962365591397849,0.846774193548387,1,0.190833333333333,0.0144486684007471,0.113890049641119,-0.0311719585184801,0,839.75,0.775769016123507
"Tonatia saurophila",0,0.720452209660843,0.825268817204301,0.730286738351254,0.827324478178368,0.142333333333333,0.0340741562343525,0.194343292591652,0.102158144145288,0,827.25,0.775833060848692
"Artibeus anderseni",0,0.753340184994861,0.810931899641577,0.96594982078853,0.578747628083491,0.1395,0.0363762273888846,0.0431471455695569,0.180098985052791,0,831.5,0.777242383377115
"Emballonura semicaudata",0,1,0.954301075268817,0.649641577060932,0.505692599620493,0.1,0.0159675521637652,0.24940352246117,0.206073240216335,0,824,0.777408812987561
"Chaerephon solomonis",0,0.865364850976362,0.938172043010753,0.910394265232975,0.407969639468691,0.127166666666667,0.0183823621130352,0.078860820035724,0.235472102158937,0,833.75,0.780475199672195
"Promops nasutus",0,0.787769784172662,0.85573476702509,0.798387096774194,0.683111954459203,0.13625,0.0283713239238683,0.146344789442588,0.149369635854176,0,833.125,0.781250900607787
"Eptesicus andinus",0,0.31294964028777,0.905017921146953,0.917562724014337,0.99146110056926,0.188666666666667,0.0221027296228515,0.0754679090975225,0.0330319928715493,0,845.875,0.78174784650458
"Myotis anjouanensis",0,NA,0.700716845878136,0.861111111111111,0.784629981024668,NA,0.057062942160888,0.107128378368534,0.11961253324323,0,856.666666666667,0.782152646004638
"Macrophyllum macrophyllum",0,0.784172661870504,0.767921146953405,0.628136200716846,0.952561669829222,0.136416666666667,0.0420415932981671,0.274996551960628,0.0600247382151847,0,831.25,0.783197919842494
"Carollia castanea",0,0.742034943473792,0.612007168458781,0.867383512544803,0.911764705882353,0.14025,0.0767056950911693,0.103971287477122,0.0772316326448922,0,833.5,0.783297582589932
"Cynomops greenhalli",0,0.688591983556012,0.861111111111111,0.829749103942652,0.757115749525617,0.146,0.0276910068797712,0.128781575572521,0.127726094329999,0,838.75,0.784141987033848
"Lasiurus pfeifferi",0,0.523638232271326,0.871863799283154,0.863799283154122,0.878557874762808,0.17425,0.0265241750902303,0.106154635670158,0.0874838367335924,0,843.125,0.784464797367853
"Myotis dominicensis",0,0.394655704008222,0.882616487455197,0.984767025089606,0.877609108159393,0.1815,0.0249198042938636,0.0271810398579649,0.0875460134117836,0,848.25,0.784912081178104
"Hipposideros demissus",0,0.899794450154162,0.953405017921147,0.931003584229391,0.355787476280835,0.122916666666667,0.0162140733234837,0.0648640249775217,0.257121003450915,0,838.375,0.784997632146384
"Ardops nichollsi",0,0.857142857142857,0.623655913978495,0.85752688172043,0.80550284629981,0.128333333333333,0.0743594838200124,0.108888556530181,0.111961693028543,0,834,0.785957124785398
"Chiroderma improvisum",0,0.930113052415211,0.610215053763441,0.885304659498208,0.719165085388994,0.11925,0.0782984405302974,0.092568840661141,0.139981045878284,0,833,0.786199462766463
"Taphozous australis",0,0.97070914696814,0.818100358422939,0.694444444444444,0.663187855787476,0.11225,0.0355719372531935,0.216263733781498,0.155302747015056,0,832.875,0.78661045140575
"Myotis auriculus",0,0.369475847893114,0.905913978494624,0.942652329749104,0.930740037950664,0.18375,0.0220860076232428,0.0560656437889919,0.0693485828429173,0,850.875,0.787195548521876
"Anoura latidens",0,0.707091469681398,0.805555555555556,0.718637992831541,0.920303605313093,0.143833333333333,0.0369684933745969,0.202428505809561,0.0732524810736694,0,839.75,0.787897155845397
"Stenoderma rufum",0,0.858170606372045,0.601254480286738,0.794802867383513,0.900379506641366,0.12825,0.0803308063641375,0.149548083897917,0.0807319977552739,0,835.5,0.788651865170916
"Rhinophylla pumilio",0,0.691675231243577,0.694444444444444,0.787634408602151,0.983870967741935,0.145583333333333,0.0593607717360835,0.153878839949876,0.0438670227115411,0,841,0.789406263008027
"Chalinolobus neocaledonicus",0,0.567831449126413,0.952508960573477,0.905913978494624,0.732447817836812,0.171583333333333,0.0162724174411106,0.0797459402543586,0.135941670873742,0,849.625,0.789675551507831
"Tadarida kuboriensis",0,0.918293936279548,0.787634408602151,0.828853046594982,0.625237191650854,0.1205,0.0390266824331856,0.129038718538622,0.165523079859108,0,839.125,0.790004645781884
"Platyrrhinus infuscus",0,0.811921891058582,0.757168458781362,0.902329749103943,0.689753320683112,0.134333333333333,0.0442203053079451,0.0809866363200858,0.147198978802659,0,842.25,0.79029335490675
"Eptesicus chiriquinus",0,0.319630010277492,0.93010752688172,0.934587813620072,0.987666034155598,0.188,0.02015148814105,0.0633068312563875,0.0424341923911844,0,858.25,0.79299784623372
"Centronycteris centralis",0,0.928057553956835,0.835125448028674,0.809139784946237,0.601518026565465,0.119666666666667,0.0319716078210779,0.137278608619931,0.175560550084153,0,843,0.793460203374302
"Micronycteris microtis",0,0.694758478931141,0.849462365591398,0.663978494623656,0.966793168880455,0.14475,0.0289253000648401,0.237970906632198,0.0537893710465128,0,846,0.793748127006663
