"Sp","Betacov","R.Alb","R.Car3","R.Gut1","R.Stock1","P.Alb","P.Car3","P.Gut1","P.Stock1","InSample","Rank","PropRank"
"Arielulus societatis",0,0.44655704008222,0.416666666666667,0.595878136200717,0.646110056925996,0.178,0.164637561948862,0.313391932600103,0.160821176708918,0,561.375,0.5263029749689
"Pteralopex atrata",0,0.50256937307297,0.745519713261649,0.659498207885305,0.200189753320683,0.175416666666667,0.0472621953637507,0.242669635480012,0.34469449193259,0,567,0.526944261885152
"Phyllonycteris major",0,NA,0.586917562724014,0.467741935483871,NA,NA,0.0855797751900163,0.424944262915748,NA,0,588.5,0.527329749103943
"Miniopterus fraterculus",0,0.653648509763618,0.415770609318996,0.447132616487455,0.594876660341556,0.1545,0.16509383957552,0.456011572180667,0.176260400560386,0,556.5,0.527857098977906
"Plecotus kolombatovici",0,0.229188078108941,0.801075268817204,0.524193548387097,0.557874762808349,0.202916666666667,0.0375787691778924,0.38480854806704,0.189507599575014,0,572.5,0.528082914530398
"Hipposideros coronatus",0,0.882836587872559,0.560035842293907,0.454301075268817,0.215370018975332,0.124583333333333,0.0936722615172181,0.441178682787874,0.33481228688513,0,554.5,0.528135881102654
"Pteropus rodricensis",0,NA,0.441756272401434,0.686379928315412,0.456356736242884,NA,0.151906361451402,0.22307718913054,0.217994103529113,0,580,0.52816431231991
"Hypsugo vordermanni",0,0.49743062692703,0.418458781362007,0.589605734767025,0.608159392789374,0.175583333333333,0.163764904723086,0.321886541523671,0.173585716584722,0,562.5,0.528413633961359
"Pteralopex anceps",0,0.605858170606372,0.725806451612903,0.630824372759857,0.157495256166983,0.168666666666667,0.0509621662858433,0.269335670724819,0.369138514237576,0,567.375,0.529996062786529
"Murina tenebrosa",0,0.539054470709147,0.537634408602151,0.64336917562724,0.400379506641366,0.173666666666667,0.107656328246583,0.25376525065437,0.238375466679581,0,566.125,0.530109390394976
"Myotis nipalensis",0,0.156731757451182,0.650537634408602,0.509856630824373,0.804554079696395,0.217666666666667,0.0689979390459354,0.393941769048482,0.11196299341864,0,573.875,0.530420025595138
"Kerivoula flora",0,0.373072970195272,0.482078853046595,0.412186379928315,0.855787476280835,0.1835,0.136289231093844,0.488141840621274,0.0932372111122045,0,565.75,0.530781419862754
"Eptesicus dimissus",0,0.581192189105858,0.362007168458781,0.543010752688172,0.639468690702087,0.170833333333333,0.202763214439018,0.367576508363806,0.163251044113023,0,562.375,0.531419700238725
"Myotis moluccarum",0,0.232271325796506,0.50089605734767,0.42921146953405,0.964895635673624,0.20225,0.128874195700803,0.47449090112846,0.0543493336150562,0,570.25,0.531818622087963
"Scotorepens sanborni",0,0.376156217882837,0.517921146953405,0.6084229390681,0.626185958254269,0.183,0.118882540911562,0.297875111617244,0.1653076385787,0,570.75,0.532171565539653
"Kerivoula cuprosa",0,0.205549845837616,0.448924731182796,0.696236559139785,0.778937381404175,0.207333333333333,0.14902571704586,0.213675750801766,0.120786190679739,0,574.75,0.532412129391093
"Pteropus samoensis",0,0.405447070914697,0.935483870967742,0.591397849462366,0.198292220113852,0.18075,0.0193277325522409,0.318952548121434,0.344906275442972,0,576.875,0.532655252864664
"Sauromys petrophilus",0,0.669578622816033,0.446236559139785,0.663082437275986,0.357685009487666,0.148083333333333,0.151263774829536,0.238176587832002,0.255916961246673,0,566.625,0.534145657179867
"Tadarida lobata",0,0.681397738951696,0.563620071684588,0.518817204301075,0.385199240986717,0.146583333333333,0.0928140377569847,0.388949485157674,0.245703936719999,0,569.25,0.537258563981019
"Mops trevori",0,0.635149023638232,0.588709677419355,0.46505376344086,0.467741935483871,0.164333333333333,0.08518777947261,0.427596387876509,0.215480969998387,0,571.75,0.53916359999558
"Hipposideros marisae",0,0.849948612538541,0.341397849462366,0.727598566308244,0.238140417457305,0.12925,0.222121982318985,0.195062011764777,0.319023633718967,0,567.75,0.539271361441614
"Pipistrellus papuanus",0,0.260534429599178,0.676523297491039,0.723118279569892,0.497153700189753,0.19525,0.0634830349958636,0.199149401142696,0.207115723924169,0,584.875,0.539332426712466
"Dobsonia emersa",0,0.472764645426516,0.57258064516129,0.594982078853047,0.519924098671727,0.176833333333333,0.090997248199363,0.31506657770162,0.201506556933261,0,577.75,0.540062867028145
"Murina rozendaali",0,0.290853031860226,0.387096774193548,0.647849462365591,0.837760910815939,0.191083333333333,0.181496031784888,0.25229785089875,0.0994020464315184,0,580.25,0.540890044808826
"Scotorepens greyii",0,0.516443987667009,0.439068100358423,0.516129032258065,0.701138519924099,0.174666666666667,0.152934228450085,0.391797552868603,0.144926665140369,0,576.875,0.543194910051899
"Pteropus mahaganus",0,0.363309352517986,0.697132616487455,0.724014336917563,0.392789373814042,0.184083333333333,0.0587109697672962,0.197837563631988,0.24206103464886,0,588.375,0.544311419934261
"Myotis scotti",0,0.243576567317575,0.551075268817204,0.747311827956989,0.635673624288425,0.199083333333333,0.0998604677929502,0.184985227048124,0.163698640480406,0,589,0.544409322095048
"Vespadelus finlaysoni",0,0.541109969167523,0.491039426523298,0.488351254480287,0.659392789373814,0.1735,0.132180838468456,0.400685503319053,0.157540304996841,0,578.625,0.54497335988623
"Pteropus tonganus",0,0.528776978417266,0.907706093189964,0.455197132616487,0.28842504743833,0.174083333333333,0.021964943494493,0.440494266844121,0.287972402398782,0,584.875,0.545026312915512
"Miniopterus minor",0,0.84737923946557,0.404121863799283,0.384408602150538,0.544592030360531,0.129583333333333,0.173251946898125,0.516788996536889,0.192280286012446,0,569.625,0.545125433943981
"Myotis hosonoi",0,NA,0.591397849462366,0.551971326164875,0.493358633776091,NA,0.0838959389461526,0.354720371089406,0.208107449171446,0,598.666666666667,0.545575936467777
"Myotis yanbarensis",0,NA,0.529121863799283,0.563620071684588,NA,NA,0.112201134044614,0.341525674506415,NA,0,609.75,0.546370967741935
"Pteropus ornatus",0,0.52672147995889,0.720430107526882,0.71415770609319,0.224857685009488,0.174166666666667,0.0516790017770209,0.205412601928885,0.327160912883638,0,587.625,0.546541744647112
"Nyctalus azoreum",0,NA,0.445340501792115,0.835125448028674,0.359582542694497,NA,0.151395499816898,0.122844112164911,0.254177714157862,0,602.666666666667,0.546682830838429
"Myotis yesoensis",0,NA,0.562724014336918,0.620071684587814,0.460151802656546,NA,0.0929624761014688,0.281886101110281,0.217217630577085,0,601.666666666667,0.547649167193759
"Nyctimene vizcaccia",0,0.60945529290853,0.625448028673835,0.818996415770609,0.138519924098672,0.1685,0.0740142792862206,0.131443897647646,0.379496654574478,0,587.75,0.548104915362912
"Nyctophilus gouldi",0,0.541109969167523,0.490143369175627,0.71326164874552,0.454459203036053,0.1735,0.13245494255968,0.206026047531398,0.218168377742884,0,587.125,0.549743547531181
"Pteropus aruensis",0,0.50256937307297,0.60663082437276,0.842293906810036,0.247628083491461,0.175416666666667,0.079368243840964,0.117621296777948,0.316905626900155,0,591.75,0.549780546936807
"Pipistrellus angulatus",0,0.297533401849949,0.727598566308244,0.683691756272401,0.492409867172676,0.19025,0.0509099595858761,0.224875392179056,0.208229809775532,0,595.875,0.550308397900817
"Myotis ozensis",0,NA,0.594086021505376,0.578853046594982,0.48292220113852,NA,0.0823188362596761,0.329296434129161,0.21075808176112,0,606,0.551953756412959
"Coleura seychellensis",0,NA,0.6084229390681,0.729390681003584,0.319734345351044,NA,0.0789191101518871,0.194612614462983,0.271073774102128,0,610,0.552515988474243
"Nyctalus furvus",0,0.570914696813977,0.624551971326165,0.56989247311828,0.444971537001898,0.171333333333333,0.0741132215751135,0.339215347111701,0.221709298662617,0,589.375,0.55258266956508
"Myotis goudoti",0,0.3103802672148,0.518817204301075,0.42741935483871,0.956356736242884,0.189333333333333,0.11877439856976,0.476017766181743,0.0570235241199286,0,591.5,0.553243390649367
"Triaenops furculus",0,0.939362795477903,0.519713261648746,0.497311827956989,0.259013282732448,0.1185,0.11767507234873,0.396384015160354,0.305722356497295,0,580.5,0.553850291954021
"Pteropus anetianus",0,0.530832476875642,0.741935483870968,0.701612903225806,0.243833017077799,0.174,0.0479904983549575,0.21198599177979,0.317502742520787,0,596.125,0.554553470262554
"Murina ryukyuana",0,NA,0.529121863799283,0.586021505376344,NA,NA,0.112201134044614,0.325846389299349,NA,0,622.25,0.557571684587814
"Pteropus woodfordi",0,0.413155190133607,0.693548387096774,0.770609318996416,0.358633776091082,0.180083333333333,0.0603768423320186,0.166124787545555,0.25507141123172,0,603.5,0.55898666807947
"Melonycteris woodfordi",0,0.573484069886948,0.71415770609319,0.757168458781362,0.196394686907021,0.171166666666667,0.054217065889657,0.178242239812511,0.346550142499522,0,601.75,0.56030123041713
"Phylloderma stenops",0,0.73792394655704,0.599462365591398,0.251792114695341,0.656546489563567,0.140583333333333,0.0811218653069476,0.723773430854116,0.158304152355381,0,590,0.561431229101836
"Hipposideros crumeniferus",0,0.836587872559096,0.64247311827957,0.621863799283154,0.146110056925996,0.130916666666667,0.0690545338006701,0.280745189914251,0.376377530456765,0,594.75,0.561758711761954
"Nyctophilus walkeri",0,0.550359712230216,0.566308243727599,0.550179211469534,0.580645161290323,0.172666666666667,0.0925476373271704,0.357927469392092,0.178709903592143,0,598.375,0.561873082179418
"Pipistrellus aero",0,NA,0.616487455197133,0.788530465949821,0.284629981024668,NA,0.0762613526340661,0.153492628416722,0.291364833843093,0,622.666666666667,0.56321596739054
"Dobsonia pannietensis",0,0.415210688591984,0.698028673835125,0.674731182795699,0.464895635673624,0.179916666666667,0.0575722013593814,0.232612881150955,0.2162357466005,0,606.5,0.563216545224108
"Mormopterus beccarii",0,0.853031860226105,0.417562724014337,0.584229390681004,0.398481973434535,0.129,0.163844959884436,0.32702987881149,0.238765593495091,0,592,0.563326487088995
"Hypsugo anchietae",0,NA,0.449820788530466,0.577060931899642,0.666982922201139,NA,0.148400322948051,0.33042358174977,0.154238805734589,0,616.333333333333,0.564621547543749
"Rhinolophus ziama",0,NA,0.636648745519713,0.496415770609319,NA,NA,0.0706009958312509,0.397672012011502,NA,0,632.25,0.566532258064516
"Hypsugo crassulus",0,NA,0.275985663082437,0.614695340501792,0.810246679316888,NA,0.276780022394586,0.285898238314514,0.109849922816736,0,616,0.566975894300372
"Hipposideros sumbae",0,0.873586844809866,0.577956989247312,0.612007168458781,0.204933586337761,0.125833333333333,0.0886331694084332,0.29151563129041,0.340338726001376,0,598.5,0.56712114721343
"Miniopterus fuscus",0,0.998972250770812,0.470430107526882,0.547491039426523,0.255218216318786,0.10225,0.139619901785972,0.360300332080901,0.309948092704185,0,594.25,0.568027903510751
"Mops leucostigma",0,0.827338129496403,0.504480286738351,0.3915770609319,0.550284629981025,0.132166666666667,0.12753725852498,0.511978249387193,0.190782133960555,0,596.25,0.56842002678692
"Macroderma gigas",0,0.899794450154162,0.539426523297491,0.301075268817204,0.539848197343453,0.122916666666667,0.106511618361092,0.632484556805928,0.195312137586125,0,595.625,0.570036109903078
"Hipposideros pelingensis",0,0.780061664953751,0.620071684587814,0.648745519713262,0.232447817836812,0.137083333333333,0.0756163947199528,0.252081029746168,0.323038817476211,0,605,0.57033167177291
"Chalinolobus nigrogriseus",0,0.393627954779034,0.523297491039427,0.632616487455197,0.736242884250474,0.181583333333333,0.114275347677453,0.268921354355287,0.135034569175672,0,612.25,0.571446204381033
"Mormopterus loriae",0,0.936793422404933,0.460573476702509,0.474014336917563,0.415559772296015,0.118666666666667,0.144080296436304,0.418870943243826,0.232794109533196,0,598.125,0.571735252080255
"Kerivoula eriophora",0,NA,0.53405017921147,0.71594982078853,0.466793168880455,NA,0.110725327717656,0.204741807595813,0.215523107230296,0,629,0.572264389626818
"Myotis alcathoe",0,NA,0.650537634408602,0.495519713261649,NA,NA,0.0689979390459354,0.397994109612615,NA,0,639.5,0.573028673835125
"Eptesicus kobayashii",0,NA,0.619175627240143,0.423835125448029,0.681214421252372,NA,0.0756793498524771,0.478282222244503,0.149637903838289,0,627.333333333333,0.574741724646848
"Nyctophilus timoriensis",0,0.486125385405961,0.456093189964158,0.629032258064516,0.729601518026565,0.17625,0.145832191596376,0.271456075431417,0.136444250328663,0,613.25,0.5752130878653
"Scotophilus borbonicus",0,0.619732785200411,0.56989247311828,0.734767025089606,0.376660341555977,0.168,0.091536962273452,0.193545034935852,0.24710515541664,0,614,0.575263156241068
"Pteronotus pristinus",0,NA,0.650537634408602,0.5,NA,NA,0.0689979390459354,0.396074702891972,NA,0,642,0.575268817204301
"Dobsonia praedatrix",0,0.552415210688592,0.670250896057348,0.698028673835125,0.380455407969639,0.172416666666667,0.0654576801249026,0.212854123182064,0.246654488701293,0,616.375,0.575287547137676
"Myotis occultus",0,0.39825282631038,0.596326164874552,0.46415770609319,0.845351043643264,0.181333333333333,0.0814682376887178,0.429342050967924,0.0967290614947013,0,615.5,0.576021935230347
"Mormoops magna",0,NA,0.650537634408602,0.506272401433692,NA,NA,0.0689979390459354,0.394304031080882,NA,0,645.5,0.578405017921147
"Myotis bucharensis",0,0.387461459403905,0.650537634408602,0.49910394265233,0.782732447817837,0.181916666666667,0.0689979390459354,0.396199856981446,0.120078357686953,0,621.25,0.579958871070669
"Hipposideros macrobullatus",0,0.859198355601233,0.559139784946237,0.6415770609319,0.260910815939279,0.127916666666667,0.0937347160241785,0.258919124127381,0.304545313308384,0,612.75,0.580206504354662
"Nyctophilus howensis",0,NA,0.650537634408602,0.511648745519713,NA,NA,0.0689979390459354,0.393347060071033,NA,0,648.5,0.581093189964158
"Hipposideros scutinares",0,NA,0.650537634408602,0.512544802867383,NA,NA,0.0689979390459354,0.392649659248134,NA,0,649,0.581541218637993
"Histiotus humboldti",0,NA,0.650537634408602,0.513440860215054,NA,NA,0.0689979390459354,0.392327117146674,NA,0,649.5,0.581989247311828
"Lasiurus atratus",0,NA,0.650537634408602,0.514336917562724,NA,NA,0.0689979390459354,0.39228785647624,NA,0,650,0.582437275985663
"Glischropus javanus",0,NA,0.487455197132616,0.517025089605735,0.74573055028463,NA,0.133090495644547,0.390373336574764,0.131148056018765,0,635.666666666667,0.583403612340994
"Rhogeessa parvula",0,0.349434737923947,0.752688172043011,0.869175627240143,0.365275142314991,0.18525,0.0451053141446747,0.102164895289627,0.251472840233883,0,633.75,0.584143419880523
"Dobsonia inermis",0,0.52672147995889,0.688172043010753,0.75,0.377609108159393,0.174166666666667,0.0618200233182212,0.183552045710478,0.246992613782416,0,628.875,0.585625657782259
"Glauconycteris alboguttata",0,0.274409044193217,0.496415770609319,0.78584229390681,0.787476280834915,0.193833333333333,0.130811843947221,0.154501925215977,0.118139133487748,0,632,0.586035847386065
"Nyctimene malaitensis",0,0.593011305241521,0.706093189964158,0.782258064516129,0.263757115749526,0.17,0.0560524147268285,0.158093207791895,0.302563305164315,0,629,0.586279918867833
"Nyctinomops aurispinosus",0,0.76464542651593,0.60752688172043,0.307347670250896,0.670777988614801,0.13875,0.0791481832953563,0.621187266857435,0.152768374179944,0,618,0.587574491775514
"Scotorepens orion",0,0.47070914696814,0.804659498207885,0.689068100358423,0.387096774193548,0.176916666666667,0.037075835622926,0.218656522331876,0.244396986429087,0,633.25,0.587883379931999
"Glauconycteris kenyacola",0,NA,0.668458781362007,0.60573476702509,0.489563567362429,NA,0.0668446941142415,0.300835572885149,0.208446682783412,0,646,0.587919038583175
"Hypsugo lophurus",0,NA,0.389784946236559,0.735663082437276,0.638519924098672,NA,0.180558924888231,0.191780102621887,0.163508070946478,0,643,0.587989317590836
"Centurio senex",0,0.700411099691675,0.497311827956989,0.370071684587814,0.786527514231499,0.144416666666667,0.130533641725461,0.534239717561854,0.119220086496373,0,619.625,0.588580531616994
"Hipposideros papua",0,0.82065775950668,0.675627240143369,0.620967741935484,0.242884250474383,0.133166666666667,0.0635578707619749,0.281532202157601,0.3178361488752,0,625.375,0.590034248014979
"Rhogeessa tumida",0,0.292908530318602,0.744623655913978,0.717741935483871,0.607210626185958,0.191,0.0474378605898786,0.202605340735132,0.173862911253821,0,639.25,0.590621186975603
"Notopteris macdonaldi",0,0.590955806783145,0.944444444444444,0.601254480286738,0.230550284629981,0.170083333333333,0.0176262961922598,0.306975288911734,0.3241012216379,0,635.75,0.591801254036077
"Myotis ciliolabrum",0,0.44912641315519,0.596326164874552,0.436379928315412,0.891840607210626,0.177916666666667,0.0814682376887178,0.46835451024787,0.0835293840673518,0,632.375,0.593418278388945
"Mosia nigrescens",0,0.86639260020555,0.502688172043011,0.487455197132616,0.526565464895636,0.126916666666667,0.127886106902127,0.401024065239351,0.198888936541235,0,625.75,0.595775358569203
"Nycteris madagascariensis",0,0.923946557040082,0.525089605734767,0.548387096774194,0.388045540796964,0.12,0.113976133610025,0.359417967421939,0.244193786062609,0,626.5,0.596367200086502
"Mops petersoni",0,0.838129496402878,0.348566308243728,0.773297491039427,0.425996204933586,0.130666666666667,0.211817430134161,0.16491753811369,0.227411948851669,0,629.125,0.596497375154905
"Idionycteris phyllotis",0,0.391572456320658,0.704301075268817,0.646057347670251,0.666034155597723,0.181666666666667,0.0564348780496874,0.252503849017361,0.154463574695368,0,647.5,0.601991258714362
"Chiroderma salvini",0,0.67934224049332,0.471326164874552,0.478494623655914,0.77988614800759,0.14675,0.13938516002498,0.412748083895649,0.120399183912296,0,635.75,0.602262294257844
"Hipposideros inornatus",0,0.89054470709147,0.692652329749104,0.483870967741935,0.345351043643264,0.123583333333333,0.0607578602615834,0.405518142838074,0.26169032483631,0,635.875,0.603104762056443
"Pteropus vetulus",0,0.493833504624872,0.719534050179211,0.759856630824373,0.439278937381404,0.175666666666667,0.0525309540547668,0.177429277778224,0.223379680896893,0,648.625,0.603125780752465
"Pteropus gilliardorum",0,0.513874614594039,0.71326164874552,0.726702508960573,0.461100569259962,0.174916666666667,0.0546259126753588,0.195176624580171,0.217040627801072,0,648.25,0.603734835390024
"Hipposideros maggietaylorae",0,0.816546762589928,0.674731182795699,0.631720430107527,0.297912713472486,0.133666666666667,0.0636364042537286,0.269295386912208,0.282120951231978,0,641.625,0.60522777224141
"Pipistrellus collinus",0,0.304213771839671,0.782258064516129,0.752688172043011,0.582542694497154,0.18975,0.0399618857863139,0.180571350260788,0.178468961289277,0,655.75,0.605425675723991
"Cistugo seabrae",0,0.334532374100719,0.513440860215054,0.758960573476703,0.817836812144213,0.186666666666667,0.121106296400285,0.177451955740694,0.107592768295477,0,651.875,0.606192654984172
"Falsistrellus tasmaniensis",0,0.581192189105858,0.764336917562724,0.598566308243728,0.486717267552182,0.170833333333333,0.0434824112348664,0.310223370235891,0.209279056263853,0,649.875,0.607703170616123
"Pteropus ualanus",0,NA,0.766129032258065,0.85663082437276,0.201138519924099,NA,0.043037262782217,0.109046176676645,0.343827537249219,0,674.333333333333,0.607966125518308
"Hesperoptenus doriae",0,0.532374100719424,0.434587813620072,0.687275985663082,0.777988614800759,0.173916666666667,0.15592911448584,0.222895205980421,0.121107977364996,0,647.5,0.608056628700834
"Miniopterus majori",0,0.926002055498458,0.53584229390681,0.3584229390681,0.614800759013283,0.119916666666667,0.108320637992932,0.54891626634577,0.17067045366102,0,636.75,0.608767011871663
"Miniopterus shortridgei",0,0.739465570400822,0.650537634408602,0.509856630824373,0.538899430740038,0.1405,0.0689979390459354,0.393941769048482,0.195328100865753,0,645.625,0.609689816593459
"Taphozous georgianus",0,0.974306269270298,0.421146953405018,0.303763440860215,0.744781783681214,0.11175,0.162622541615051,0.625776196083039,0.131919122851773,0,635.5,0.610999611804186
"Hipposideros semoni",0,0.862795477903392,0.75179211469534,0.580645161290323,0.249525616698292,0.127416666666667,0.0453537284918295,0.328997160019508,0.316377571670383,0,647.375,0.611189592646837
"Artibeus aztecus",0,0.787769784172662,0.481182795698925,0.515232974910394,0.661290322580645,0.13625,0.136382154563069,0.392241527351888,0.156831315503834,0,643.875,0.611368969340657
"Arielulus cuprosus",0,0.530832476875642,0.611111111111111,0.611111111111111,0.692599620493359,0.174,0.0774470886267248,0.292445628649459,0.146822566684609,0,652.625,0.611413579897806
"Emballonura raffrayana",0,0.963514902363823,0.494623655913978,0.466845878136201,0.521821631878558,0.114666666666667,0.131296532983812,0.427083647046135,0.200698598035072,0,640.125,0.61170151707314
"Pipistrellus permixtus",0,NA,0.691756272401434,0.722222222222222,0.421252371916509,NA,0.0607736682367115,0.200197984812167,0.229249590027834,0,674,0.611743622180055
"Pteropus pelewensis",0,0.511819116135663,0.617383512544803,0.775089605734767,0.546489563567362,0.175,0.0760935862902931,0.164585088944839,0.192038121761073,0,657,0.612695449495649
"Tadarida australis",0,0.91983556012333,0.444444444444444,0.517921146953405,0.573055028462998,0.12025,0.151540403820155,0.389166160108948,0.182043939321641,0,643.25,0.613814044996044
"Myzopoda aurita",0,0.981500513874615,0.401433691756272,0.369175627240143,0.705882352941177,0.109083333333333,0.174526282717511,0.535738238693369,0.143582372352529,0,639.75,0.614498046453052
"Taphozous hilli",0,0.997944501541624,0.433691756272401,0.418458781362007,0.61100569259962,0.1025,0.156673896018361,0.483003431555486,0.172994853677367,0,641.5,0.615275182943913
"Scotorepens balstoni",0,0.62589928057554,0.457885304659498,0.660394265232975,0.717267552182163,0.166416666666667,0.145145350893186,0.241232612347267,0.141109210286467,0,653.25,0.615361600662544
"Myotis oreias",0,0.426002055498458,0.452508960573477,0.741039426523297,0.844402277039848,0.179083333333333,0.147151677801523,0.190372432357259,0.0969179372858836,0,659.125,0.61598817990877
"Hipposideros calcaratus",0,0.828879753340185,0.747311827956989,0.617383512544803,0.270398481973435,0.132083333333333,0.0469164324985445,0.283558915597034,0.298502832709037,0,653.625,0.615993393953853
"Murina florium",0,0.360226104830421,0.517025089605735,0.693548387096774,0.895635673624288,0.1845,0.119495358305789,0.21733934479061,0.0823275476772946,0,661.375,0.616608813789305
"Aselliscus tricuspidatus",0,0.909558067831449,0.567204301075269,0.690860215053763,0.301707779886148,0.122166666666667,0.092139133292344,0.217642743776254,0.279694378662381,0,651.75,0.617332590961657
"Pipistrellus sturdeei",0,NA,0.663978494623656,0.581541218637993,NA,NA,0.0670827348280227,0.328875384201382,NA,0,695,0.622759856630824
"Hypsugo kitcheneri",0,0.385405960945529,0.552867383512545,0.870967741935484,0.682163187855787,0.182,0.0972634853881248,0.101212802396922,0.149469464330623,0,670.75,0.622851068562336
"Kerivoula africana",0,NA,0.666666666666667,0.579749103942652,NA,NA,0.0669239404940235,0.329110695028633,NA,0,695.5,0.623207885304659
"Laephotis angolensis",0,0.403391572456321,0.548387096774194,0.884408602150538,0.662239089184061,0.181,0.101027671308319,0.094054627650583,0.15545184725782,0,672.375,0.624606590141278
"Glauconycteris curryae",0,NA,0.483870967741935,0.767921146953405,NA,NA,0.135970681116611,0.168260758307607,NA,0,698.5,0.62589605734767
"Mormopterus doriae",0,0.933710174717369,0.375448028673835,0.758064516129032,0.437381404174573,0.118833333333333,0.187549219684085,0.178169430454441,0.224223771797433,0,658.625,0.626151030923702
"Saccopteryx bilineata",0,0.906988694758479,0.602150537634409,0.272401433691756,0.724857685009488,0.1225,0.0801301495216939,0.680766119492673,0.137745897166084,0,655.625,0.626599587773533
"Artibeus concolor",0,0.705035971223022,0.60573476702509,0.485663082437276,0.713472485768501,0.144,0.0796306273511951,0.402950382271816,0.141867580880097,0,664,0.627476576613472
"Rhogeessa gracilis",0,0.41726618705036,0.790322580645161,0.890681003584229,0.418406072106262,0.179583333333333,0.0385093571941399,0.0875610492617156,0.231254244661401,0,680.75,0.629168960846503
"Pteropus rennelli",0,0.435765673175745,0.82168458781362,0.931899641577061,0.332068311195446,0.1785,0.0348376400323803,0.0647193270545141,0.267537759853177,0,682.75,0.630354553440468
"Enchisthenes hartii",0,0.681397738951696,0.450716845878136,0.552867383512545,0.836812144212524,0.146583333333333,0.148120646394169,0.354622721317209,0.0996853691821668,0,666.25,0.630448528138725
"Mormopterus acetabulosus",0,0.972250770811922,0.558243727598566,0.645161290322581,0.34819734345351,0.112166666666667,0.0940403726850872,0.252757587336444,0.260999123562817,0,664,0.630963283046645
"Myotis australis",0,0.49743062692703,0.661290322580645,0.57078853046595,0.800759013282732,0.175583333333333,0.0673266747134128,0.338965624514689,0.113056179143553,0,675.75,0.632567123314089
"Pteropus insularis",0,0.493833504624872,0.733870967741935,0.753584229390681,0.549335863377609,0.175666666666667,0.0497128764627247,0.179868072808705,0.191389330097667,0,679.875,0.632656141283774
"Myotis hermani",0,0.356115107913669,0.505376344086022,0.827060931899642,0.84819734345351,0.18475,0.12704017128734,0.129209276697307,0.0958797251532509,0,681.875,0.634187431838211
"Molossus sinaloae",0,0.771839671120247,0.637992831541219,0.462365591397849,0.665085388994307,0.138,0.070524652547924,0.430344532084477,0.154509211224979,0,670,0.634320870763405
"Artibeus amplus",0,0.715313463514902,0.696236559139785,0.743727598566308,0.394686907020873,0.143,0.0592291731741375,0.188499948055108,0.240824562590042,0,679.75,0.637491132060467
"Pteropus cognatus",0,0.557553956834532,0.758064516129032,0.810931899641577,0.425047438330171,0.172166666666667,0.0441948999550334,0.136348306509053,0.228502380623722,0,685.375,0.637899452733828
"Pteronotus gymnonotus",0,0.683967112024666,0.754480286738351,0.655913978494624,0.458254269449715,0.1465,0.0445850616911003,0.245545466603646,0.217898306005412,0,680.625,0.638153911676839
"Vespadelus darlingtoni",0,0.586330935251799,0.721326164874552,0.731182795698925,0.520872865275142,0.170583333333333,0.051617418989046,0.194148066921026,0.201407645978259,0,685.125,0.639928190275104
"Scoteanax rueppellii",0,0.433196300102775,0.765232974910394,0.664874551971326,0.700189753320683,0.178583333333333,0.0433707003678597,0.237947878755022,0.14504338431551,0,688.875,0.640873395076295
"Rhogeessa io",0,0.244604316546763,0.870071684587814,0.574372759856631,0.874762808349146,0.199,0.0265430928486654,0.33335561325876,0.0885919055792127,0,693,0.640952892335088
"Notopteris neocaledonica",0,0.570914696813977,0.793906810035842,0.836021505376344,0.364326375711575,0.171333333333333,0.0379812140087072,0.122447467961855,0.252082669348173,0,689.625,0.641292346984435
"Vampyressa thyone",0,0.663412127440904,0.436827956989247,0.476702508960573,0.989563567362429,0.150083333333333,0.154522303390927,0.414684451970991,0.0388286632036512,0,677,0.641626540188289
"Vampyrum spectrum",0,0.696813977389517,0.75089605734767,0.544802867383513,0.574952561669829,0.144666666666667,0.0455671006545377,0.366209991567518,0.181520568733561,0,682.5,0.641866365947632
"Vespadelus troughtoni",0,0.396197327852004,0.813620071684588,0.746415770609319,0.615749525616698,0.181416666666667,0.0362277155340807,0.185799103859736,0.170169391760355,0,693.875,0.642995673940652
"Hipposideros thomensis",0,0.868448098663926,0.57168458781362,0.879032258064516,0.257115749525617,0.126583333333333,0.0912959282554814,0.0962800961693712,0.309647671612047,0,683.75,0.64407017351692
"Vespadelus vulturnus",0,0.539054470709147,0.760752688172043,0.623655913978495,0.655597722960152,0.173666666666667,0.043909100855272,0.280015725124173,0.158651623107738,0,690.125,0.644765198954959
"Triaenops auritus",0,0.947584789311408,0.664874551971326,0.849462365591398,0.122390891840607,0.117166666666667,0.0670492531557309,0.111804760082386,0.392532933615303,0,685.25,0.646078149678685
"Hipposideros muscinus",0,0.792908530318602,0.812724014336918,0.704301075268817,0.277039848197343,0.135666666666667,0.0362361796006478,0.211236376703848,0.295302659725351,0,689.125,0.64674336703042
"Pteropus molossinus",0,NA,0.741039426523297,0.75089605734767,0.44876660341556,NA,0.0480436551957515,0.182656950996609,0.219906075183978,0,712.666666666667,0.646900695762176
"Rhogeessa alleni",0,0.456834532374101,0.797491039426523,0.939964157706093,0.395635673624288,0.177666666666667,0.0378338270263289,0.0578771984220203,0.240756834617937,0,700.125,0.647481350782751
"Nyctinomops femorosaccus",0,0.8448098663926,0.75,0.684587813620072,0.312144212523719,0.13,0.0459739520840768,0.22458053587561,0.274235298971063,0,688,0.647885473134098
