"Sp","Betacov","R.Alb","R.Car3","R.Dal1","R.Far1","R.Gut1","R.Po2","R.Po3","R.Stock1","P.Alb","P.Car3","P.Dal1","P.Far1","P.Gut1","P.Po2","P.Po3","P.Stock1","InSample","Rank","PropRank"
"Megaerops niphanae",1,0.0308324768756423,0.00806451612903226,0.652014652014652,0.530685920577617,0.0752688172043011,NA,0.475225225225225,0.0853889943074004,0.247666666666667,0.603703060289707,0.493257746318137,0.222845724613543,0.924921202647548,NA,0.280338366669302,0.422005566122617,1,91.9285714285714,0.265354371761982
"Myonycteris angolensis",1,0.0554984583761562,0.00537634408602151,0.652014652014652,0.642599277978339,0.0188172043010753,NA,0.475225225225225,0.023719165085389,0.237666666666667,0.621284800873786,0.493257746318137,0.218481006598244,0.957754181613219,NA,0.280338366669302,0.50194416719917,1,81.0714285714286,0.26760718958098
"Pipistrellus nathusii",1,0.153134635149024,0.0851254480286738,0.122710622710623,0.252707581227437,0.17741935483871,1,0.265765765765766,0.134724857685009,0.218,0.457508222530348,1.07546082768289,0.321416032587856,0.845624288729053,0.2,0.302316388647324,0.382935864810785,1,111.5,0.273948533175655
"Macroglossus minimus",1,0.026207605344296,0.0241935483870968,0.192307692307692,0.389891696750903,0.21505376344086,1,0.265765765765766,0.108159392789374,0.24975,0.540568530654239,0.887810463927241,0.30785962871897,0.784285025797383,0.2,0.302316388647324,0.403380138925162,1,96.4375,0.277697433098248
"Rhinolophus mehelyi",1,0.226104830421377,0.0510752688172043,0.652014652014652,0.44043321299639,0.0905017921146953,NA,0.475225225225225,0.0094876660341556,0.203083333333333,0.498862825210688,0.493257746318137,0.25898724579056,0.917403972434279,NA,0.280338366669302,0.558885486628719,1,113.357142857143,0.277834663946243
"Rhinolophus hipposideros",1,0.171634121274409,0.0609318996415771,0.652014652014652,0.454873646209386,0.102150537634409,NA,0.475225225225225,0.038899430740038,0.213833333333333,0.482526612678888,0.493257746318137,0.25310490957573,0.909853007389622,NA,0.280338366669302,0.470280156949604,1,114.214285714286,0.279389930391385
"Rhinolophus acuminatus",1,0.0431654676258993,0.126344086021505,0.652014652014652,0.447653429602888,0.169354838709677,NA,0.475225225225225,0.0502846299810247,0.241666666666667,0.409994581556894,0.493257746318137,0.256935420348543,0.857740251059081,NA,0.280338366669302,0.454609780460377,1,118.928571428571,0.280577475597267
"Megaerops ecaudatus",1,0.129496402877698,0.00448028673835125,0.652014652014652,0.555956678700361,0.0609318996415771,NA,0.475225225225225,0.0920303605313093,0.22225,0.62394853671076,0.493257746318137,0.221396689580344,0.931769179172843,NA,0.280338366669302,0.417157674332527,1,104.785714285714,0.281447929389882
"Pteropus conspicillatus",1,0.391572456320658,0.396953405017921,0.247252747252747,0.173285198555957,0.411290322580645,0.36426116838488,0.148648648648649,0.135673624288425,0.181666666666667,0.176342748392818,0.76580799073301,0.393595019060688,0.489297046708652,0.4,0.324294410625346,0.380699059115868,1,203.4375,0.283617196381235
"Nycteris thebaica",0,0.410071942446043,0.0161290322580645,0.122710622710623,0.310469314079422,0.0403225806451613,1,0.265765765765766,0.106261859582543,0.180333333333333,0.559588890902363,1.07546082768289,0.315983213037873,0.942899780372202,0.2,0.302316388647324,0.40449931999004,1,112.25,0.283966389685953
"Desmodus rotundus",1,0.843268242548818,0.582437275985663,0.010989010989011,0.0288808664259928,0.388888888888889,0.151202749140893,0.027027027027027,0.286527514231499,0.130083333333333,0.0865356992660668,1.58422469262439,0.561238532050878,0.513875921190788,0.6,0.390228476559412,0.28990013104237,1,280.6875,0.289902696904724
"Pipistrellus kuhlii",1,0.104830421377184,0.0528673835125448,0.56043956043956,0.169675090252708,0.121863799283154,1,0.148648648648649,0.163187855787476,0.226166666666667,0.493216921394688,0.577519915026213,0.393685415534372,0.901111606642796,0.2,0.324294410625346,0.365447023063033,1,105.9375,0.290189094912659
"Dyacopterus spadiceus",1,0.169578622816033,0.0125448028673835,0.652014652014652,0.581227436823105,0.10573476702509,NA,0.475225225225225,0.0379506641366224,0.214833333333333,0.584490345763652,0.493257746318137,0.220257824785195,0.908797226167156,NA,0.280338366669302,0.471234622351617,1,111.642857142857,0.290610881558302
"Rhinolophus pearsonii",1,0.0236382322713258,0.10752688172043,0.915750915750916,0.462093862815884,0.046594982078853,NA,0.475225225225225,0.00379506641366224,0.25175,0.427064535380494,0.36187508461457,0.251329816577842,0.939365365587796,NA,0.280338366669302,0.60519628949857,1,97.5,0.290660738039471
"Pipistrellus coromandra",1,0.0174717368961973,0.164874551971326,0.3003663003663,0.285198555956679,0.18010752688172,1,0.265765765765766,0.130929791271347,0.257666666666667,0.387025248461289,0.737621749265733,0.317626316995347,0.842368858680753,0.2,0.302316388647324,0.385096118245965,1,113.1875,0.293089278638667
"Nanonycteris veldkampii",1,0.112024665981501,0.021505376344086,0.652014652014652,0.516245487364621,0.118279569892473,NA,0.475225225225225,0.156546489563567,0.224916666666667,0.549227360332523,0.493257746318137,0.22552405311755,0.902726855236477,NA,0.280338366669302,0.370113561225613,1,122.357142857143,0.293120209483732
"Vespertilio murinus",1,0.21377183967112,0.110215053763441,0.122710622710623,0.299638989169675,0.122759856630824,1,0.265765765765766,0.213472485768501,0.20575,0.425740356158574,1.07546082768289,0.316777976142068,0.901082617357338,0.2,0.302316388647324,0.336767814302312,1,126.75,0.293541826684994
"Epomophorus labiatus",1,0.142857142857143,0.0474910394265233,0.565934065934066,0.256317689530686,0.0501792114695341,1,0.265765765765766,0.0265654648956357,0.2195,0.504607222035026,0.560227153668581,0.319822428175516,0.938545508833746,0.2,0.302316388647324,0.491047972879489,1,88.25,0.294388797484919
"Scotophilus dinganii",1,0.0570400822199383,0.046594982078853,0.3003663003663,0.28158844765343,0.101254480286738,1,0.265765765765766,0.310246679316888,0.23725,0.505975336833953,0.737621749265733,0.317698180922468,0.910889896841343,0.2,0.302316388647324,0.275265908492639,1,114,0.295357092210989
"Carollia perspicillata",1,0.841726618705036,0.512544802867383,0.0238095238095238,0.0216606498194946,0.529569892473118,0.0412371134020619,0.018018018018018,0.382352941176471,0.130166666666667,0.122327073563726,1.56126728465947,0.598887830537341,0.380822465658493,0.8,0.412206498537434,0.246095594509187,1,300.9375,0.296364945033888
"Nyctalus noctula",1,0.218910585817061,0.0456989247311828,0.122710622710623,0.353790613718412,0.0439068100358423,1,0.265765765765766,0.325426944971537,0.204833333333333,0.50598152460217,1.07546082768289,0.312708275199502,0.940020442687964,0.2,0.302316388647324,0.268947484209323,1,124,0.297026283468803
"Epomops buettikoferi",1,0.149023638232271,0.0304659498207885,0.652014652014652,0.509025270758123,0.218637992831541,NA,0.475225225225225,0.0626185958254269,0.218333333333333,0.526525241781804,0.493257746318137,0.232595979964805,0.77603861062279,NA,0.280338366669302,0.443938593017744,1,130.5,0.299573046386861
"Neoromicia capensis",1,0.0678314491264132,0.0591397849462366,0.3003663003663,0.234657039711191,0.21415770609319,1,0.265765765765766,0.258064516129032,0.2345,0.486827098899496,0.737621749265733,0.326332007028868,0.784718978930792,0.2,0.302316388647324,0.306249292594187,1,124.3125,0.299997820267266
"Rhinolophus blasii",1,0.125385405960946,0.0412186379928315,0.915750915750916,0.487364620938628,0.0573476702508961,NA,0.475225225225225,0.00664136622390892,0.222833333333333,0.512390188706402,0.36187508461457,0.24859358564326,0.93350613235045,NA,0.280338366669302,0.571646286155478,1,104.214285714286,0.301276263191907
"Rhinolophus euryale",1,0.234326824254882,0.0519713261648745,0.578754578754579,0.212996389891697,0.0689964157706093,1,0.265765765765766,0.00189753320683112,0.201833333333333,0.498073813431816,0.528153790047818,0.371326269320301,0.929977155091074,0.2,0.302316388647324,0.667451990601235,1,98.3125,0.301838604226155
"Hipposideros pratti",1,0.322713257965057,0.0797491039426523,0.3003663003663,0.274368231046931,0.039426523297491,1,0.265765765765766,0.140417457305503,0.187583333333333,0.46249175864631,0.737621749265733,0.318171125264399,0.943226534467605,0.2,0.302316388647324,0.378641372087295,1,119.6875,0.302850829961213
"Epomops franqueti",1,0.114594039054471,0.0331541218637993,0.926739926739927,0.0577617328519856,0.155017921146953,1,0.0472972972972973,0.0977229601518027,0.224583333333333,0.522300415581379,0.35586188331379,0.514059420694378,0.87213280178625,0.2,0.36825045458139,0.4128259981073,1,106.1875,0.304035999888279
"Aselliscus stoliczkanus",1,0.224049331963001,0.0627240143369176,0.652014652014652,0.574007220216607,0.0797491039426523,NA,0.475225225225225,0.0721062618595825,0.203333333333333,0.480905279644422,0.493257746318137,0.220521466413736,0.922005772280955,NA,0.280338366669302,0.433423214987113,1,127.928571428571,0.305696544222662
"Taphozous melanopogon",0,0.20863309352518,0.10663082437276,0.157509157509158,0.328519855595668,0.00896057347670251,0.36426116838488,0.695945945945946,0.577798861480076,0.206666666666667,0.427335795773398,1.02317095474501,0.314420322259516,0.962515037980261,0.4,0.225393311724247,0.180281048050113,1,160.3125,0.306032435036296
"Rhinolophus macrotis",1,0.0154162384378212,0.162186379928315,0.915750915750916,0.483754512635379,0.0913978494623656,NA,0.475225225225225,0.00759013282732448,0.259083333333333,0.388795492314493,0.36187508461457,0.248997787212358,0.916523690989857,NA,0.280338366669302,0.57058214807578,1,113.642857142857,0.307331607752478
"Tadarida teniotis",1,0.475334018499486,0.032258064516129,0.122710622710623,0.332129963898917,0.115591397849462,1,0.265765765765766,0.132827324478178,0.176666666666667,0.522671010381333,1.07546082768289,0.314140142941443,0.904651106438608,0.2,0.302316388647324,0.383316897010489,1,137.1875,0.30957714471482
"Megaloglossus woermanni",1,0.150565262076053,0.0483870967741935,0.3003663003663,0.288808664259928,0.305555555555556,1,0.265765765765766,0.119544592030361,0.21825,0.503989506359447,0.737621749265733,0.317414697625243,0.623281397128202,0.2,0.302316388647324,0.393690452646533,1,129.25,0.30987415460352
